,frame,x,y,r,name,sample_rate,examplenr
0,1,493,513,246,framenr_1_framevid_June09_02,25.0,exp5
1,2,599,295,184,framenr_2_framevid_June09_02,25.0,exp5
2,3,575,423,247,framenr_3_framevid_June09_02,25.0,exp5
3,4,921,297,200,framenr_4_framevid_June09_02,25.0,exp5
4,5,921,293,202,framenr_5_framevid_June09_02,25.0,exp5
5,6,929,285,185,framenr_6_framevid_June09_02,25.0,exp5
6,7,563,447,265,framenr_7_framevid_June09_02,25.0,exp5
7,8,601,313,202,framenr_8_framevid_June09_02,25.0,exp5
8,9,639,523,242,framenr_9_framevid_June09_02,25.0,exp5
9,10,661,339,168,framenr_10_framevid_June09_02,25.0,exp5
10,11,657,311,246,framenr_11_framevid_June09_02,25.0,exp5
11,12,935,391,221,framenr_12_framevid_June09_02,25.0,exp5
12,13,581,385,168,framenr_13_framevid_June09_02,25.0,exp5
13,14,939,511,108,framenr_14_framevid_June09_02,25.0,exp5
14,15,739,305,236,framenr_15_framevid_June09_02,25.0,exp5
15,16,659,439,251,framenr_16_framevid_June09_02,25.0,exp5
16,17,659,273,216,framenr_17_framevid_June09_02,25.0,exp5
17,18,539,503,260,framenr_18_framevid_June09_02,25.0,exp5
18,19,593,755,180,framenr_19_framevid_June09_02,25.0,exp5
19,20,993,211,108,framenr_20_framevid_June09_02,25.0,exp5
20,21,963,565,68,framenr_21_framevid_June09_02,25.0,exp5
21,22,915,549,148,framenr_22_framevid_June09_02,25.0,exp5
22,23,633,617,229,framenr_23_framevid_June09_02,25.0,exp5
23,24,987,209,118,framenr_24_framevid_June09_02,25.0,exp5
24,25,663,601,222,framenr_25_framevid_June09_02,25.0,exp5
25,26,593,753,234,framenr_26_framevid_June09_02,25.0,exp5
26,27,383,283,104,framenr_27_framevid_June09_02,25.0,exp5
27,28,403,273,119,framenr_28_framevid_June09_02,25.0,exp5
28,29,705,639,238,framenr_29_framevid_June09_02,25.0,exp5
29,30,757,343,110,framenr_30_framevid_June09_02,25.0,exp5
30,31,759,331,136,framenr_31_framevid_June09_02,25.0,exp5
31,32,971,457,181,framenr_32_framevid_June09_02,25.0,exp5
32,33,935,469,139,framenr_33_framevid_June09_02,25.0,exp5
33,34,987,485,190,framenr_34_framevid_June09_02,25.0,exp5
34,35,981,489,94,framenr_35_framevid_June09_02,25.0,exp5
35,36,725,327,66,framenr_36_framevid_June09_02,25.0,exp5
36,37,997,421,142,framenr_37_framevid_June09_02,25.0,exp5
37,38,617,705,205,framenr_38_framevid_June09_02,25.0,exp5
38,39,939,455,140,framenr_39_framevid_June09_02,25.0,exp5
39,40,655,607,176,framenr_40_framevid_June09_02,25.0,exp5
40,41,917,507,134,framenr_41_framevid_June09_02,25.0,exp5
41,42,1045,225,68,framenr_42_framevid_June09_02,25.0,exp5
42,43,669,543,266,framenr_43_framevid_June09_02,25.0,exp5
43,44,687,623,235,framenr_44_framevid_June09_02,25.0,exp5
44,45,683,635,237,framenr_45_framevid_June09_02,25.0,exp5
45,46,661,319,186,framenr_46_framevid_June09_02,25.0,exp5
46,47,721,655,184,framenr_47_framevid_June09_02,25.0,exp5
47,48,731,765,236,framenr_48_framevid_June09_02,25.0,exp5
48,49,779,645,195,framenr_49_framevid_June09_02,25.0,exp5
49,50,729,741,247,framenr_50_framevid_June09_02,25.0,exp5
50,51,759,599,247,framenr_51_framevid_June09_02,25.0,exp5
51,52,755,607,233,framenr_52_framevid_June09_02,25.0,exp5
52,53,729,627,196,framenr_53_framevid_June09_02,25.0,exp5
53,54,763,617,225,framenr_54_framevid_June09_02,25.0,exp5
54,55,771,605,232,framenr_55_framevid_June09_02,25.0,exp5
55,56,791,593,245,framenr_56_framevid_June09_02,25.0,exp5
56,57,793,611,229,framenr_57_framevid_June09_02,25.0,exp5
57,58,803,605,238,framenr_58_framevid_June09_02,25.0,exp5
58,59,793,617,219,framenr_59_framevid_June09_02,25.0,exp5
59,60,797,607,225,framenr_60_framevid_June09_02,25.0,exp5
60,61,807,591,237,framenr_61_framevid_June09_02,25.0,exp5
61,62,805,587,236,framenr_62_framevid_June09_02,25.0,exp5
62,63,781,609,200,framenr_63_framevid_June09_02,25.0,exp5
63,64,841,595,190,framenr_64_framevid_June09_02,25.0,exp5
64,65,783,611,189,framenr_65_framevid_June09_02,25.0,exp5
65,66,737,643,242,framenr_66_framevid_June09_02,25.0,exp5
66,67,799,575,224,framenr_67_framevid_June09_02,25.0,exp5
67,68,801,575,226,framenr_68_framevid_June09_02,25.0,exp5
68,69,785,581,216,framenr_69_framevid_June09_02,25.0,exp5
69,70,823,537,266,framenr_70_framevid_June09_02,25.0,exp5
70,71,829,531,246,framenr_71_framevid_June09_02,25.0,exp5
71,72,819,535,253,framenr_72_framevid_June09_02,25.0,exp5
72,73,837,523,267,framenr_73_framevid_June09_02,25.0,exp5
73,74,839,513,269,framenr_74_framevid_June09_02,25.0,exp5
74,75,827,513,257,framenr_75_framevid_June09_02,25.0,exp5
75,76,751,683,202,framenr_76_framevid_June09_02,25.0,exp5
76,77,915,235,237,framenr_77_framevid_June09_02,25.0,exp5
77,78,833,525,265,framenr_78_framevid_June09_02,25.0,exp5
78,79,823,557,229,framenr_79_framevid_June09_02,25.0,exp5
79,80,819,563,247,framenr_80_framevid_June09_02,25.0,exp5
80,81,475,383,152,framenr_81_framevid_June09_02,25.0,exp5
81,82,809,563,220,framenr_82_framevid_June09_02,25.0,exp5
82,83,469,393,142,framenr_83_framevid_June09_02,25.0,exp5
83,84,815,507,267,framenr_84_framevid_June09_02,25.0,exp5
84,85,527,405,157,framenr_85_framevid_June09_02,25.0,exp5
85,86,479,381,158,framenr_86_framevid_June09_02,25.0,exp5
86,87,563,425,193,framenr_87_framevid_June09_02,25.0,exp5
87,88,479,371,171,framenr_88_framevid_June09_02,25.0,exp5
88,89,593,423,189,framenr_89_framevid_June09_02,25.0,exp5
89,90,779,579,220,framenr_90_framevid_June09_02,25.0,exp5
90,91,755,637,148,framenr_91_framevid_June09_02,25.0,exp5
91,92,825,565,260,framenr_92_framevid_June09_02,25.0,exp5
92,93,841,557,253,framenr_93_framevid_June09_02,25.0,exp5
93,94,459,395,156,framenr_94_framevid_June09_02,25.0,exp5
94,95,851,643,260,framenr_95_framevid_June09_02,25.0,exp5
95,96,881,413,230,framenr_96_framevid_June09_02,25.0,exp5
96,97,931,359,162,framenr_97_framevid_June09_02,25.0,exp5
97,98,897,535,162,framenr_98_framevid_June09_02,25.0,exp5
98,99,913,401,194,framenr_99_framevid_June09_02,25.0,exp5
99,100,895,395,211,framenr_100_framevid_June09_02,25.0,exp5
100,101,535,509,239,framenr_101_framevid_June09_02,25.0,exp5
101,102,895,547,217,framenr_102_framevid_June09_02,25.0,exp5
102,103,659,811,187,framenr_103_framevid_June09_02,25.0,exp5
103,104,597,743,239,framenr_104_framevid_June09_02,25.0,exp5
104,105,855,333,233,framenr_105_framevid_June09_02,25.0,exp5
105,106,919,301,238,framenr_106_framevid_June09_02,25.0,exp5
106,107,651,473,252,framenr_107_framevid_June09_02,25.0,exp5
107,108,995,557,142,framenr_108_framevid_June09_02,25.0,exp5
108,109,979,555,151,framenr_109_framevid_June09_02,25.0,exp5
109,110,453,377,175,framenr_110_framevid_June09_02,25.0,exp5
110,111,539,443,191,framenr_111_framevid_June09_02,25.0,exp5
111,112,525,433,178,framenr_112_framevid_June09_02,25.0,exp5
112,113,429,415,133,framenr_113_framevid_June09_02,25.0,exp5
113,114,1017,583,245,framenr_114_framevid_June09_02,25.0,exp5
114,115,445,389,168,framenr_115_framevid_June09_02,25.0,exp5
115,116,1031,583,256,framenr_116_framevid_June09_02,25.0,exp5
116,117,849,299,197,framenr_117_framevid_June09_02,25.0,exp5
117,118,495,355,264,framenr_118_framevid_June09_02,25.0,exp5
118,119,963,549,176,framenr_119_framevid_June09_02,25.0,exp5
119,120,491,331,255,framenr_120_framevid_June09_02,25.0,exp5
120,121,791,343,209,framenr_121_framevid_June09_02,25.0,exp5
121,122,541,441,235,framenr_122_framevid_June09_02,25.0,exp5
122,123,869,399,215,framenr_123_framevid_June09_02,25.0,exp5
123,124,627,801,177,framenr_124_framevid_June09_02,25.0,exp5
124,125,787,693,175,framenr_125_framevid_June09_02,25.0,exp5
125,126,711,709,161,framenr_126_framevid_June09_02,25.0,exp5
126,127,885,443,232,framenr_127_framevid_June09_02,25.0,exp5
127,128,889,433,239,framenr_128_framevid_June09_02,25.0,exp5
128,129,703,669,191,framenr_129_framevid_June09_02,25.0,exp5
129,130,889,455,225,framenr_130_framevid_June09_02,25.0,exp5
130,131,847,511,248,framenr_131_framevid_June09_02,25.0,exp5
131,132,651,683,249,framenr_132_framevid_June09_02,25.0,exp5
132,133,665,681,175,framenr_133_framevid_June09_02,25.0,exp5
133,134,445,857,126,framenr_134_framevid_June09_02,25.0,exp5
134,135,429,385,181,framenr_135_framevid_June09_02,25.0,exp5
135,136,309,703,49,framenr_136_framevid_June09_02,25.0,exp5
136,137,425,445,126,framenr_137_framevid_June09_02,25.0,exp5
