,frame,x,y,r,name,sample_rate,examplenr
0,1,1263,734,266,framenr_1_framevid_June16_20,25.0,exp2
1,2,1289,734,260,framenr_2_framevid_June16_20,25.0,exp2
2,3,859,412,264,framenr_3_framevid_June16_20,25.0,exp2
3,4,935,586,149,framenr_4_framevid_June16_20,25.0,exp2
4,5,929,596,140,framenr_5_framevid_June16_20,25.0,exp2
5,6,939,512,251,framenr_6_framevid_June16_20,25.0,exp2
6,7,937,576,145,framenr_7_framevid_June16_20,25.0,exp2
7,8,1307,780,243,framenr_8_framevid_June16_20,25.0,exp2
8,9,847,402,266,framenr_9_framevid_June16_20,25.0,exp2
9,10,1313,762,261,framenr_10_framevid_June16_20,25.0,exp2
10,11,1295,800,225,framenr_11_framevid_June16_20,25.0,exp2
11,12,1283,726,256,framenr_12_framevid_June16_20,25.0,exp2
12,13,1293,802,229,framenr_13_framevid_June16_20,25.0,exp2
13,14,941,590,143,framenr_14_framevid_June16_20,25.0,exp2
14,15,1283,742,251,framenr_15_framevid_June16_20,25.0,exp2
15,16,1291,816,225,framenr_16_framevid_June16_20,25.0,exp2
16,17,963,582,154,framenr_17_framevid_June16_20,25.0,exp2
17,18,1289,816,225,framenr_18_framevid_June16_20,25.0,exp2
18,19,1297,808,235,framenr_19_framevid_June16_20,25.0,exp2
19,20,1289,816,221,framenr_20_framevid_June16_20,25.0,exp2
20,21,1279,836,198,framenr_21_framevid_June16_20,25.0,exp2
21,22,983,564,154,framenr_22_framevid_June16_20,25.0,exp2
22,23,1295,810,223,framenr_23_framevid_June16_20,25.0,exp2
23,24,983,552,157,framenr_24_framevid_June16_20,25.0,exp2
24,25,977,558,147,framenr_25_framevid_June16_20,25.0,exp2
25,26,979,554,150,framenr_26_framevid_June16_20,25.0,exp2
26,27,1331,772,267,framenr_27_framevid_June16_20,25.0,exp2
27,28,983,542,156,framenr_28_framevid_June16_20,25.0,exp2
28,29,985,544,154,framenr_29_framevid_June16_20,25.0,exp2
29,30,987,540,158,framenr_30_framevid_June16_20,25.0,exp2
30,31,981,546,151,framenr_31_framevid_June16_20,25.0,exp2
31,32,979,550,148,framenr_32_framevid_June16_20,25.0,exp2
32,33,985,542,157,framenr_33_framevid_June16_20,25.0,exp2
33,34,1303,804,225,framenr_34_framevid_June16_20,25.0,exp2
34,35,1293,730,247,framenr_35_framevid_June16_20,25.0,exp2
35,36,1303,810,225,framenr_36_framevid_June16_20,25.0,exp2
36,37,981,552,157,framenr_37_framevid_June16_20,25.0,exp2
37,38,1289,738,247,framenr_38_framevid_June16_20,25.0,exp2
38,39,973,562,150,framenr_39_framevid_June16_20,25.0,exp2
39,40,973,554,157,framenr_40_framevid_June16_20,25.0,exp2
40,41,1299,744,253,framenr_41_framevid_June16_20,25.0,exp2
41,42,1297,814,225,framenr_42_framevid_June16_20,25.0,exp2
42,43,973,552,155,framenr_43_framevid_June16_20,25.0,exp2
43,44,971,554,153,framenr_44_framevid_June16_20,25.0,exp2
44,45,1301,738,253,framenr_45_framevid_June16_20,25.0,exp2
45,46,1309,806,233,framenr_46_framevid_June16_20,25.0,exp2
46,47,1297,806,225,framenr_47_framevid_June16_20,25.0,exp2
47,48,949,538,158,framenr_48_framevid_June16_20,25.0,exp2
48,49,943,532,161,framenr_49_framevid_June16_20,25.0,exp2
49,50,935,528,163,framenr_50_framevid_June16_20,25.0,exp2
50,51,929,520,168,framenr_51_framevid_June16_20,25.0,exp2
51,52,921,518,168,framenr_52_framevid_June16_20,25.0,exp2
52,53,917,506,173,framenr_53_framevid_June16_20,25.0,exp2
53,54,1303,806,229,framenr_54_framevid_June16_20,25.0,exp2
54,55,1297,812,225,framenr_55_framevid_June16_20,25.0,exp2
55,56,887,492,197,framenr_56_framevid_June16_20,25.0,exp2
56,57,881,506,198,framenr_57_framevid_June16_20,25.0,exp2
57,58,873,516,200,framenr_58_framevid_June16_20,25.0,exp2
58,59,853,518,236,framenr_59_framevid_June16_20,25.0,exp2
59,60,867,514,216,framenr_60_framevid_June16_20,25.0,exp2
60,61,859,522,213,framenr_61_framevid_June16_20,25.0,exp2
61,62,1297,820,225,framenr_62_framevid_June16_20,25.0,exp2
62,63,851,544,234,framenr_63_framevid_June16_20,25.0,exp2
63,64,849,484,263,framenr_64_framevid_June16_20,25.0,exp2
64,65,867,514,240,framenr_65_framevid_June16_20,25.0,exp2
65,66,857,534,227,framenr_66_framevid_June16_20,25.0,exp2
