,frame,x,y,r,name,sample_rate,examplenr
0,1,1510,758,65,framenr_1_framevid_June16_07,25.0,exp3
1,2,1040,756,107,framenr_2_framevid_June16_07,25.0,exp3
2,3,1442,722,242,framenr_3_framevid_June16_07,25.0,exp3
3,4,1448,776,252,framenr_4_framevid_June16_07,25.0,exp3
4,5,1214,532,154,framenr_5_framevid_June16_07,25.0,exp3
5,6,1084,698,210,framenr_6_framevid_June16_07,25.0,exp3
6,7,1090,470,44,framenr_7_framevid_June16_07,25.0,exp3
7,8,1278,822,157,framenr_8_framevid_June16_07,25.0,exp3
8,9,1106,786,194,framenr_9_framevid_June16_07,25.0,exp3
9,10,1132,792,168,framenr_10_framevid_June16_07,25.0,exp3
10,11,1404,690,245,framenr_11_framevid_June16_07,25.0,exp3
11,12,1456,636,224,framenr_12_framevid_June16_07,25.0,exp3
12,13,1456,664,239,framenr_13_framevid_June16_07,25.0,exp3
13,14,1402,748,210,framenr_14_framevid_June16_07,25.0,exp3
14,15,1402,772,187,framenr_15_framevid_June16_07,25.0,exp3
15,16,1072,824,192,framenr_16_framevid_June16_07,25.0,exp3
16,17,1470,550,158,framenr_17_framevid_June16_07,25.0,exp3
17,18,1496,476,186,framenr_18_framevid_June16_07,25.0,exp3
18,19,1080,434,135,framenr_19_framevid_June16_07,25.0,exp3
19,20,1174,726,213,framenr_20_framevid_June16_07,25.0,exp3
20,21,1430,466,194,framenr_21_framevid_June16_07,25.0,exp3
21,22,1462,694,240,framenr_22_framevid_June16_07,25.0,exp3
22,23,1062,460,150,framenr_23_framevid_June16_07,25.0,exp3
23,24,1250,708,211,framenr_24_framevid_June16_07,25.0,exp3
24,25,1092,500,198,framenr_25_framevid_June16_07,25.0,exp3
25,26,1030,488,137,framenr_26_framevid_June16_07,25.0,exp3
26,27,1470,496,193,framenr_27_framevid_June16_07,25.0,exp3
27,28,1018,516,141,framenr_28_framevid_June16_07,25.0,exp3
28,29,1058,462,196,framenr_29_framevid_June16_07,25.0,exp3
29,30,1136,826,110,framenr_30_framevid_June16_07,25.0,exp3
30,31,1072,522,236,framenr_31_framevid_June16_07,25.0,exp3
31,32,1130,822,113,framenr_32_framevid_June16_07,25.0,exp3
32,33,1124,822,115,framenr_33_framevid_June16_07,25.0,exp3
33,34,1084,534,226,framenr_34_framevid_June16_07,25.0,exp3
34,35,1116,800,130,framenr_35_framevid_June16_07,25.0,exp3
35,36,1108,814,126,framenr_36_framevid_June16_07,25.0,exp3
36,37,1090,604,202,framenr_37_framevid_June16_07,25.0,exp3
37,38,1116,798,125,framenr_38_framevid_June16_07,25.0,exp3
38,39,1060,572,172,framenr_39_framevid_June16_07,25.0,exp3
39,40,1108,600,134,framenr_40_framevid_June16_07,25.0,exp3
40,41,1302,520,235,framenr_41_framevid_June16_07,25.0,exp3
41,42,1076,514,244,framenr_42_framevid_June16_07,25.0,exp3
42,43,1068,558,185,framenr_43_framevid_June16_07,25.0,exp3
43,44,1418,660,260,framenr_44_framevid_June16_07,25.0,exp3
44,45,1440,588,230,framenr_45_framevid_June16_07,25.0,exp3
45,46,1052,560,184,framenr_46_framevid_June16_07,25.0,exp3
46,47,1070,590,169,framenr_47_framevid_June16_07,25.0,exp3
47,48,1364,766,210,framenr_48_framevid_June16_07,25.0,exp3
48,49,1486,572,255,framenr_49_framevid_June16_07,25.0,exp3
49,50,1410,636,252,framenr_50_framevid_June16_07,25.0,exp3
50,51,1080,612,124,framenr_51_framevid_June16_07,25.0,exp3
51,52,1096,614,197,framenr_52_framevid_June16_07,25.0,exp3
52,53,1084,582,165,framenr_53_framevid_June16_07,25.0,exp3
53,54,1428,702,239,framenr_54_framevid_June16_07,25.0,exp3
54,55,1438,704,233,framenr_55_framevid_June16_07,25.0,exp3
55,56,1430,728,226,framenr_56_framevid_June16_07,25.0,exp3
56,57,1050,622,133,framenr_57_framevid_June16_07,25.0,exp3
57,58,1536,702,35,framenr_58_framevid_June16_07,25.0,exp3
58,59,1252,776,172,framenr_59_framevid_June16_07,25.0,exp3
59,60,1030,476,267,framenr_60_framevid_June16_07,25.0,exp3
60,61,1426,692,243,framenr_61_framevid_June16_07,25.0,exp3
61,62,1038,504,216,framenr_62_framevid_June16_07,25.0,exp3
62,63,1102,478,214,framenr_63_framevid_June16_07,25.0,exp3
63,64,1512,494,195,framenr_64_framevid_June16_07,25.0,exp3
64,65,1382,734,215,framenr_65_framevid_June16_07,25.0,exp3
65,66,1460,656,256,framenr_66_framevid_June16_07,25.0,exp3
66,67,1380,718,219,framenr_67_framevid_June16_07,25.0,exp3
67,68,1256,484,192,framenr_68_framevid_June16_07,25.0,exp3
68,69,1138,852,47,framenr_69_framevid_June16_07,25.0,exp3
69,70,1368,710,231,framenr_70_framevid_June16_07,25.0,exp3
70,71,1056,708,185,framenr_71_framevid_June16_07,25.0,exp3
71,72,1490,504,228,framenr_72_framevid_June16_07,25.0,exp3
72,73,1376,702,220,framenr_73_framevid_June16_07,25.0,exp3
73,74,1002,836,160,framenr_74_framevid_June16_07,25.0,exp3
74,75,1050,540,152,framenr_75_framevid_June16_07,25.0,exp3
75,76,1476,730,234,framenr_76_framevid_June16_07,25.0,exp3
76,77,1378,406,216,framenr_77_framevid_June16_07,25.0,exp3
77,78,1378,410,219,framenr_78_framevid_June16_07,25.0,exp3
78,79,1482,522,233,framenr_79_framevid_June16_07,25.0,exp3
79,80,1074,586,191,framenr_80_framevid_June16_07,25.0,exp3
80,81,1050,558,153,framenr_81_framevid_June16_07,25.0,exp3
81,82,1078,582,188,framenr_82_framevid_June16_07,25.0,exp3
82,83,1056,548,150,framenr_83_framevid_June16_07,25.0,exp3
83,84,1060,546,153,framenr_84_framevid_June16_07,25.0,exp3
84,85,1496,504,220,framenr_85_framevid_June16_07,25.0,exp3
85,86,1488,434,181,framenr_86_framevid_June16_07,25.0,exp3
86,87,1478,436,191,framenr_87_framevid_June16_07,25.0,exp3
87,88,1432,688,261,framenr_88_framevid_June16_07,25.0,exp3
88,89,1036,524,142,framenr_89_framevid_June16_07,25.0,exp3
89,90,1024,520,130,framenr_90_framevid_June16_07,25.0,exp3
90,91,1428,662,241,framenr_91_framevid_June16_07,25.0,exp3
91,92,1384,588,228,framenr_92_framevid_June16_07,25.0,exp3
92,93,1436,470,222,framenr_93_framevid_June16_07,25.0,exp3
93,94,1536,726,182,framenr_94_framevid_June16_07,25.0,exp3
94,95,1354,762,161,framenr_95_framevid_June16_07,25.0,exp3
95,96,1332,700,225,framenr_96_framevid_June16_07,25.0,exp3
96,97,1030,530,161,framenr_97_framevid_June16_07,25.0,exp3
97,98,1362,698,248,framenr_98_framevid_June16_07,25.0,exp3
98,99,1300,620,223,framenr_99_framevid_June16_07,25.0,exp3
99,100,1366,656,269,framenr_100_framevid_June16_07,25.0,exp3
100,101,1444,678,217,framenr_101_framevid_June16_07,25.0,exp3
101,102,1342,702,248,framenr_102_framevid_June16_07,25.0,exp3
102,103,1398,740,186,framenr_103_framevid_June16_07,25.0,exp3
103,104,1342,704,249,framenr_104_framevid_June16_07,25.0,exp3
104,105,1408,456,233,framenr_105_framevid_June16_07,25.0,exp3
105,106,1440,726,235,framenr_106_framevid_June16_07,25.0,exp3
106,107,978,450,43,framenr_107_framevid_June16_07,25.0,exp3
107,108,1114,586,226,framenr_108_framevid_June16_07,25.0,exp3
108,109,1266,552,156,framenr_109_framevid_June16_07,25.0,exp3
109,110,1172,558,247,framenr_110_framevid_June16_07,25.0,exp3
110,111,1054,642,198,framenr_111_framevid_June16_07,25.0,exp3
111,112,1062,546,158,framenr_112_framevid_June16_07,25.0,exp3
112,113,1476,394,145,framenr_113_framevid_June16_07,25.0,exp3
113,114,1432,686,242,framenr_114_framevid_June16_07,25.0,exp3
114,115,1058,550,172,framenr_115_framevid_June16_07,25.0,exp3
115,116,1000,446,44,framenr_116_framevid_June16_07,25.0,exp3
116,117,1434,432,204,framenr_117_framevid_June16_07,25.0,exp3
117,118,1384,472,269,framenr_118_framevid_June16_07,25.0,exp3
118,119,1480,558,225,framenr_119_framevid_June16_07,25.0,exp3
119,120,1422,440,216,framenr_120_framevid_June16_07,25.0,exp3
120,121,1416,438,220,framenr_121_framevid_June16_07,25.0,exp3
121,122,1440,400,181,framenr_122_framevid_June16_07,25.0,exp3
122,123,1436,424,205,framenr_123_framevid_June16_07,25.0,exp3
123,124,1438,414,195,framenr_124_framevid_June16_07,25.0,exp3
124,125,1436,404,190,framenr_125_framevid_June16_07,25.0,exp3
125,126,1392,630,266,framenr_126_framevid_June16_07,25.0,exp3
126,127,1334,758,187,framenr_127_framevid_June16_07,25.0,exp3
127,128,1296,716,245,framenr_128_framevid_June16_07,25.0,exp3
128,129,1468,422,187,framenr_129_framevid_June16_07,25.0,exp3
129,130,1018,434,47,framenr_130_framevid_June16_07,25.0,exp3
130,131,1518,758,244,framenr_131_framevid_June16_07,25.0,exp3
131,132,1312,732,216,framenr_132_framevid_June16_07,25.0,exp3
132,133,1316,738,213,framenr_133_framevid_June16_07,25.0,exp3
133,134,1122,560,201,framenr_134_framevid_June16_07,25.0,exp3
134,135,1076,558,106,framenr_135_framevid_June16_07,25.0,exp3
135,136,1430,362,103,framenr_136_framevid_June16_07,25.0,exp3
136,137,1446,694,269,framenr_137_framevid_June16_07,25.0,exp3
137,138,1096,532,156,framenr_138_framevid_June16_07,25.0,exp3
138,139,1402,750,214,framenr_139_framevid_June16_07,25.0,exp3
