,frame,x,y,r,name,sample_rate,examplenr
0,1,1042,346,246,framenr_1_framevid_June09_01,25.0,exp2
1,2,636,784,267,framenr_2_framevid_June09_01,25.0,exp2
2,3,580,444,132,framenr_3_framevid_June09_01,25.0,exp2
3,4,746,836,234,framenr_4_framevid_June09_01,25.0,exp2
4,5,642,672,266,framenr_5_framevid_June09_01,25.0,exp2
5,6,668,298,258,framenr_6_framevid_June09_01,25.0,exp2
6,7,774,920,237,framenr_7_framevid_June09_01,25.0,exp2
7,8,642,788,267,framenr_8_framevid_June09_01,25.0,exp2
8,9,674,288,242,framenr_9_framevid_June09_01,25.0,exp2
9,10,674,292,243,framenr_10_framevid_June09_01,25.0,exp2
10,11,740,378,239,framenr_11_framevid_June09_01,25.0,exp2
11,12,670,288,242,framenr_12_framevid_June09_01,25.0,exp2
12,13,674,312,265,framenr_13_framevid_June09_01,25.0,exp2
13,14,654,302,243,framenr_14_framevid_June09_01,25.0,exp2
14,15,578,430,120,framenr_15_framevid_June09_01,25.0,exp2
15,16,1022,374,222,framenr_16_framevid_June09_01,25.0,exp2
16,17,1012,450,246,framenr_17_framevid_June09_01,25.0,exp2
17,18,706,412,256,framenr_18_framevid_June09_01,25.0,exp2
18,19,984,366,201,framenr_19_framevid_June09_01,25.0,exp2
19,20,688,420,242,framenr_20_framevid_June09_01,25.0,exp2
20,21,1082,452,255,framenr_21_framevid_June09_01,25.0,exp2
21,22,1082,458,255,framenr_22_framevid_June09_01,25.0,exp2
22,23,680,440,253,framenr_23_framevid_June09_01,25.0,exp2
23,24,1034,362,267,framenr_24_framevid_June09_01,25.0,exp2
24,25,972,390,203,framenr_25_framevid_June09_01,25.0,exp2
25,26,1242,678,198,framenr_26_framevid_June09_01,25.0,exp2
26,27,952,414,174,framenr_27_framevid_June09_01,25.0,exp2
27,28,654,464,254,framenr_28_framevid_June09_01,25.0,exp2
28,29,638,470,241,framenr_29_framevid_June09_01,25.0,exp2
29,30,1010,358,266,framenr_30_framevid_June09_01,25.0,exp2
30,31,1118,498,269,framenr_31_framevid_June09_01,25.0,exp2
31,32,574,868,213,framenr_32_framevid_June09_01,25.0,exp2
32,33,1028,428,262,framenr_33_framevid_June09_01,25.0,exp2
33,34,916,404,194,framenr_34_framevid_June09_01,25.0,exp2
34,35,944,490,248,framenr_35_framevid_June09_01,25.0,exp2
35,36,876,516,263,framenr_36_framevid_June09_01,25.0,exp2
36,37,622,326,248,framenr_37_framevid_June09_01,25.0,exp2
37,38,944,582,131,framenr_38_framevid_June09_01,25.0,exp2
38,39,692,294,265,framenr_39_framevid_June09_01,25.0,exp2
39,40,1180,664,202,framenr_40_framevid_June09_01,25.0,exp2
40,41,642,638,190,framenr_41_framevid_June09_01,25.0,exp2
41,42,594,318,171,framenr_42_framevid_June09_01,25.0,exp2
42,43,576,260,269,framenr_43_framevid_June09_01,25.0,exp2
43,44,608,514,255,framenr_44_framevid_June09_01,25.0,exp2
44,45,908,620,256,framenr_45_framevid_June09_01,25.0,exp2
45,46,540,590,172,framenr_46_framevid_June09_01,25.0,exp2
46,47,932,738,257,framenr_47_framevid_June09_01,25.0,exp2
47,48,660,400,257,framenr_48_framevid_June09_01,25.0,exp2
48,49,758,492,246,framenr_49_framevid_June09_01,25.0,exp2
49,50,952,608,131,framenr_50_framevid_June09_01,25.0,exp2
50,51,586,504,237,framenr_51_framevid_June09_01,25.0,exp2
51,52,936,614,253,framenr_52_framevid_June09_01,25.0,exp2
52,53,948,650,268,framenr_53_framevid_June09_01,25.0,exp2
53,54,608,544,258,framenr_54_framevid_June09_01,25.0,exp2
54,55,960,588,138,framenr_55_framevid_June09_01,25.0,exp2
55,56,598,530,260,framenr_56_framevid_June09_01,25.0,exp2
56,57,746,508,226,framenr_57_framevid_June09_01,25.0,exp2
57,58,972,576,155,framenr_58_framevid_June09_01,25.0,exp2
58,59,1066,518,266,framenr_59_framevid_June09_01,25.0,exp2
59,60,938,590,120,framenr_60_framevid_June09_01,25.0,exp2
60,61,982,568,148,framenr_61_framevid_June09_01,25.0,exp2
61,62,982,552,179,framenr_62_framevid_June09_01,25.0,exp2
