,frame,x,y,r,name,sample_rate,examplenr
0,1,695,411,64,framenr_1_framevid_June09_02,25.0,exp3
1,2,653,337,127,framenr_2_framevid_June09_02,25.0,exp3
2,3,407,707,36,framenr_3_framevid_June09_02,25.0,exp3
3,4,669,297,145,framenr_4_framevid_June09_02,25.0,exp3
4,5,643,277,122,framenr_5_framevid_June09_02,25.0,exp3
5,6,707,357,21,framenr_6_framevid_June09_02,25.0,exp3
6,7,NA,NA,NA,framenr_7_framevid_June09_02,25.0,exp3
7,8,637,291,132,framenr_8_framevid_June09_02,25.0,exp3
8,9,NA,NA,NA,framenr_9_framevid_June09_02,25.0,exp3
9,10,NA,NA,NA,framenr_10_framevid_June09_02,25.0,exp3
10,11,799,379,30,framenr_11_framevid_June09_02,25.0,exp3
11,12,NA,NA,NA,framenr_12_framevid_June09_02,25.0,exp3
12,13,707,315,40,framenr_13_framevid_June09_02,25.0,exp3
13,14,1033,385,9,framenr_14_framevid_June09_02,25.0,exp3
14,15,699,327,21,framenr_15_framevid_June09_02,25.0,exp3
15,16,665,631,10,framenr_16_framevid_June09_02,25.0,exp3
16,17,621,595,10,framenr_17_framevid_June09_02,25.0,exp3
17,18,677,685,10,framenr_18_framevid_June09_02,25.0,exp3
18,19,775,327,15,framenr_19_framevid_June09_02,25.0,exp3
19,20,669,683,10,framenr_20_framevid_June09_02,25.0,exp3
20,21,1025,293,49,framenr_21_framevid_June09_02,25.0,exp3
21,22,773,317,17,framenr_22_framevid_June09_02,25.0,exp3
22,23,855,493,27,framenr_23_framevid_June09_02,25.0,exp3
23,24,679,347,50,framenr_24_framevid_June09_02,25.0,exp3
24,25,NA,NA,NA,framenr_25_framevid_June09_02,25.0,exp3
25,26,NA,NA,NA,framenr_26_framevid_June09_02,25.0,exp3
26,27,927,421,29,framenr_27_framevid_June09_02,25.0,exp3
27,28,NA,NA,NA,framenr_28_framevid_June09_02,25.0,exp3
28,29,NA,NA,NA,framenr_29_framevid_June09_02,25.0,exp3
29,30,NA,NA,NA,framenr_30_framevid_June09_02,25.0,exp3
30,31,973,255,22,framenr_31_framevid_June09_02,25.0,exp3
31,32,NA,NA,NA,framenr_32_framevid_June09_02,25.0,exp3
32,33,899,329,10,framenr_33_framevid_June09_02,25.0,exp3
33,34,NA,NA,NA,framenr_34_framevid_June09_02,25.0,exp3
34,35,NA,NA,NA,framenr_35_framevid_June09_02,25.0,exp3
35,36,787,241,9,framenr_36_framevid_June09_02,25.0,exp3
36,37,985,201,8,framenr_37_framevid_June09_02,25.0,exp3
37,38,823,283,19,framenr_38_framevid_June09_02,25.0,exp3
38,39,NA,NA,NA,framenr_39_framevid_June09_02,25.0,exp3
39,40,NA,NA,NA,framenr_40_framevid_June09_02,25.0,exp3
40,41,659,569,11,framenr_41_framevid_June09_02,25.0,exp3
41,42,NA,NA,NA,framenr_42_framevid_June09_02,25.0,exp3
42,43,NA,NA,NA,framenr_43_framevid_June09_02,25.0,exp3
43,44,NA,NA,NA,framenr_44_framevid_June09_02,25.0,exp3
44,45,1061,259,35,framenr_45_framevid_June09_02,25.0,exp3
45,46,623,293,89,framenr_46_framevid_June09_02,25.0,exp3
46,47,323,593,48,framenr_47_framevid_June09_02,25.0,exp3
47,48,763,311,89,framenr_48_framevid_June09_02,25.0,exp3
48,49,703,309,28,framenr_49_framevid_June09_02,25.0,exp3
49,50,NA,NA,NA,framenr_50_framevid_June09_02,25.0,exp3
50,51,815,275,78,framenr_51_framevid_June09_02,25.0,exp3
51,52,835,263,63,framenr_52_framevid_June09_02,25.0,exp3
52,53,803,437,54,framenr_53_framevid_June09_02,25.0,exp3
53,54,813,279,64,framenr_54_framevid_June09_02,25.0,exp3
54,55,791,265,10,framenr_55_framevid_June09_02,25.0,exp3
55,56,NA,NA,NA,framenr_56_framevid_June09_02,25.0,exp3
56,57,821,463,53,framenr_57_framevid_June09_02,25.0,exp3
57,58,761,337,45,framenr_58_framevid_June09_02,25.0,exp3
58,59,831,403,59,framenr_59_framevid_June09_02,25.0,exp3
59,60,753,369,18,framenr_60_framevid_June09_02,25.0,exp3
60,61,845,469,57,framenr_61_framevid_June09_02,25.0,exp3
61,62,411,471,18,framenr_62_framevid_June09_02,25.0,exp3
62,63,893,307,8,framenr_63_framevid_June09_02,25.0,exp3
63,64,815,375,37,framenr_64_framevid_June09_02,25.0,exp3
64,65,733,325,34,framenr_65_framevid_June09_02,25.0,exp3
65,66,751,365,61,framenr_66_framevid_June09_02,25.0,exp3
66,67,711,297,37,framenr_67_framevid_June09_02,25.0,exp3
67,68,NA,NA,NA,framenr_68_framevid_June09_02,25.0,exp3
68,69,713,305,41,framenr_69_framevid_June09_02,25.0,exp3
69,70,NA,NA,NA,framenr_70_framevid_June09_02,25.0,exp3
70,71,879,293,38,framenr_71_framevid_June09_02,25.0,exp3
71,72,813,263,37,framenr_72_framevid_June09_02,25.0,exp3
72,73,715,347,64,framenr_73_framevid_June09_02,25.0,exp3
73,74,737,379,49,framenr_74_framevid_June09_02,25.0,exp3
74,75,857,327,10,framenr_75_framevid_June09_02,25.0,exp3
75,76,701,351,71,framenr_76_framevid_June09_02,25.0,exp3
76,77,NA,NA,NA,framenr_77_framevid_June09_02,25.0,exp3
77,78,873,279,37,framenr_78_framevid_June09_02,25.0,exp3
78,79,873,275,36,framenr_79_framevid_June09_02,25.0,exp3
79,80,NA,NA,NA,framenr_80_framevid_June09_02,25.0,exp3
80,81,NA,NA,NA,framenr_81_framevid_June09_02,25.0,exp3
81,82,NA,NA,NA,framenr_82_framevid_June09_02,25.0,exp3
82,83,NA,NA,NA,framenr_83_framevid_June09_02,25.0,exp3
83,84,NA,NA,NA,framenr_84_framevid_June09_02,25.0,exp3
84,85,1011,587,10,framenr_85_framevid_June09_02,25.0,exp3
85,86,NA,NA,NA,framenr_86_framevid_June09_02,25.0,exp3
86,87,NA,NA,NA,framenr_87_framevid_June09_02,25.0,exp3
87,88,841,295,36,framenr_88_framevid_June09_02,25.0,exp3
88,89,693,635,86,framenr_89_framevid_June09_02,25.0,exp3
89,90,NA,NA,NA,framenr_90_framevid_June09_02,25.0,exp3
90,91,801,341,48,framenr_91_framevid_June09_02,25.0,exp3
91,92,NA,NA,NA,framenr_92_framevid_June09_02,25.0,exp3
