,frame,x,y,r,name,sample_rate,examplenr
0,1,1207,456,248,framenr_1_framevid_June12_01,25.0,exp4
1,2,1225,464,227,framenr_2_framevid_June12_01,25.0,exp4
2,3,1219,454,221,framenr_3_framevid_June12_01,25.0,exp4
3,4,1231,466,201,framenr_4_framevid_June12_01,25.0,exp4
4,5,1215,452,220,framenr_5_framevid_June12_01,25.0,exp4
5,6,1237,464,209,framenr_6_framevid_June12_01,25.0,exp4
6,7,1233,462,213,framenr_7_framevid_June12_01,25.0,exp4
7,8,1241,458,209,framenr_8_framevid_June12_01,25.0,exp4
8,9,1223,450,212,framenr_9_framevid_June12_01,25.0,exp4
9,10,1237,458,210,framenr_10_framevid_June12_01,25.0,exp4
10,11,1259,476,183,framenr_11_framevid_June12_01,25.0,exp4
11,12,1371,474,100,framenr_12_framevid_June12_01,25.0,exp4
12,13,1211,442,244,framenr_13_framevid_June12_01,25.0,exp4
13,14,1243,412,218,framenr_14_framevid_June12_01,25.0,exp4
14,15,1237,450,215,framenr_15_framevid_June12_01,25.0,exp4
15,16,1223,430,236,framenr_16_framevid_June12_01,25.0,exp4
16,17,1203,432,250,framenr_17_framevid_June12_01,25.0,exp4
17,18,1247,454,204,framenr_18_framevid_June12_01,25.0,exp4
18,19,1207,428,249,framenr_19_framevid_June12_01,25.0,exp4
19,20,1257,470,186,framenr_20_framevid_June12_01,25.0,exp4
20,21,1239,464,203,framenr_21_framevid_June12_01,25.0,exp4
21,22,1257,480,182,framenr_22_framevid_June12_01,25.0,exp4
22,23,1237,464,212,framenr_23_framevid_June12_01,25.0,exp4
23,24,1299,540,105,framenr_24_framevid_June12_01,25.0,exp4
24,25,1253,482,198,framenr_25_framevid_June12_01,25.0,exp4
25,26,1241,480,197,framenr_26_framevid_June12_01,25.0,exp4
26,27,1223,450,233,framenr_27_framevid_June12_01,25.0,exp4
27,28,1103,430,83,framenr_28_framevid_June12_01,25.0,exp4
28,29,1275,516,172,framenr_29_framevid_June12_01,25.0,exp4
29,30,1267,412,146,framenr_30_framevid_June12_01,25.0,exp4
30,31,1163,498,18,framenr_31_framevid_June12_01,25.0,exp4
31,32,1221,476,232,framenr_32_framevid_June12_01,25.0,exp4
32,33,1369,564,70,framenr_33_framevid_June12_01,25.0,exp4
33,34,1279,516,180,framenr_34_framevid_June12_01,25.0,exp4
34,35,1277,524,162,framenr_35_framevid_June12_01,25.0,exp4
35,36,1285,522,171,framenr_36_framevid_June12_01,25.0,exp4
36,37,1373,562,76,framenr_37_framevid_June12_01,25.0,exp4
37,38,1249,494,218,framenr_38_framevid_June12_01,25.0,exp4
38,39,1279,516,181,framenr_39_framevid_June12_01,25.0,exp4
39,40,1245,414,176,framenr_40_framevid_June12_01,25.0,exp4
40,41,1243,422,124,framenr_41_framevid_June12_01,25.0,exp4
41,42,1293,512,180,framenr_42_framevid_June12_01,25.0,exp4
42,43,1295,524,170,framenr_43_framevid_June12_01,25.0,exp4
43,44,1245,456,249,framenr_44_framevid_June12_01,25.0,exp4
44,45,1273,508,184,framenr_45_framevid_June12_01,25.0,exp4
45,46,1245,582,156,framenr_46_framevid_June12_01,25.0,exp4
