,frame,x,y,r,name,sample_rate,examplenr
0,1,1300,512,236,framenr_1_framevid_June16_07,25.0,exp1
1,2,1424,706,241,framenr_2_framevid_June16_07,25.0,exp1
2,3,1330,704,236,framenr_3_framevid_June16_07,25.0,exp1
3,4,1420,602,253,framenr_4_framevid_June16_07,25.0,exp1
4,5,1388,596,256,framenr_5_framevid_June16_07,25.0,exp1
5,6,1374,688,245,framenr_6_framevid_June16_07,25.0,exp1
6,7,1462,556,211,framenr_7_framevid_June16_07,25.0,exp1
7,8,1416,610,267,framenr_8_framevid_June16_07,25.0,exp1
8,9,1446,530,231,framenr_9_framevid_June16_07,25.0,exp1
9,10,1398,496,220,framenr_10_framevid_June16_07,25.0,exp1
10,11,1408,516,225,framenr_11_framevid_June16_07,25.0,exp1
11,12,1474,706,223,framenr_12_framevid_June16_07,25.0,exp1
12,13,1420,574,235,framenr_13_framevid_June16_07,25.0,exp1
13,14,1336,482,228,framenr_14_framevid_June16_07,25.0,exp1
14,15,1462,694,221,framenr_15_framevid_June16_07,25.0,exp1
15,16,1522,686,257,framenr_16_framevid_June16_07,25.0,exp1
16,17,1444,584,241,framenr_17_framevid_June16_07,25.0,exp1
17,18,1356,664,129,framenr_18_framevid_June16_07,25.0,exp1
18,19,1462,544,253,framenr_19_framevid_June16_07,25.0,exp1
19,20,1450,608,236,framenr_20_framevid_June16_07,25.0,exp1
20,21,1112,474,190,framenr_21_framevid_June16_07,25.0,exp1
21,22,1112,422,247,framenr_22_framevid_June16_07,25.0,exp1
22,23,1106,466,213,framenr_23_framevid_June16_07,25.0,exp1
23,24,1090,434,256,framenr_24_framevid_June16_07,25.0,exp1
24,25,1094,500,200,framenr_25_framevid_June16_07,25.0,exp1
25,26,1086,498,207,framenr_26_framevid_June16_07,25.0,exp1
26,27,1050,528,168,framenr_27_framevid_June16_07,25.0,exp1
27,28,1080,516,206,framenr_28_framevid_June16_07,25.0,exp1
28,29,1420,656,257,framenr_29_framevid_June16_07,25.0,exp1
29,30,1376,638,265,framenr_30_framevid_June16_07,25.0,exp1
30,31,1068,530,213,framenr_31_framevid_June16_07,25.0,exp1
31,32,1060,512,236,framenr_32_framevid_June16_07,25.0,exp1
32,33,1376,638,261,framenr_33_framevid_June16_07,25.0,exp1
33,34,1074,548,200,framenr_34_framevid_June16_07,25.0,exp1
34,35,1066,516,232,framenr_35_framevid_June16_07,25.0,exp1
35,36,1076,522,237,framenr_36_framevid_June16_07,25.0,exp1
36,37,1076,536,210,framenr_37_framevid_June16_07,25.0,exp1
37,38,1056,494,255,framenr_38_framevid_June16_07,25.0,exp1
38,39,1066,516,230,framenr_39_framevid_June16_07,25.0,exp1
39,40,1068,524,221,framenr_40_framevid_June16_07,25.0,exp1
40,41,1056,498,248,framenr_41_framevid_June16_07,25.0,exp1
41,42,1076,564,180,framenr_42_framevid_June16_07,25.0,exp1
42,43,1066,550,196,framenr_43_framevid_June16_07,25.0,exp1
43,44,1052,506,243,framenr_44_framevid_June16_07,25.0,exp1
44,45,1042,498,253,framenr_45_framevid_June16_07,25.0,exp1
45,46,1070,564,192,framenr_46_framevid_June16_07,25.0,exp1
46,47,1192,550,251,framenr_47_framevid_June16_07,25.0,exp1
47,48,1048,496,261,framenr_48_framevid_June16_07,25.0,exp1
48,49,1072,570,183,framenr_49_framevid_June16_07,25.0,exp1
49,50,1064,542,213,framenr_50_framevid_June16_07,25.0,exp1
50,51,1058,528,226,framenr_51_framevid_June16_07,25.0,exp1
51,52,1068,552,198,framenr_52_framevid_June16_07,25.0,exp1
52,53,1068,552,196,framenr_53_framevid_June16_07,25.0,exp1
53,54,1360,726,225,framenr_54_framevid_June16_07,25.0,exp1
54,55,1442,700,242,framenr_55_framevid_June16_07,25.0,exp1
55,56,1280,578,193,framenr_56_framevid_June16_07,25.0,exp1
56,57,1432,680,257,framenr_57_framevid_June16_07,25.0,exp1
57,58,1390,748,218,framenr_58_framevid_June16_07,25.0,exp1
58,59,1440,706,235,framenr_59_framevid_June16_07,25.0,exp1
59,60,1380,622,228,framenr_60_framevid_June16_07,25.0,exp1
60,61,1452,712,221,framenr_61_framevid_June16_07,25.0,exp1
61,62,1434,700,244,framenr_62_framevid_June16_07,25.0,exp1
62,63,1428,616,200,framenr_63_framevid_June16_07,25.0,exp1
63,64,1432,702,239,framenr_64_framevid_June16_07,25.0,exp1
64,65,1104,880,258,framenr_65_framevid_June16_07,25.0,exp1
65,66,1072,768,147,framenr_66_framevid_June16_07,25.0,exp1
66,67,1104,492,216,framenr_67_framevid_June16_07,25.0,exp1
67,68,1428,600,267,framenr_68_framevid_June16_07,25.0,exp1
68,69,1424,706,253,framenr_69_framevid_June16_07,25.0,exp1
69,70,1450,690,220,framenr_70_framevid_June16_07,25.0,exp1
70,71,1462,678,225,framenr_71_framevid_June16_07,25.0,exp1
71,72,1402,674,253,framenr_72_framevid_June16_07,25.0,exp1
72,73,1440,684,225,framenr_73_framevid_June16_07,25.0,exp1
73,74,1386,414,225,framenr_74_framevid_June16_07,25.0,exp1
74,75,1096,524,168,framenr_75_framevid_June16_07,25.0,exp1
75,76,1428,688,243,framenr_76_framevid_June16_07,25.0,exp1
76,77,1078,474,223,framenr_77_framevid_June16_07,25.0,exp1
77,78,1388,576,258,framenr_78_framevid_June16_07,25.0,exp1
78,79,1074,486,220,framenr_79_framevid_June16_07,25.0,exp1
79,80,1094,516,202,framenr_80_framevid_June16_07,25.0,exp1
80,81,1082,510,199,framenr_81_framevid_June16_07,25.0,exp1
81,82,1086,508,201,framenr_82_framevid_June16_07,25.0,exp1
82,83,1088,512,197,framenr_83_framevid_June16_07,25.0,exp1
83,84,1392,452,214,framenr_84_framevid_June16_07,25.0,exp1
84,85,1362,584,261,framenr_85_framevid_June16_07,25.0,exp1
85,86,1466,732,263,framenr_86_framevid_June16_07,25.0,exp1
86,87,1406,676,263,framenr_87_framevid_June16_07,25.0,exp1
87,88,1428,726,223,framenr_88_framevid_June16_07,25.0,exp1
88,89,1446,680,258,framenr_89_framevid_June16_07,25.0,exp1
89,90,1426,706,258,framenr_90_framevid_June16_07,25.0,exp1
90,91,1402,702,251,framenr_91_framevid_June16_07,25.0,exp1
91,92,1064,474,205,framenr_92_framevid_June16_07,25.0,exp1
92,93,1060,468,211,framenr_93_framevid_June16_07,25.0,exp1
93,94,1400,642,234,framenr_94_framevid_June16_07,25.0,exp1
94,95,1296,520,145,framenr_95_framevid_June16_07,25.0,exp1
95,96,1374,696,179,framenr_96_framevid_June16_07,25.0,exp1
96,97,1410,646,231,framenr_97_framevid_June16_07,25.0,exp1
97,98,1454,672,218,framenr_98_framevid_June16_07,25.0,exp1
98,99,1434,618,229,framenr_99_framevid_June16_07,25.0,exp1
99,100,1062,474,198,framenr_100_framevid_June16_07,25.0,exp1
100,101,1082,448,216,framenr_101_framevid_June16_07,25.0,exp1
101,102,1434,696,254,framenr_102_framevid_June16_07,25.0,exp1
102,103,1420,646,238,framenr_103_framevid_June16_07,25.0,exp1
103,104,1138,820,235,framenr_104_framevid_June16_07,25.0,exp1
104,105,1468,440,196,framenr_105_framevid_June16_07,25.0,exp1
105,106,1468,632,240,framenr_106_framevid_June16_07,25.0,exp1
106,107,1446,692,203,framenr_107_framevid_June16_07,25.0,exp1
107,108,1436,690,229,framenr_108_framevid_June16_07,25.0,exp1
108,109,1166,714,230,framenr_109_framevid_June16_07,25.0,exp1
109,110,1496,764,191,framenr_110_framevid_June16_07,25.0,exp1
110,111,1420,676,224,framenr_111_framevid_June16_07,25.0,exp1
111,112,1414,636,241,framenr_112_framevid_June16_07,25.0,exp1
112,113,1416,692,261,framenr_113_framevid_June16_07,25.0,exp1
113,114,1044,472,194,framenr_114_framevid_June16_07,25.0,exp1
114,115,1378,620,246,framenr_115_framevid_June16_07,25.0,exp1
115,116,1072,480,203,framenr_116_framevid_June16_07,25.0,exp1
116,117,1062,474,202,framenr_117_framevid_June16_07,25.0,exp1
117,118,1448,730,238,framenr_118_framevid_June16_07,25.0,exp1
118,119,1460,692,225,framenr_119_framevid_June16_07,25.0,exp1
119,120,1376,688,181,framenr_120_framevid_June16_07,25.0,exp1
120,121,1070,494,194,framenr_121_framevid_June16_07,25.0,exp1
121,122,1442,716,243,framenr_122_framevid_June16_07,25.0,exp1
122,123,1420,612,246,framenr_123_framevid_June16_07,25.0,exp1
123,124,1432,608,246,framenr_124_framevid_June16_07,25.0,exp1
124,125,1420,614,245,framenr_125_framevid_June16_07,25.0,exp1
125,126,1158,604,251,framenr_126_framevid_June16_07,25.0,exp1
126,127,1146,594,263,framenr_127_framevid_June16_07,25.0,exp1
127,128,1070,510,170,framenr_128_framevid_June16_07,25.0,exp1
128,129,1430,612,247,framenr_129_framevid_June16_07,25.0,exp1
129,130,1418,612,247,framenr_130_framevid_June16_07,25.0,exp1
130,131,1068,528,148,framenr_131_framevid_June16_07,25.0,exp1
131,132,1064,524,161,framenr_132_framevid_June16_07,25.0,exp1
132,133,1068,512,180,framenr_133_framevid_June16_07,25.0,exp1
133,134,1400,660,213,framenr_134_framevid_June16_07,25.0,exp1
134,135,1060,478,191,framenr_135_framevid_June16_07,25.0,exp1
135,136,1074,530,138,framenr_136_framevid_June16_07,25.0,exp1
136,137,1434,616,250,framenr_137_framevid_June16_07,25.0,exp1
137,138,1438,702,255,framenr_138_framevid_June16_07,25.0,exp1
138,139,1390,628,269,framenr_139_framevid_June16_07,25.0,exp1
139,140,1438,692,251,framenr_140_framevid_June16_07,25.0,exp1
140,141,1428,620,264,framenr_141_framevid_June16_07,25.0,exp1
141,142,1462,696,241,framenr_142_framevid_June16_07,25.0,exp1
142,143,1316,600,218,framenr_143_framevid_June16_07,25.0,exp1
143,144,1278,682,267,framenr_144_framevid_June16_07,25.0,exp1
144,145,1456,652,229,framenr_145_framevid_June16_07,25.0,exp1
