,frame,x,y,r,name,sample_rate,examplenr
0,1,496,516,261,framenr_1_framevid_June09_03,25.0,exp2
1,2,262,570,203,framenr_2_framevid_June09_03,25.0,exp2
2,3,262,544,180,framenr_3_framevid_June09_03,25.0,exp2
3,4,648,290,185,framenr_4_framevid_June09_03,25.0,exp2
4,5,652,336,195,framenr_5_framevid_June09_03,25.0,exp2
5,6,230,346,122,framenr_6_framevid_June09_03,25.0,exp2
6,7,692,304,194,framenr_7_framevid_June09_03,25.0,exp2
7,8,720,290,194,framenr_8_framevid_June09_03,25.0,exp2
8,9,822,252,128,framenr_9_framevid_June09_03,25.0,exp2
9,10,864,244,128,framenr_10_framevid_June09_03,25.0,exp2
10,11,270,728,187,framenr_11_framevid_June09_03,25.0,exp2
11,12,444,332,234,framenr_12_framevid_June09_03,25.0,exp2
12,13,460,382,266,framenr_13_framevid_June09_03,25.0,exp2
13,14,504,456,266,framenr_14_framevid_June09_03,25.0,exp2
14,15,566,506,236,framenr_15_framevid_June09_03,25.0,exp2
15,16,596,530,231,framenr_16_framevid_June09_03,25.0,exp2
16,17,752,490,236,framenr_17_framevid_June09_03,25.0,exp2
17,18,748,542,202,framenr_18_framevid_June09_03,25.0,exp2
18,19,794,598,180,framenr_19_framevid_June09_03,25.0,exp2
19,20,780,612,220,framenr_20_framevid_June09_03,25.0,exp2
20,21,842,646,174,framenr_21_framevid_June09_03,25.0,exp2
21,22,866,656,181,framenr_22_framevid_June09_03,25.0,exp2
22,23,846,656,247,framenr_23_framevid_June09_03,25.0,exp2
23,24,868,664,250,framenr_24_framevid_June09_03,25.0,exp2
24,25,902,666,234,framenr_25_framevid_June09_03,25.0,exp2
25,26,926,660,219,framenr_26_framevid_June09_03,25.0,exp2
26,27,948,662,209,framenr_27_framevid_June09_03,25.0,exp2
27,28,144,798,114,framenr_28_framevid_June09_03,25.0,exp2
28,29,1018,468,214,framenr_29_framevid_June09_03,25.0,exp2
29,30,990,676,175,framenr_30_framevid_June09_03,25.0,exp2
30,31,1022,696,160,framenr_31_framevid_June09_03,25.0,exp2
31,32,1010,678,162,framenr_32_framevid_June09_03,25.0,exp2
32,33,258,674,262,framenr_33_framevid_June09_03,25.0,exp2
33,34,396,418,204,framenr_34_framevid_June09_03,25.0,exp2
34,35,144,776,102,framenr_35_framevid_June09_03,25.0,exp2
35,36,142,768,102,framenr_36_framevid_June09_03,25.0,exp2
36,37,774,962,151,framenr_37_framevid_June09_03,25.0,exp2
37,38,460,748,266,framenr_38_framevid_June09_03,25.0,exp2
38,39,438,708,243,framenr_39_framevid_June09_03,25.0,exp2
39,40,432,738,267,framenr_40_framevid_June09_03,25.0,exp2
40,41,686,944,148,framenr_41_framevid_June09_03,25.0,exp2
41,42,384,692,239,framenr_42_framevid_June09_03,25.0,exp2
42,43,982,632,166,framenr_43_framevid_June09_03,25.0,exp2
43,44,938,606,210,framenr_44_framevid_June09_03,25.0,exp2
44,45,362,380,223,framenr_45_framevid_June09_03,25.0,exp2
45,46,336,372,232,framenr_46_framevid_June09_03,25.0,exp2
46,47,730,544,192,framenr_47_framevid_June09_03,25.0,exp2
47,48,610,520,219,framenr_48_framevid_June09_03,25.0,exp2
48,49,518,496,226,framenr_49_framevid_June09_03,25.0,exp2
49,50,466,472,208,framenr_50_framevid_June09_03,25.0,exp2
50,51,530,368,265,framenr_51_framevid_June09_03,25.0,exp2
51,52,364,448,233,framenr_52_framevid_June09_03,25.0,exp2
52,53,182,514,267,framenr_53_framevid_June09_03,25.0,exp2
53,54,304,430,257,framenr_54_framevid_June09_03,25.0,exp2
54,55,306,448,254,framenr_55_framevid_June09_03,25.0,exp2
55,56,326,526,235,framenr_56_framevid_June09_03,25.0,exp2
56,57,364,570,187,framenr_57_framevid_June09_03,25.0,exp2
57,58,262,580,263,framenr_58_framevid_June09_03,25.0,exp2
58,59,250,678,224,framenr_59_framevid_June09_03,25.0,exp2
59,60,270,674,245,framenr_60_framevid_June09_03,25.0,exp2
