,frame,x,y,r,namefr,sample_rate
495,496,900,638,186,framenr_496_framevid_example8,50.0
496,497,876,654,166,framenr_497_framevid_example8,50.0
497,498,872,654,168,framenr_498_framevid_example8,50.0
498,499,858,664,179,framenr_499_framevid_example8,50.0
499,500,858,670,170,framenr_500_framevid_example8,50.0
500,501,836,678,167,framenr_501_framevid_example8,50.0
501,502,832,688,185,framenr_502_framevid_example8,50.0
502,503,828,690,177,framenr_503_framevid_example8,50.0
503,504,812,708,168,framenr_504_framevid_example8,50.0
504,505,792,710,176,framenr_505_framevid_example8,50.0
505,506,796,704,193,framenr_506_framevid_example8,50.0
506,507,772,736,163,framenr_507_framevid_example8,50.0
507,508,766,738,162,framenr_508_framevid_example8,50.0
508,509,760,746,155,framenr_509_framevid_example8,50.0
509,510,764,738,165,framenr_510_framevid_example8,50.0
510,511,788,716,184,framenr_511_framevid_example8,50.0
511,512,768,734,171,framenr_512_framevid_example8,50.0
512,513,776,736,162,framenr_513_framevid_example8,50.0
513,514,778,738,158,framenr_514_framevid_example8,50.0
514,515,778,732,163,framenr_515_framevid_example8,50.0
515,516,776,732,160,framenr_516_framevid_example8,50.0
516,517,768,742,149,framenr_517_framevid_example8,50.0
517,518,770,738,166,framenr_518_framevid_example8,50.0
518,519,770,752,155,framenr_519_framevid_example8,50.0
519,520,782,740,158,framenr_520_framevid_example8,50.0
520,521,784,746,155,framenr_521_framevid_example8,50.0
521,522,776,756,143,framenr_522_framevid_example8,50.0
522,523,684,570,221,framenr_523_framevid_example8,50.0
523,524,784,752,152,framenr_524_framevid_example8,50.0
524,525,782,752,152,framenr_525_framevid_example8,50.0
525,526,774,758,158,framenr_526_framevid_example8,50.0
526,527,784,756,152,framenr_527_framevid_example8,50.0
527,528,774,760,157,framenr_528_framevid_example8,50.0
528,529,774,762,142,framenr_529_framevid_example8,50.0
529,530,792,742,171,framenr_530_framevid_example8,50.0
530,531,774,758,149,framenr_531_framevid_example8,50.0
531,532,772,758,149,framenr_532_framevid_example8,50.0
532,533,780,740,171,framenr_533_framevid_example8,50.0
533,534,744,780,136,framenr_534_framevid_example8,50.0
534,535,746,774,131,framenr_535_framevid_example8,50.0
535,536,766,756,160,framenr_536_framevid_example8,50.0
536,537,764,752,163,framenr_537_framevid_example8,50.0
537,538,702,592,260,framenr_538_framevid_example8,50.0
538,539,762,746,166,framenr_539_framevid_example8,50.0
539,540,760,748,165,framenr_540_framevid_example8,50.0
540,541,760,750,161,framenr_541_framevid_example8,50.0
541,542,744,740,178,framenr_542_framevid_example8,50.0
542,543,742,760,148,framenr_543_framevid_example8,50.0
543,544,736,772,134,framenr_544_framevid_example8,50.0
544,545,756,750,162,framenr_545_framevid_example8,50.0
545,546,754,752,160,framenr_546_framevid_example8,50.0
546,547,742,738,179,framenr_547_framevid_example8,50.0
547,548,756,750,162,framenr_548_framevid_example8,50.0
548,549,756,752,161,framenr_549_framevid_example8,50.0
549,550,758,748,163,framenr_550_framevid_example8,50.0
550,551,756,752,162,framenr_551_framevid_example8,50.0
551,552,706,598,222,framenr_552_framevid_example8,50.0
552,553,762,744,165,framenr_553_framevid_example8,50.0
553,554,764,750,159,framenr_554_framevid_example8,50.0
554,555,686,594,204,framenr_555_framevid_example8,50.0
555,556,702,604,256,framenr_556_framevid_example8,50.0
556,557,766,750,156,framenr_557_framevid_example8,50.0
557,558,770,744,160,framenr_558_framevid_example8,50.0
558,559,774,742,163,framenr_559_framevid_example8,50.0
559,560,758,736,170,framenr_560_framevid_example8,50.0
560,561,770,738,161,framenr_561_framevid_example8,50.0
561,562,758,756,139,framenr_562_framevid_example8,50.0
562,563,758,752,141,framenr_563_framevid_example8,50.0
563,564,746,766,123,framenr_564_framevid_example8,50.0
564,565,770,746,153,framenr_565_framevid_example8,50.0
565,566,746,768,137,framenr_566_framevid_example8,50.0
566,567,700,588,263,framenr_567_framevid_example8,50.0
567,568,756,756,138,framenr_568_framevid_example8,50.0
568,569,756,756,138,framenr_569_framevid_example8,50.0
569,570,756,758,150,framenr_570_framevid_example8,50.0
570,571,766,746,150,framenr_571_framevid_example8,50.0
571,572,616,652,76,framenr_572_framevid_example8,50.0
572,573,754,754,136,framenr_573_framevid_example8,50.0
573,574,754,760,131,framenr_574_framevid_example8,50.0
574,575,704,590,263,framenr_575_framevid_example8,50.0
575,576,704,600,257,framenr_576_framevid_example8,50.0
576,577,744,766,133,framenr_577_framevid_example8,50.0
577,578,770,742,152,framenr_578_framevid_example8,50.0
578,579,770,742,150,framenr_579_framevid_example8,50.0
579,580,758,754,148,framenr_580_framevid_example8,50.0
580,581,796,768,110,framenr_581_framevid_example8,50.0
581,582,768,736,151,framenr_582_framevid_example8,50.0
582,583,698,592,209,framenr_583_framevid_example8,50.0
583,584,754,742,136,framenr_584_framevid_example8,50.0
584,585,766,734,151,framenr_585_framevid_example8,50.0
585,586,754,744,135,framenr_586_framevid_example8,50.0
586,587,752,738,152,framenr_587_framevid_example8,50.0
587,588,774,744,139,framenr_588_framevid_example8,50.0
588,589,766,746,140,framenr_589_framevid_example8,50.0
589,590,770,722,158,framenr_590_framevid_example8,50.0
590,591,760,740,151,framenr_591_framevid_example8,50.0
591,592,702,588,208,framenr_592_framevid_example8,50.0
592,593,768,726,150,framenr_593_framevid_example8,50.0
593,594,772,724,153,framenr_594_framevid_example8,50.0
594,595,762,734,137,framenr_595_framevid_example8,50.0
595,596,606,622,86,framenr_596_framevid_example8,50.0
596,597,812,778,86,framenr_597_framevid_example8,50.0
597,598,622,632,67,framenr_598_framevid_example8,50.0
598,599,608,624,83,framenr_599_framevid_example8,50.0
599,600,620,624,73,framenr_600_framevid_example8,50.0
600,601,550,470,39,framenr_601_framevid_example8,50.0
601,602,614,602,85,framenr_602_framevid_example8,50.0
602,603,620,598,81,framenr_603_framevid_example8,50.0
603,604,810,752,95,framenr_604_framevid_example8,50.0
604,605,618,592,84,framenr_605_framevid_example8,50.0
605,606,762,714,134,framenr_606_framevid_example8,50.0
606,607,630,594,72,framenr_607_framevid_example8,50.0
607,608,628,594,74,framenr_608_framevid_example8,50.0
608,609,760,720,125,framenr_609_framevid_example8,50.0
609,610,626,596,75,framenr_610_framevid_example8,50.0
610,611,628,590,78,framenr_611_framevid_example8,50.0
611,612,1342,402,170,framenr_612_framevid_example8,50.0
612,613,628,590,78,framenr_613_framevid_example8,50.0
613,614,640,592,87,framenr_614_framevid_example8,50.0
614,615,632,592,75,framenr_615_framevid_example8,50.0
615,616,630,584,77,framenr_616_framevid_example8,50.0
616,617,762,716,121,framenr_617_framevid_example8,50.0
617,618,756,718,128,framenr_618_framevid_example8,50.0
618,619,632,590,75,framenr_619_framevid_example8,50.0
619,620,626,550,74,framenr_620_framevid_example8,50.0
620,621,632,584,76,framenr_621_framevid_example8,50.0
621,622,1340,464,218,framenr_622_framevid_example8,50.0
622,623,656,576,100,framenr_623_framevid_example8,50.0
623,624,634,580,79,framenr_624_framevid_example8,50.0
624,625,644,580,88,framenr_625_framevid_example8,50.0
625,626,632,572,78,framenr_626_framevid_example8,50.0
626,627,634,580,80,framenr_627_framevid_example8,50.0
627,628,764,712,119,framenr_628_framevid_example8,50.0
628,629,632,578,78,framenr_629_framevid_example8,50.0
629,630,798,746,90,framenr_630_framevid_example8,50.0
630,631,634,580,80,framenr_631_framevid_example8,50.0
631,632,634,580,79,framenr_632_framevid_example8,50.0
632,633,758,564,259,framenr_633_framevid_example8,50.0
633,634,634,578,79,framenr_634_framevid_example8,50.0
634,635,634,580,78,framenr_635_framevid_example8,50.0
635,636,634,578,78,framenr_636_framevid_example8,50.0
636,637,634,580,78,framenr_637_framevid_example8,50.0
637,638,634,580,78,framenr_638_framevid_example8,50.0
638,639,636,578,79,framenr_639_framevid_example8,50.0
639,640,638,578,80,framenr_640_framevid_example8,50.0
640,641,646,580,86,framenr_641_framevid_example8,50.0
641,642,642,574,80,framenr_642_framevid_example8,50.0
642,643,642,562,92,framenr_643_framevid_example8,50.0
643,644,630,564,84,framenr_644_framevid_example8,50.0
644,645,618,554,69,framenr_645_framevid_example8,50.0
645,646,646,576,87,framenr_646_framevid_example8,50.0
646,647,636,574,77,framenr_647_framevid_example8,50.0
647,648,646,572,86,framenr_648_framevid_example8,50.0
648,649,646,572,86,framenr_649_framevid_example8,50.0
649,650,622,564,61,framenr_650_framevid_example8,50.0
650,651,640,570,82,framenr_651_framevid_example8,50.0
651,652,1460,306,88,framenr_652_framevid_example8,50.0
652,653,634,562,77,framenr_653_framevid_example8,50.0
653,654,650,562,92,framenr_654_framevid_example8,50.0
654,655,618,560,67,framenr_655_framevid_example8,50.0
655,656,660,560,60,framenr_656_framevid_example8,50.0
656,657,600,558,48,framenr_657_framevid_example8,50.0
657,658,664,560,44,framenr_658_framevid_example8,50.0
658,659,670,556,37,framenr_659_framevid_example8,50.0
659,660,1406,462,90,framenr_660_framevid_example8,50.0
660,661,666,538,44,framenr_661_framevid_example8,50.0
661,662,602,482,79,framenr_662_framevid_example8,50.0
662,663,762,570,247,framenr_663_framevid_example8,50.0
663,664,1314,438,137,framenr_664_framevid_example8,50.0
664,665,1338,420,132,framenr_665_framevid_example8,50.0
665,666,628,354,24,framenr_666_framevid_example8,50.0
666,667,624,482,64,framenr_667_framevid_example8,50.0
667,668,608,478,78,framenr_668_framevid_example8,50.0
668,669,626,476,100,framenr_669_framevid_example8,50.0
669,670,1306,456,185,framenr_670_framevid_example8,50.0
670,671,780,522,200,framenr_671_framevid_example8,50.0
671,672,788,522,127,framenr_672_framevid_example8,50.0
672,673,780,514,197,framenr_673_framevid_example8,50.0
673,674,1560,282,147,framenr_674_framevid_example8,50.0
674,675,792,572,76,framenr_675_framevid_example8,50.0
675,676,604,480,94,framenr_676_framevid_example8,50.0
676,677,630,476,75,framenr_677_framevid_example8,50.0
677,678,656,514,83,framenr_678_framevid_example8,50.0
678,679,672,528,86,framenr_679_framevid_example8,50.0
679,680,718,530,117,framenr_680_framevid_example8,50.0
680,681,690,566,105,framenr_681_framevid_example8,50.0
681,682,730,578,89,framenr_682_framevid_example8,50.0
682,683,746,610,95,framenr_683_framevid_example8,50.0
683,684,762,618,85,framenr_684_framevid_example8,50.0
684,685,766,648,68,framenr_685_framevid_example8,50.0
685,686,786,654,78,framenr_686_framevid_example8,50.0
686,687,828,600,108,framenr_687_framevid_example8,50.0
687,688,1342,426,141,framenr_688_framevid_example8,50.0
688,689,804,686,66,framenr_689_framevid_example8,50.0
689,690,854,714,112,framenr_690_framevid_example8,50.0
690,691,826,702,72,framenr_691_framevid_example8,50.0
691,692,826,708,68,framenr_692_framevid_example8,50.0
692,693,824,716,65,framenr_693_framevid_example8,50.0
693,694,826,722,63,framenr_694_framevid_example8,50.0
694,695,838,726,69,framenr_695_framevid_example8,50.0
695,696,840,736,70,framenr_696_framevid_example8,50.0
696,697,840,738,66,framenr_697_framevid_example8,50.0
697,698,844,742,66,framenr_698_framevid_example8,50.0
698,699,698,608,234,framenr_699_framevid_example8,50.0
699,700,858,628,226,framenr_700_framevid_example8,50.0
700,701,962,544,116,framenr_701_framevid_example8,50.0
701,702,850,742,67,framenr_702_framevid_example8,50.0
702,703,844,742,60,framenr_703_framevid_example8,50.0
703,704,858,754,57,framenr_704_framevid_example8,50.0
704,705,856,744,62,framenr_705_framevid_example8,50.0
705,706,860,744,62,framenr_706_framevid_example8,50.0
706,707,860,746,59,framenr_707_framevid_example8,50.0
707,708,688,620,216,framenr_708_framevid_example8,50.0
708,709,712,602,247,framenr_709_framevid_example8,50.0
709,710,850,532,102,framenr_710_framevid_example8,50.0
710,711,990,642,198,framenr_711_framevid_example8,50.0
711,712,950,686,136,framenr_712_framevid_example8,50.0
712,713,716,614,243,framenr_713_framevid_example8,50.0
713,714,934,660,243,framenr_714_framevid_example8,50.0
714,715,940,660,247,framenr_715_framevid_example8,50.0
715,716,1328,466,203,framenr_716_framevid_example8,50.0
716,717,902,608,185,framenr_717_framevid_example8,50.0
717,718,916,550,139,framenr_718_framevid_example8,50.0
718,719,896,606,202,framenr_719_framevid_example8,50.0
719,720,924,544,134,framenr_720_framevid_example8,50.0
720,721,942,654,237,framenr_721_framevid_example8,50.0
721,722,906,540,116,framenr_722_framevid_example8,50.0
722,723,916,630,200,framenr_723_framevid_example8,50.0
723,724,934,554,143,framenr_724_framevid_example8,50.0
724,725,1324,458,194,framenr_725_framevid_example8,50.0
725,726,910,768,63,framenr_726_framevid_example8,50.0
726,727,960,556,143,framenr_727_framevid_example8,50.0
727,728,904,594,190,framenr_728_framevid_example8,50.0
728,729,950,562,152,framenr_729_framevid_example8,50.0
729,730,892,586,179,framenr_730_framevid_example8,50.0
730,731,966,714,127,framenr_731_framevid_example8,50.0
731,732,952,548,139,framenr_732_framevid_example8,50.0
732,733,894,588,182,framenr_733_framevid_example8,50.0
733,734,878,566,84,framenr_734_framevid_example8,50.0
734,735,722,598,253,framenr_735_framevid_example8,50.0
735,736,980,650,198,framenr_736_framevid_example8,50.0
736,737,892,596,190,framenr_737_framevid_example8,50.0
737,738,924,564,168,framenr_738_framevid_example8,50.0
738,739,892,592,185,framenr_739_framevid_example8,50.0
739,740,888,594,186,framenr_740_framevid_example8,50.0
740,741,884,582,172,framenr_741_framevid_example8,50.0
741,742,944,542,136,framenr_742_framevid_example8,50.0
742,743,934,662,163,framenr_743_framevid_example8,50.0
743,744,1564,260,181,framenr_744_framevid_example8,50.0
744,745,894,570,164,framenr_745_framevid_example8,50.0
745,746,952,566,128,framenr_746_framevid_example8,50.0
746,747,1566,262,177,framenr_747_framevid_example8,50.0
747,748,942,568,139,framenr_748_framevid_example8,50.0
748,749,968,538,121,framenr_749_framevid_example8,50.0
749,750,896,590,188,framenr_750_framevid_example8,50.0
750,751,902,552,106,framenr_751_framevid_example8,50.0
751,752,930,634,205,framenr_752_framevid_example8,50.0
752,753,950,558,129,framenr_753_framevid_example8,50.0
753,754,890,574,170,framenr_754_framevid_example8,50.0
754,755,952,560,146,framenr_755_framevid_example8,50.0
755,756,884,580,177,framenr_756_framevid_example8,50.0
756,757,932,568,166,framenr_757_framevid_example8,50.0
757,758,884,578,176,framenr_758_framevid_example8,50.0
758,759,946,560,151,framenr_759_framevid_example8,50.0
759,760,894,556,98,framenr_760_framevid_example8,50.0
760,761,956,724,109,framenr_761_framevid_example8,50.0
761,762,942,570,180,framenr_762_framevid_example8,50.0
762,763,954,542,133,framenr_763_framevid_example8,50.0
763,764,896,560,97,framenr_764_framevid_example8,50.0
764,765,884,594,192,framenr_765_framevid_example8,50.0
765,766,890,604,206,framenr_766_framevid_example8,50.0
766,767,892,580,184,framenr_767_framevid_example8,50.0
767,768,894,578,185,framenr_768_framevid_example8,50.0
768,769,886,554,161,framenr_769_framevid_example8,50.0
769,770,888,564,79,framenr_770_framevid_example8,50.0
770,771,898,558,86,framenr_771_framevid_example8,50.0
771,772,960,540,135,framenr_772_framevid_example8,50.0
772,773,1326,434,200,framenr_773_framevid_example8,50.0
773,774,924,540,104,framenr_774_framevid_example8,50.0
774,775,930,538,102,framenr_775_framevid_example8,50.0
775,776,1300,428,180,framenr_776_framevid_example8,50.0
776,777,950,760,61,framenr_777_framevid_example8,50.0
777,778,944,596,64,framenr_778_framevid_example8,50.0
778,779,948,558,163,framenr_779_framevid_example8,50.0
779,780,974,750,62,framenr_780_framevid_example8,50.0
780,781,984,746,61,framenr_781_framevid_example8,50.0
781,782,1568,242,175,framenr_782_framevid_example8,50.0
782,783,1000,738,62,framenr_783_framevid_example8,50.0
783,784,1024,736,73,framenr_784_framevid_example8,50.0
784,785,998,504,85,framenr_785_framevid_example8,50.0
785,786,1324,434,202,framenr_786_framevid_example8,50.0
786,787,1326,418,151,framenr_787_framevid_example8,50.0
787,788,944,622,255,framenr_788_framevid_example8,50.0
788,789,1038,712,56,framenr_789_framevid_example8,50.0
789,790,1060,692,59,framenr_790_framevid_example8,50.0
790,791,1324,362,209,framenr_791_framevid_example8,50.0
791,792,1324,434,204,framenr_792_framevid_example8,50.0
792,793,1070,692,60,framenr_793_framevid_example8,50.0
793,794,1096,688,81,framenr_794_framevid_example8,50.0
794,795,1050,446,86,framenr_795_framevid_example8,50.0
795,796,1108,688,88,framenr_796_framevid_example8,50.0
796,797,1338,424,169,framenr_797_framevid_example8,50.0
797,798,1326,428,204,framenr_798_framevid_example8,50.0
798,799,1334,376,135,framenr_799_framevid_example8,50.0
799,800,1180,678,229,framenr_800_framevid_example8,50.0
800,801,1160,670,128,framenr_801_framevid_example8,50.0
801,802,1328,428,206,framenr_802_framevid_example8,50.0
802,803,1124,652,86,framenr_803_framevid_example8,50.0
803,804,1346,368,124,framenr_804_framevid_example8,50.0
804,805,632,548,116,framenr_805_framevid_example8,50.0
805,806,1320,414,194,framenr_806_framevid_example8,50.0
806,807,1326,430,169,framenr_807_framevid_example8,50.0
807,808,1330,428,211,framenr_808_framevid_example8,50.0
808,809,1308,458,169,framenr_809_framevid_example8,50.0
809,810,1326,412,200,framenr_810_framevid_example8,50.0
810,811,1306,452,171,framenr_811_framevid_example8,50.0
811,812,1326,422,208,framenr_812_framevid_example8,50.0
812,813,1280,406,200,framenr_813_framevid_example8,50.0
813,814,1334,412,168,framenr_814_framevid_example8,50.0
814,815,1326,416,204,framenr_815_framevid_example8,50.0
815,816,1194,630,153,framenr_816_framevid_example8,50.0
816,817,1326,418,205,framenr_817_framevid_example8,50.0
817,818,1326,408,198,framenr_818_framevid_example8,50.0
818,819,1190,630,145,framenr_819_framevid_example8,50.0
819,820,1322,420,205,framenr_820_framevid_example8,50.0
820,821,1332,414,208,framenr_821_framevid_example8,50.0
821,822,1330,402,198,framenr_822_framevid_example8,50.0
822,823,1306,438,178,framenr_823_framevid_example8,50.0
823,824,1332,412,208,framenr_824_framevid_example8,50.0
824,825,1330,406,201,framenr_825_framevid_example8,50.0
825,826,1308,444,174,framenr_826_framevid_example8,50.0
826,827,1324,408,198,framenr_827_framevid_example8,50.0
827,828,1120,600,71,framenr_828_framevid_example8,50.0
828,829,1306,434,180,framenr_829_framevid_example8,50.0
829,830,1330,412,206,framenr_830_framevid_example8,50.0
830,831,1330,408,204,framenr_831_framevid_example8,50.0
831,832,1136,588,80,framenr_832_framevid_example8,50.0
832,833,1186,824,152,framenr_833_framevid_example8,50.0
833,834,1332,408,205,framenr_834_framevid_example8,50.0
834,835,1172,600,117,framenr_835_framevid_example8,50.0
835,836,1238,446,142,framenr_836_framevid_example8,50.0
836,837,1050,704,208,framenr_837_framevid_example8,50.0
837,838,1330,354,172,framenr_838_framevid_example8,50.0
838,839,1344,346,167,framenr_839_framevid_example8,50.0
839,840,1156,584,93,framenr_840_framevid_example8,50.0
840,841,1346,386,164,framenr_841_framevid_example8,50.0
841,842,1300,418,176,framenr_842_framevid_example8,50.0
842,843,1328,384,192,framenr_843_framevid_example8,50.0
843,844,1360,370,136,framenr_844_framevid_example8,50.0
844,845,1364,364,134,framenr_845_framevid_example8,50.0
845,846,1318,418,172,framenr_846_framevid_example8,50.0
846,847,1338,342,135,framenr_847_framevid_example8,50.0
847,848,1320,374,185,framenr_848_framevid_example8,50.0
848,849,1154,554,92,framenr_849_framevid_example8,50.0
849,850,1332,378,198,framenr_850_framevid_example8,50.0
850,851,1452,198,210,framenr_851_framevid_example8,50.0
851,852,1300,426,180,framenr_852_framevid_example8,50.0
852,853,1328,386,203,framenr_853_framevid_example8,50.0
853,854,1316,360,173,framenr_854_framevid_example8,50.0
854,855,1528,252,120,framenr_855_framevid_example8,50.0
855,856,1338,338,167,framenr_856_framevid_example8,50.0
856,857,1346,336,137,framenr_857_framevid_example8,50.0
857,858,1334,342,167,framenr_858_framevid_example8,50.0
858,859,1302,420,181,framenr_859_framevid_example8,50.0
859,860,1322,386,195,framenr_860_framevid_example8,50.0
860,861,1268,406,217,framenr_861_framevid_example8,50.0
861,862,1340,338,133,framenr_862_framevid_example8,50.0
862,863,1310,422,175,framenr_863_framevid_example8,50.0
863,864,1296,410,193,framenr_864_framevid_example8,50.0
864,865,1234,426,220,framenr_865_framevid_example8,50.0
865,866,1326,396,203,framenr_866_framevid_example8,50.0
866,867,1224,880,22,framenr_867_framevid_example8,50.0
867,868,1334,388,166,framenr_868_framevid_example8,50.0
868,869,1308,420,177,framenr_869_framevid_example8,50.0
869,870,1332,414,223,framenr_870_framevid_example8,50.0
870,871,1136,408,34,framenr_871_framevid_example8,50.0
871,872,1570,194,172,framenr_872_framevid_example8,50.0
872,873,1340,382,166,framenr_873_framevid_example8,50.0
873,874,1084,538,76,framenr_874_framevid_example8,50.0
874,875,1330,386,203,framenr_875_framevid_example8,50.0
875,876,1066,536,69,framenr_876_framevid_example8,50.0
876,877,1320,420,167,framenr_877_framevid_example8,50.0
877,878,1350,372,169,framenr_878_framevid_example8,50.0
878,879,1344,326,132,framenr_879_framevid_example8,50.0
879,880,1340,380,169,framenr_880_framevid_example8,50.0
880,881,1322,384,200,framenr_881_framevid_example8,50.0
881,882,1322,376,195,framenr_882_framevid_example8,50.0
882,883,1278,424,201,framenr_883_framevid_example8,50.0
883,884,1338,378,168,framenr_884_framevid_example8,50.0
884,885,1352,316,168,framenr_885_framevid_example8,50.0
885,886,1040,516,71,framenr_886_framevid_example8,50.0
886,887,1332,378,163,framenr_887_framevid_example8,50.0
887,888,1334,374,202,framenr_888_framevid_example8,50.0
888,889,1030,510,69,framenr_889_framevid_example8,50.0
889,890,1080,398,67,framenr_890_framevid_example8,50.0
890,891,1050,450,131,framenr_891_framevid_example8,50.0
891,892,1328,386,207,framenr_892_framevid_example8,50.0
892,893,1338,376,166,framenr_893_framevid_example8,50.0
893,894,1326,372,197,framenr_894_framevid_example8,50.0
894,895,1346,364,165,framenr_895_framevid_example8,50.0
895,896,1020,474,91,framenr_896_framevid_example8,50.0
896,897,1014,480,85,framenr_897_framevid_example8,50.0
897,898,1012,482,84,framenr_898_framevid_example8,50.0
898,899,1008,494,75,framenr_899_framevid_example8,50.0
899,900,1342,370,166,framenr_900_framevid_example8,50.0
900,901,1324,376,199,framenr_901_framevid_example8,50.0
901,902,1018,440,130,framenr_902_framevid_example8,50.0
902,903,980,406,145,framenr_903_framevid_example8,50.0
903,904,606,400,86,framenr_904_framevid_example8,50.0
904,905,1292,378,180,framenr_905_framevid_example8,50.0
905,906,990,498,73,framenr_906_framevid_example8,50.0
906,907,1004,512,91,framenr_907_framevid_example8,50.0
907,908,972,508,63,framenr_908_framevid_example8,50.0
908,909,958,458,194,framenr_909_framevid_example8,50.0
909,910,958,476,181,framenr_910_framevid_example8,50.0
910,911,1004,422,110,framenr_911_framevid_example8,50.0
911,912,990,504,136,framenr_912_framevid_example8,50.0
912,913,988,518,96,framenr_913_framevid_example8,50.0
913,914,988,514,96,framenr_914_framevid_example8,50.0
914,915,1310,380,197,framenr_915_framevid_example8,50.0
915,916,974,490,135,framenr_916_framevid_example8,50.0
916,917,950,472,183,framenr_917_framevid_example8,50.0
917,918,966,500,75,framenr_918_framevid_example8,50.0
918,919,1010,408,89,framenr_919_framevid_example8,50.0
919,920,956,402,129,framenr_920_framevid_example8,50.0
920,921,950,498,66,framenr_921_framevid_example8,50.0
921,922,974,514,88,framenr_922_framevid_example8,50.0
922,923,926,486,230,framenr_923_framevid_example8,50.0
923,924,960,512,97,framenr_924_framevid_example8,50.0
924,925,972,514,83,framenr_925_framevid_example8,50.0
925,926,924,482,225,framenr_926_framevid_example8,50.0
926,927,954,512,96,framenr_927_framevid_example8,50.0
927,928,936,442,181,framenr_928_framevid_example8,50.0
928,929,916,488,228,framenr_929_framevid_example8,50.0
929,930,1278,378,179,framenr_930_framevid_example8,50.0
930,931,924,496,73,framenr_931_framevid_example8,50.0
931,932,920,504,117,framenr_932_framevid_example8,50.0
932,933,936,512,96,framenr_933_framevid_example8,50.0
933,934,930,486,83,framenr_934_framevid_example8,50.0
934,935,908,496,72,framenr_935_framevid_example8,50.0
935,936,1060,706,164,framenr_936_framevid_example8,50.0
936,937,896,506,128,framenr_937_framevid_example8,50.0
937,938,1054,698,174,framenr_938_framevid_example8,50.0
938,939,936,420,116,framenr_939_framevid_example8,50.0
939,940,936,408,106,framenr_940_framevid_example8,50.0
940,941,1294,384,163,framenr_941_framevid_example8,50.0
941,942,948,492,132,framenr_942_framevid_example8,50.0
942,943,896,482,222,framenr_943_framevid_example8,50.0
943,944,1054,704,160,framenr_944_framevid_example8,50.0
944,945,538,398,64,framenr_945_framevid_example8,50.0
945,946,896,450,189,framenr_946_framevid_example8,50.0
946,947,878,482,223,framenr_947_framevid_example8,50.0
947,948,880,464,206,framenr_948_framevid_example8,50.0
948,949,854,424,167,framenr_949_framevid_example8,50.0
949,950,848,452,196,framenr_950_framevid_example8,50.0
950,951,842,448,194,framenr_951_framevid_example8,50.0
951,952,1248,400,198,framenr_952_framevid_example8,50.0
952,953,1248,402,202,framenr_953_framevid_example8,50.0
953,954,818,442,188,framenr_954_framevid_example8,50.0
954,955,1234,402,198,framenr_955_framevid_example8,50.0
955,956,794,446,190,framenr_956_framevid_example8,50.0
956,957,786,442,185,framenr_957_framevid_example8,50.0
957,958,730,450,207,framenr_958_framevid_example8,50.0
958,959,726,452,200,framenr_959_framevid_example8,50.0
959,960,726,452,194,framenr_960_framevid_example8,50.0
960,961,762,480,141,framenr_961_framevid_example8,50.0
961,962,946,718,175,framenr_962_framevid_example8,50.0
962,963,748,476,142,framenr_963_framevid_example8,50.0
963,964,736,478,143,framenr_964_framevid_example8,50.0
964,965,698,424,138,framenr_965_framevid_example8,50.0
965,966,712,432,181,framenr_966_framevid_example8,50.0
966,967,874,674,230,framenr_967_framevid_example8,50.0
967,968,870,668,231,framenr_968_framevid_example8,50.0
968,969,678,400,115,framenr_969_framevid_example8,50.0
969,970,632,474,89,framenr_970_framevid_example8,50.0
970,971,608,466,106,framenr_971_framevid_example8,50.0
971,972,584,468,117,framenr_972_framevid_example8,50.0
972,973,604,416,158,framenr_973_framevid_example8,50.0
973,974,800,664,228,framenr_974_framevid_example8,50.0
974,975,734,646,249,framenr_975_framevid_example8,50.0
975,976,680,650,237,framenr_976_framevid_example8,50.0
976,977,468,444,207,framenr_977_framevid_example8,50.0
977,978,612,676,203,framenr_978_framevid_example8,50.0
978,979,416,416,173,framenr_979_framevid_example8,50.0
979,980,514,648,253,framenr_980_framevid_example8,50.0
980,981,354,432,197,framenr_981_framevid_example8,50.0
981,982,484,650,245,framenr_982_framevid_example8,50.0
982,983,474,654,237,framenr_983_framevid_example8,50.0
983,984,442,636,263,framenr_984_framevid_example8,50.0
984,985,284,482,254,framenr_985_framevid_example8,50.0
985,986,506,692,165,framenr_986_framevid_example8,50.0
986,987,466,674,205,framenr_987_framevid_example8,50.0
987,988,594,604,245,framenr_988_framevid_example8,50.0
988,989,280,398,182,framenr_989_framevid_example8,50.0
989,990,486,708,159,framenr_990_framevid_example8,50.0
990,991,466,692,182,framenr_991_framevid_example8,50.0
991,992,278,376,166,framenr_992_framevid_example8,50.0
992,993,484,704,158,framenr_993_framevid_example8,50.0
993,994,280,366,159,framenr_994_framevid_example8,50.0
994,995,446,664,212,framenr_995_framevid_example8,50.0
995,996,450,680,198,framenr_996_framevid_example8,50.0
996,997,242,410,218,framenr_997_framevid_example8,50.0
997,998,276,362,161,framenr_998_framevid_example8,50.0
998,999,270,586,113,framenr_999_framevid_example8,50.0
999,1000,238,392,211,framenr_1000_framevid_example8,50.0
1000,1001,430,660,222,framenr_1001_framevid_example8,50.0
1001,1002,240,390,209,framenr_1002_framevid_example8,50.0
1002,1003,264,582,126,framenr_1003_framevid_example8,50.0
1003,1004,388,428,222,framenr_1004_framevid_example8,50.0
1004,1005,282,560,149,framenr_1005_framevid_example8,50.0
1005,1006,266,584,126,framenr_1006_framevid_example8,50.0
