"X.1","Label","X","Y","Perim.","name","radius_man"
8,"Batch17:framenr_94_framevid_June16_20.jpeg",912,566,1269.203,"framenr_94_framevid_June16_20",202
9,"Batch17:framenr_95_framevid_June09_01.jpeg",992,594,980.177,"framenr_95_framevid_June09_01",156
10,"Batch17:framenr_95_framevid_June09_02.jpeg",135,86,9.688,"framenr_95_framevid_June09_02",2
11,"Batch17:framenr_95_framevid_June12_02.jpeg",1162,583,1256.637,"framenr_95_framevid_June12_02",200
12,"Batch17:framenr_95_framevid_June12_03.jpeg",900,806,942.478,"framenr_95_framevid_June12_03",150
13,"Batch17:framenr_95_framevid_June16_02.jpeg",1030.5,635.5,857.655,"framenr_95_framevid_June16_02",137
14,"Batch17:framenr_95_framevid_June16_07.jpeg",1034,499,1099.557,"framenr_95_framevid_June16_07",175
15,"Batch17:framenr_95_framevid_June16_20.jpeg",915.5,563.5,1291.195,"framenr_95_framevid_June16_20",206
16,"Batch17:framenr_96_framevid_June09_01.jpeg",995.5,588.5,1008.451,"framenr_96_framevid_June09_01",160
17,"Batch17:framenr_96_framevid_June09_02.jpeg",180,141,12.566,"framenr_96_framevid_June09_02",2
18,"Batch17:framenr_96_framevid_June12_02.jpeg",1179.5,573.5,1297.478,"framenr_96_framevid_June12_02",207
19,"Batch17:framenr_96_framevid_June12_03.jpeg",895,803,961.327,"framenr_96_framevid_June12_03",153
20,"Batch17:framenr_96_framevid_June16_02.jpeg",1032,630,892.212,"framenr_96_framevid_June16_02",142
21,"Batch17:framenr_96_framevid_June16_07.jpeg",1026.5,488.5,1184.38,"framenr_96_framevid_June16_07",188
22,"Batch17:framenr_96_framevid_June16_20.jpeg",914,568,1244.071,"framenr_96_framevid_June16_20",198
23,"Batch17:framenr_97_framevid_June09_01.jpeg",1002.5,595.5,989.602,"framenr_97_framevid_June09_01",158
24,"Batch17:framenr_97_framevid_June09_02.jpeg",851.5,744.5,1152.965,"framenr_97_framevid_June09_02",184
25,"Batch17:framenr_97_framevid_June12_02.jpeg",1202.5,576.5,1322.611,"framenr_97_framevid_June12_02",211
26,"Batch17:framenr_97_framevid_June12_03.jpeg",892.5,794.5,1033.584,"framenr_97_framevid_June12_03",165
27,"Batch17:framenr_97_framevid_June16_02.jpeg",1044.5,621.5,951.903,"framenr_97_framevid_June16_02",152
28,"Batch17:framenr_97_framevid_June16_07.jpeg",1033.5,513.5,1039.867,"framenr_97_framevid_June16_07",165
29,"Batch17:framenr_97_framevid_June16_20.jpeg",911,550,1262.92,"framenr_97_framevid_June16_20",201
30,"Batch17:framenr_98_framevid_June09_01.jpeg",76.5,58.5,15.708,"framenr_98_framevid_June09_01",3
31,"Batch17:framenr_98_framevid_June09_02.jpeg",856,757,1162.389,"framenr_98_framevid_June09_02",185
32,"Batch17:framenr_98_framevid_June12_02.jpeg",1199,589,1294.336,"framenr_98_framevid_June12_02",206
33,"Batch17:framenr_98_framevid_June12_03.jpeg",881.5,794.5,1014.734,"framenr_98_framevid_June12_03",161
34,"Batch17:framenr_98_framevid_June16_02.jpeg",1026.5,617.5,845.088,"framenr_98_framevid_June16_02",134
35,"Batch17:framenr_98_framevid_June16_07.jpeg",1047.5,485.5,1171.814,"framenr_98_framevid_June16_07",186
36,"Batch17:framenr_98_framevid_June16_20.jpeg",901.5,527.5,1259.779,"framenr_98_framevid_June16_20",201
37,"Batch17:framenr_99_framevid_June09_01.jpeg",1061,549,1049.292,"framenr_99_framevid_June09_01",167
38,"Batch17:framenr_99_framevid_June09_02.jpeg",864,757,1168.672,"framenr_99_framevid_June09_02",186
39,"Batch17:framenr_99_framevid_June12_02.jpeg",1209,593,1306.903,"framenr_99_framevid_June12_02",208
40,"Batch17:framenr_99_framevid_June12_03.jpeg",873.5,790.5,1046.15,"framenr_99_framevid_June12_03",166
41,"Batch17:framenr_99_framevid_June16_02.jpeg",1037.5,614.5,882.788,"framenr_99_framevid_June16_02",141
42,"Batch17:framenr_99_framevid_June16_07.jpeg",1033,472,1212.655,"framenr_99_framevid_June16_07",193
43,"Batch17:framenr_99_framevid_June16_20.jpeg",900,526,1325.752,"framenr_99_framevid_June16_20",211
44,"Batch17:framenr_100_framevid_June09_01.jpeg",1054.5,526.5,1196.947,"framenr_100_framevid_June09_01",191
45,"Batch17:framenr_100_framevid_June09_02.jpeg",868,764,1143.54,"framenr_100_framevid_June09_02",182
46,"Batch17:framenr_100_framevid_June12_02.jpeg",1207,607,1306.903,"framenr_100_framevid_June12_02",208
47,"Batch17:framenr_100_framevid_June12_03.jpeg",130.5,75.5,28.274,"framenr_100_framevid_June12_03",4
48,"Batch17:framenr_100_framevid_June16_02.jpeg",1030,603,873.363,"framenr_100_framevid_June16_02",139
49,"Batch17:framenr_100_framevid_June16_07.jpeg",1046,513,1068.142,"framenr_100_framevid_June16_07",170
50,"Batch17:framenr_100_framevid_June16_20.jpeg",896,505,1420,"framenr_100_framevid_June16_20",226
1,"Batch18:framenr_101_framevid_June09_01.jpeg",1069.5,539.5,1134.115,"framenr_101_framevid_June09_01",181
2,"Batch18:framenr_101_framevid_June09_02.jpeg",864,774,1080.708,"framenr_101_framevid_June09_02",172
3,"Batch18:framenr_101_framevid_June12_02.jpeg",1214,605,1338.318,"framenr_101_framevid_June12_02",213
4,"Batch18:framenr_101_framevid_June12_03.jpeg",847,767,1049.292,"framenr_101_framevid_June12_03",167
5,"Batch18:framenr_101_framevid_June16_02.jpeg",1023,579,898.495,"framenr_101_framevid_June16_02",143
6,"Batch18:framenr_101_framevid_June16_07.jpeg",1069,491,1156.106,"framenr_101_framevid_June16_07",184
7,"Batch18:framenr_101_framevid_June16_20.jpeg",883,534,1300.619,"framenr_101_framevid_June16_20",207
8,"Batch18:framenr_102_framevid_June09_01.jpeg",1086.5,544.5,1146.681,"framenr_102_framevid_June09_01",182
9,"Batch18:framenr_102_framevid_June09_02.jpeg",871.5,774.5,1027.301,"framenr_102_framevid_June09_02",164
10,"Batch18:framenr_102_framevid_June12_02.jpeg",1192,613,1275.487,"framenr_102_framevid_June12_02",203
11,"Batch18:framenr_102_framevid_June12_03.jpeg",841,761,1074.425,"framenr_102_framevid_June12_03",171
12,"Batch18:framenr_102_framevid_June16_02.jpeg",1021.5,570.5,977.035,"framenr_102_framevid_June16_02",155
13,"Batch18:framenr_102_framevid_June16_07.jpeg",1038,469,1193.805,"framenr_102_framevid_June16_07",190
14,"Batch18:framenr_102_framevid_June16_20.jpeg",878,521,1482.832,"framenr_102_framevid_June16_20",236
15,"Batch18:framenr_103_framevid_June09_01.jpeg",1099,552,1181.239,"framenr_103_framevid_June09_01",188
16,"Batch18:framenr_103_framevid_June09_02.jpeg",130,80,18.85,"framenr_103_framevid_June09_02",3
17,"Batch18:framenr_103_framevid_June12_02.jpeg",1189,613,1344.602,"framenr_103_framevid_June12_02",214
18,"Batch18:framenr_103_framevid_June12_03.jpeg",831.5,760.5,1002.168,"framenr_103_framevid_June12_03",159
19,"Batch18:framenr_103_framevid_June16_02.jpeg",1023.5,576.5,1014.734,"framenr_103_framevid_June16_02",161
20,"Batch18:framenr_103_framevid_June16_07.jpeg",1042,480,1187.522,"framenr_103_framevid_June16_07",189
21,"Batch18:framenr_103_framevid_June16_20.jpeg",879,528,1482.832,"framenr_103_framevid_June16_20",236
22,"Batch18:framenr_104_framevid_June09_01.jpeg",1113.5,565.5,1165.531,"framenr_104_framevid_June09_01",186
23,"Batch18:framenr_104_framevid_June09_02.jpeg",111.5,66.5,40.841,"framenr_104_framevid_June09_02",7
24,"Batch18:framenr_104_framevid_June12_02.jpeg",1169,610,1269.203,"framenr_104_framevid_June12_02",202
25,"Batch18:framenr_104_framevid_June12_03.jpeg",829.5,744.5,1071.283,"framenr_104_framevid_June12_03",170
26,"Batch18:framenr_104_framevid_June16_02.jpeg",1021.5,599.5,995.885,"framenr_104_framevid_June16_02",159
27,"Batch18:framenr_104_framevid_June16_07.jpeg",1071.5,504.5,1203.23,"framenr_104_framevid_June16_07",192
28,"Batch18:framenr_104_framevid_June16_20.jpeg",880,518,1602.212,"framenr_104_framevid_June16_20",255
29,"Batch18:framenr_105_framevid_June09_01.jpeg",1118.5,560.5,1222.08,"framenr_105_framevid_June09_01",195
30,"Batch18:framenr_105_framevid_June09_02.jpeg",111,75,43.982,"framenr_105_framevid_June09_02",7
31,"Batch18:framenr_105_framevid_June12_02.jpeg",1161.5,614.5,1284.911,"framenr_105_framevid_June12_02",204
32,"Batch18:framenr_105_framevid_June12_03.jpeg",106.5,83.5,53.407,"framenr_105_framevid_June12_03",8
33,"Batch18:framenr_105_framevid_June16_02.jpeg",1018,609,999.026,"framenr_105_framevid_June16_02",159
34,"Batch18:framenr_105_framevid_June16_07.jpeg",1053.5,494.5,1134.115,"framenr_105_framevid_June16_07",181
35,"Batch18:framenr_105_framevid_June16_20.jpeg",871.5,536.5,1536.239,"framenr_105_framevid_June16_20",245
36,"Batch18:framenr_106_framevid_June09_01.jpeg",1127,560,1237.788,"framenr_106_framevid_June09_01",197
37,"Batch18:framenr_106_framevid_June09_02.jpeg",133.5,70.5,65.973,"framenr_106_framevid_June09_02",10
38,"Batch18:framenr_106_framevid_June12_02.jpeg",1153.5,608.5,1278.628,"framenr_106_framevid_June12_02",203
39,"Batch18:framenr_106_framevid_June12_03.jpeg",124,96,50.265,"framenr_106_framevid_June12_03",8
40,"Batch18:framenr_106_framevid_June16_02.jpeg",1004,600,961.327,"framenr_106_framevid_June16_02",153
41,"Batch18:framenr_106_framevid_June16_07.jpeg",1045,488,1218.938,"framenr_106_framevid_June16_07",194
42,"Batch18:framenr_106_framevid_June16_20.jpeg",874.5,529.5,1592.787,"framenr_106_framevid_June16_20",253
43,"Batch18:framenr_107_framevid_June09_01.jpeg",1140,578,1174.956,"framenr_107_framevid_June09_01",187
44,"Batch18:framenr_107_framevid_June09_02.jpeg",94,62,6.283,"framenr_107_framevid_June09_02",1
45,"Batch18:framenr_107_framevid_June12_02.jpeg",1148,604,1262.92,"framenr_107_framevid_June12_02",201
46,"Batch18:framenr_107_framevid_June12_03.jpeg",132,84,69.115,"framenr_107_framevid_June12_03",11
47,"Batch18:framenr_107_framevid_June16_02.jpeg",1004,590,1024.159,"framenr_107_framevid_June16_02",163
48,"Batch18:framenr_107_framevid_June16_07.jpeg",1057,508,1206.372,"framenr_107_framevid_June16_07",192
49,"Batch18:framenr_107_framevid_June16_20.jpeg",875,523,1652.478,"framenr_107_framevid_June16_20",263
50,"Batch18:framenr_108_framevid_June09_01.jpeg",1142,579,1200.088,"framenr_108_framevid_June09_01",191
1,"Batch19:framenr_108_framevid_June09_02.jpeg",135.5,86.5,47.124,"framenr_108_framevid_June09_02",8
2,"Batch19:framenr_108_framevid_June12_02.jpeg",1147.5,582.5,1291.195,"framenr_108_framevid_June12_02",206
3,"Batch19:framenr_108_framevid_June12_03.jpeg",811.5,701.5,1083.849,"framenr_108_framevid_June12_03",172
4,"Batch19:framenr_108_framevid_June16_02.jpeg",990,605,961.327,"framenr_108_framevid_June16_02",153
5,"Batch19:framenr_108_framevid_June16_07.jpeg",1057.5,527.5,1096.416,"framenr_108_framevid_June16_07",175
6,"Batch19:framenr_108_framevid_June16_20.jpeg",874.5,525.5,1649.336,"framenr_108_framevid_June16_20",262
7,"Batch19:framenr_109_framevid_June09_01.jpeg",1141.5,563.5,1278.628,"framenr_109_framevid_June09_01",203
8,"Batch19:framenr_109_framevid_June09_02.jpeg",122,76,37.699,"framenr_109_framevid_June09_02",6
9,"Batch19:framenr_109_framevid_June12_02.jpeg",1151,546,1325.752,"framenr_109_framevid_June12_02",211
10,"Batch19:framenr_109_framevid_June12_03.jpeg",806.5,681.5,1146.681,"framenr_109_framevid_June12_03",182
11,"Batch19:framenr_109_framevid_June16_02.jpeg",991,612,923.628,"framenr_109_framevid_June16_02",147
12,"Batch19:framenr_109_framevid_June16_07.jpeg",1056.5,502.5,1159.248,"framenr_109_framevid_June16_07",185
13,"Batch19:framenr_109_framevid_June16_20.jpeg",875,521,1665.044,"framenr_109_framevid_June16_20",265
14,"Batch19:framenr_110_framevid_June09_01.jpeg",1148,573,1262.92,"framenr_110_framevid_June09_01",201
15,"Batch19:framenr_110_framevid_June09_02.jpeg",91.5,77.5,34.558,"framenr_110_framevid_June09_02",6
16,"Batch19:framenr_110_framevid_June12_02.jpeg",1138.5,522.5,1278.628,"framenr_110_framevid_June12_02",203
17,"Batch19:framenr_110_framevid_June12_03.jpeg",808.5,665.5,1159.248,"framenr_110_framevid_June12_03",185
18,"Batch19:framenr_110_framevid_June16_02.jpeg",1003,616,973.894,"framenr_110_framevid_June16_02",155
19,"Batch19:framenr_110_framevid_June16_07.jpeg",1045.5,508.5,1184.38,"framenr_110_framevid_June16_07",188
20,"Batch19:framenr_110_framevid_June16_20.jpeg",867.5,528.5,1630.487,"framenr_110_framevid_June16_20",260
21,"Batch19:framenr_111_framevid_June09_01.jpeg",1140,565,1313.186,"framenr_111_framevid_June09_01",209
22,"Batch19:framenr_111_framevid_June09_02.jpeg",139,133,12.566,"framenr_111_framevid_June09_02",2
23,"Batch19:framenr_111_framevid_June12_02.jpeg",1136,498,1332.035,"framenr_111_framevid_June12_02",212
24,"Batch19:framenr_111_framevid_June12_03.jpeg",804.5,660.5,1115.265,"framenr_111_framevid_June12_03",177
25,"Batch19:framenr_111_framevid_June16_02.jpeg",1003.5,625.5,914.203,"framenr_111_framevid_June16_02",145
26,"Batch19:framenr_111_framevid_June16_07.jpeg",1049.5,514.5,1203.23,"framenr_111_framevid_June16_07",192
27,"Batch19:framenr_111_framevid_June16_20.jpeg",866,525,1621.062,"framenr_111_framevid_June16_20",258
28,"Batch19:framenr_112_framevid_June09_01.jpeg",1132,564,1319.469,"framenr_112_framevid_June09_01",210
29,"Batch19:framenr_112_framevid_June09_02.jpeg",161.5,86.5,15.708,"framenr_112_framevid_June09_02",3
30,"Batch19:framenr_112_framevid_June12_02.jpeg",1134,464,1332.035,"framenr_112_framevid_June12_02",212
31,"Batch19:framenr_112_framevid_June12_03.jpeg",795.5,666.5,1052.434,"framenr_112_framevid_June12_03",168
32,"Batch19:framenr_112_framevid_June16_02.jpeg",1012.5,622.5,989.602,"framenr_112_framevid_June16_02",158
33,"Batch19:framenr_112_framevid_June16_07.jpeg",1065,513,1168.672,"framenr_112_framevid_June16_07",186
34,"Batch19:framenr_112_framevid_June16_20.jpeg",863.5,520.5,1649.336,"framenr_112_framevid_June16_20",262
35,"Batch19:framenr_113_framevid_June09_01.jpeg",1118.5,578.5,1272.345,"framenr_113_framevid_June09_01",202
36,"Batch19:framenr_113_framevid_June09_02.jpeg",87,95,31.416,"framenr_113_framevid_June09_02",5
37,"Batch19:framenr_113_framevid_June12_02.jpeg",1135,425,1288.053,"framenr_113_framevid_June12_02",205
38,"Batch19:framenr_113_framevid_June12_03.jpeg",804.5,679.5,983.319,"framenr_113_framevid_June12_03",157
39,"Batch19:framenr_113_framevid_June16_02.jpeg",1006,620,948.761,"framenr_113_framevid_June16_02",151
40,"Batch19:framenr_113_framevid_June16_07.jpeg",1045.5,514.5,1096.416,"framenr_113_framevid_June16_07",175
41,"Batch19:framenr_113_framevid_June16_20.jpeg",864,522,1646.195,"framenr_113_framevid_June16_20",262
42,"Batch19:framenr_114_framevid_June09_01.jpeg",1089.5,572.5,1291.195,"framenr_114_framevid_June09_01",206
43,"Batch19:framenr_114_framevid_June09_02.jpeg",115,74,56.549,"framenr_114_framevid_June09_02",9
44,"Batch19:framenr_114_framevid_June12_02.jpeg",1132.5,383.5,1278.628,"framenr_114_framevid_June12_02",203
45,"Batch19:framenr_114_framevid_June12_03.jpeg",809.5,676.5,951.903,"framenr_114_framevid_June12_03",152
46,"Batch19:framenr_114_framevid_June16_02.jpeg",1007.5,634.5,926.77,"framenr_114_framevid_June16_02",148
47,"Batch19:framenr_114_framevid_June16_07.jpeg",1036.5,499.5,1159.248,"framenr_114_framevid_June16_07",185
48,"Batch19:framenr_114_framevid_June16_20.jpeg",866.5,514.5,1661.903,"framenr_114_framevid_June16_20",265
49,"Batch19:framenr_115_framevid_June09_01.jpeg",1048.5,570.5,1297.478,"framenr_115_framevid_June09_01",207
50,"Batch19:framenr_115_framevid_June09_02.jpeg",105.5,91.5,34.558,"framenr_115_framevid_June09_02",6
1,"Batch20:framenr_115_framevid_June12_02.jpeg",1147,354,1300.619,"framenr_115_framevid_June12_02",207
2,"Batch20:framenr_115_framevid_June12_03.jpeg",819,682,936.195,"framenr_115_framevid_June12_03",149
3,"Batch20:framenr_115_framevid_June16_02.jpeg",998,636,892.212,"framenr_115_framevid_June16_02",142
4,"Batch20:framenr_115_framevid_June16_07.jpeg",1041.5,512.5,1102.699,"framenr_115_framevid_June16_07",175
5,"Batch20:framenr_115_framevid_June16_20.jpeg",866,518,1621.062,"framenr_115_framevid_June16_20",258
6,"Batch20:framenr_116_framevid_June09_01.jpeg",1016,589,1250.354,"framenr_116_framevid_June09_01",199
7,"Batch20:framenr_116_framevid_June09_02.jpeg",97,74,25.133,"framenr_116_framevid_June09_02",4
8,"Batch20:framenr_116_framevid_June12_02.jpeg",1159.5,317.5,1354.026,"framenr_116_framevid_June12_02",215
9,"Batch20:framenr_116_framevid_June12_03.jpeg",846,661,1061.858,"framenr_116_framevid_June12_03",169
10,"Batch20:framenr_116_framevid_June16_02.jpeg",1000,638,898.495,"framenr_116_framevid_June16_02",143
11,"Batch20:framenr_116_framevid_June16_07.jpeg",1055.5,524.5,1071.283,"framenr_116_framevid_June16_07",170
12,"Batch20:framenr_116_framevid_June16_20.jpeg",868.5,522.5,1624.203,"framenr_116_framevid_June16_20",258
13,"Batch20:framenr_117_framevid_June09_01.jpeg",963.5,586.5,1266.062,"framenr_117_framevid_June09_01",202
14,"Batch20:framenr_117_framevid_June09_02.jpeg",128.5,93.5,47.124,"framenr_117_framevid_June09_02",8
15,"Batch20:framenr_117_framevid_June12_02.jpeg",1159,289,1275.487,"framenr_117_framevid_June12_02",203
16,"Batch20:framenr_117_framevid_June12_03.jpeg",855.5,674.5,1014.734,"framenr_117_framevid_June12_03",161
17,"Batch20:framenr_117_framevid_June16_02.jpeg",1005,630,948.761,"framenr_117_framevid_June16_02",151
18,"Batch20:framenr_117_framevid_June16_07.jpeg",1039,523,1011.593,"framenr_117_framevid_June16_07",161
19,"Batch20:framenr_117_framevid_June16_20.jpeg",869.5,520.5,1605.354,"framenr_117_framevid_June16_20",256
20,"Batch20:framenr_118_framevid_June09_01.jpeg",919.5,588.5,1272.345,"framenr_118_framevid_June09_01",202
21,"Batch20:framenr_118_framevid_June09_02.jpeg",166,121,50.265,"framenr_118_framevid_June09_02",8
22,"Batch20:framenr_118_framevid_June12_02.jpeg",1141,293,1294.336,"framenr_118_framevid_June12_02",206
23,"Batch20:framenr_118_framevid_June12_03.jpeg",853.5,691.5,951.903,"framenr_118_framevid_June12_03",152
24,"Batch20:framenr_118_framevid_June16_02.jpeg",1002,638,923.628,"framenr_118_framevid_June16_02",147
25,"Batch20:framenr_118_framevid_June16_07.jpeg",1019.5,519.5,1039.867,"framenr_118_framevid_June16_07",165
26,"Batch20:framenr_118_framevid_June16_20.jpeg",873.5,530.5,1586.504,"framenr_118_framevid_June16_20",252
27,"Batch20:framenr_119_framevid_June09_01.jpeg",868,575,1350.885,"framenr_119_framevid_June09_01",215
28,"Batch20:framenr_119_framevid_June09_02.jpeg",160.5,110.5,53.407,"framenr_119_framevid_June09_02",8
29,"Batch20:framenr_119_framevid_June12_02.jpeg",1123,277,1237.788,"framenr_119_framevid_June12_02",197
30,"Batch20:framenr_119_framevid_June12_03.jpeg",863.5,694.5,1008.451,"framenr_119_framevid_June12_03",160
31,"Batch20:framenr_119_framevid_June16_02.jpeg",1005,641,929.911,"framenr_119_framevid_June16_02",148
32,"Batch20:framenr_119_framevid_June16_07.jpeg",1044,529,1118.407,"framenr_119_framevid_June16_07",178
33,"Batch20:framenr_119_framevid_June16_20.jpeg",874.5,521.5,1605.354,"framenr_119_framevid_June16_20",256
34,"Batch20:framenr_120_framevid_June09_01.jpeg",850,603,1200.088,"framenr_120_framevid_June09_01",191
35,"Batch20:framenr_120_framevid_June09_02.jpeg",129.5,93.5,40.841,"framenr_120_framevid_June09_02",7
36,"Batch20:framenr_120_framevid_June12_02.jpeg",1152.5,258.5,1303.761,"framenr_120_framevid_June12_02",208
37,"Batch20:framenr_120_framevid_June12_03.jpeg",873,712,961.327,"framenr_120_framevid_June12_03",153
38,"Batch20:framenr_120_framevid_June16_02.jpeg",1000,645,879.646,"framenr_120_framevid_June16_02",140
39,"Batch20:framenr_120_framevid_June16_07.jpeg",1055.5,532.5,1115.265,"framenr_120_framevid_June16_07",177
40,"Batch20:framenr_120_framevid_June16_20.jpeg",870,524,1570.796,"framenr_120_framevid_June16_20",250
41,"Batch20:framenr_121_framevid_June09_01.jpeg",821,609,1206.372,"framenr_121_framevid_June09_01",192
42,"Batch20:framenr_121_framevid_June09_02.jpeg",124,98,43.982,"framenr_121_framevid_June09_02",7
43,"Batch20:framenr_121_framevid_June12_02.jpeg",1143,278,1319.469,"framenr_121_framevid_June12_02",210
44,"Batch20:framenr_121_framevid_June12_03.jpeg",869.5,740.5,832.522,"framenr_121_framevid_June12_03",132
45,"Batch20:framenr_121_framevid_June16_02.jpeg",999,652,860.796,"framenr_121_framevid_June16_02",137
46,"Batch20:framenr_121_framevid_June16_07.jpeg",1050,535,1049.292,"framenr_121_framevid_June16_07",167
47,"Batch20:framenr_121_framevid_June16_20.jpeg",878,518,1577.08,"framenr_121_framevid_June16_20",251
48,"Batch20:framenr_122_framevid_June09_01.jpeg",782,597,1237.788,"framenr_122_framevid_June09_01",197
49,"Batch20:framenr_122_framevid_June09_02.jpeg",134.5,83.5,78.54,"framenr_122_framevid_June09_02",13
50,"Batch20:framenr_122_framevid_June12_02.jpeg",1111.5,303.5,1272.345,"framenr_122_framevid_June12_02",202
1,"Batch21:framenr_122_framevid_June12_03.jpeg",113.5,178.5,34.558,"framenr_122_framevid_June12_03",6
2,"Batch21:framenr_122_framevid_June16_02.jpeg",997.5,647.5,857.655,"framenr_122_framevid_June16_02",137
3,"Batch21:framenr_122_framevid_June16_07.jpeg",1038,510,1124.69,"framenr_122_framevid_June16_07",179
4,"Batch21:framenr_122_framevid_June16_20.jpeg",871.5,520.5,1542.522,"framenr_122_framevid_June16_20",246
5,"Batch21:framenr_123_framevid_June09_01.jpeg",762.5,615.5,1127.832,"framenr_123_framevid_June09_01",180
6,"Batch21:framenr_123_framevid_June09_02.jpeg",129,83,37.699,"framenr_123_framevid_June09_02",6
7,"Batch21:framenr_123_framevid_June12_02.jpeg",1094,301,1275.487,"framenr_123_framevid_June12_02",203
8,"Batch21:framenr_123_framevid_June16_02.jpeg",1003,640,860.796,"framenr_123_framevid_June16_02",137
9,"Batch21:framenr_123_framevid_June16_07.jpeg",1047,516,1118.407,"framenr_123_framevid_June16_07",178
10,"Batch21:framenr_123_framevid_June16_20.jpeg",878.5,504.5,1592.787,"framenr_123_framevid_June16_20",253
11,"Batch21:framenr_124_framevid_June09_01.jpeg",728,609,1156.106,"framenr_124_framevid_June09_01",184
12,"Batch21:framenr_124_framevid_June09_02.jpeg",127.5,81.5,40.841,"framenr_124_framevid_June09_02",7
13,"Batch21:framenr_124_framevid_June12_02.jpeg",1108.5,268.5,1240.929,"framenr_124_framevid_June12_02",197
14,"Batch21:framenr_124_framevid_June16_02.jpeg",1003,641,867.08,"framenr_124_framevid_June16_02",138
15,"Batch21:framenr_124_framevid_June16_07.jpeg",1046,532,1055.575,"framenr_124_framevid_June16_07",168
16,"Batch21:framenr_124_framevid_June16_20.jpeg",873.5,517.5,1485.973,"framenr_124_framevid_June16_20",236
17,"Batch21:framenr_125_framevid_June09_01.jpeg",698,587,1237.788,"framenr_125_framevid_June09_01",197
18,"Batch21:framenr_125_framevid_June09_02.jpeg",112.5,95.5,53.407,"framenr_125_framevid_June09_02",8
19,"Batch21:framenr_125_framevid_June12_02.jpeg",1127.5,253.5,1303.761,"framenr_125_framevid_June12_02",208
20,"Batch21:framenr_125_framevid_June16_02.jpeg",1010.5,637.5,863.938,"framenr_125_framevid_June16_02",138
21,"Batch21:framenr_125_framevid_June16_07.jpeg",1053,505,1061.858,"framenr_125_framevid_June16_07",169
22,"Batch21:framenr_125_framevid_June16_20.jpeg",874,512,1514.248,"framenr_125_framevid_June16_20",241
23,"Batch21:framenr_126_framevid_June09_01.jpeg",674,579,1231.504,"framenr_126_framevid_June09_01",196
24,"Batch21:framenr_126_framevid_June09_02.jpeg",75.5,83.5,59.69,"framenr_126_framevid_June09_02",9
25,"Batch21:framenr_126_framevid_June12_02.jpeg",1121,262,1288.053,"framenr_126_framevid_June12_02",205
26,"Batch21:framenr_126_framevid_June16_02.jpeg",1011,624,904.779,"framenr_126_framevid_June16_02",144
27,"Batch21:framenr_126_framevid_June16_07.jpeg",1039.5,507.5,1052.434,"framenr_126_framevid_June16_07",168
28,"Batch21:framenr_126_framevid_June16_20.jpeg",876.5,513.5,1517.389,"framenr_126_framevid_June16_20",241
29,"Batch21:framenr_127_framevid_June09_01.jpeg",649.5,570.5,1247.212,"framenr_127_framevid_June09_01",198
30,"Batch21:framenr_127_framevid_June09_02.jpeg",709,713,1036.726,"framenr_127_framevid_June09_02",165
31,"Batch21:framenr_127_framevid_June12_02.jpeg",1101.5,286.5,1253.495,"framenr_127_framevid_June12_02",199
32,"Batch21:framenr_127_framevid_June16_02.jpeg",1005.5,592.5,945.619,"framenr_127_framevid_June16_02",150
33,"Batch21:framenr_127_framevid_June16_07.jpeg",1045.5,501.5,1115.265,"framenr_127_framevid_June16_07",177
34,"Batch21:framenr_127_framevid_June16_20.jpeg",874.5,514.5,1479.69,"framenr_127_framevid_June16_20",235
35,"Batch21:framenr_128_framevid_June09_01.jpeg",627.5,555.5,1234.646,"framenr_128_framevid_June09_01",197
36,"Batch21:framenr_128_framevid_June09_02.jpeg",60,70,37.699,"framenr_128_framevid_June09_02",6
37,"Batch21:framenr_128_framevid_June12_02.jpeg",1092.5,292.5,1259.779,"framenr_128_framevid_June12_02",201
38,"Batch21:framenr_128_framevid_June16_02.jpeg",993,581,929.911,"framenr_128_framevid_June16_02",148
39,"Batch21:framenr_128_framevid_June16_07.jpeg",1049.5,514.5,1102.699,"framenr_128_framevid_June16_07",175
40,"Batch21:framenr_128_framevid_June16_20.jpeg",884.5,502.5,1536.239,"framenr_128_framevid_June16_20",245
41,"Batch21:framenr_129_framevid_June09_01.jpeg",594.5,549.5,1266.062,"framenr_129_framevid_June09_01",202
42,"Batch21:framenr_129_framevid_June09_02.jpeg",692.5,675.5,1291.195,"framenr_129_framevid_June09_02",206
43,"Batch21:framenr_129_framevid_June12_02.jpeg",1093.5,285.5,1278.628,"framenr_129_framevid_June12_02",203
44,"Batch21:framenr_129_framevid_June16_02.jpeg",1002.5,586.5,945.619,"framenr_129_framevid_June16_02",150
45,"Batch21:framenr_129_framevid_June16_07.jpeg",1059,517,1093.274,"framenr_129_framevid_June16_07",174
46,"Batch21:framenr_129_framevid_June16_20.jpeg",882,513,1482.832,"framenr_129_framevid_June16_20",236
47,"Batch21:framenr_130_framevid_June09_01.jpeg",578.5,546.5,1184.38,"framenr_130_framevid_June09_01",188
48,"Batch21:framenr_130_framevid_June09_02.jpeg",678,688,1231.504,"framenr_130_framevid_June09_02",196
49,"Batch21:framenr_130_framevid_June12_02.jpeg",1109.5,267.5,1316.327,"framenr_130_framevid_June12_02",209
50,"Batch21:framenr_130_framevid_June16_02.jpeg",1006.5,599.5,951.903,"framenr_130_framevid_June16_02",152
1,"Batch22:framenr_130_framevid_June16_07.jpeg",1060,509,1112.124,"framenr_130_framevid_June16_07",177
