"X.1","Label","X","Y","Perim.","name","radius_man"
45,"Batch15:framenr_85_framevid_June16_20.jpeg",868,537,1420,"framenr_85_framevid_June16_20",226
46,"Batch15:framenr_86_framevid_June09_01.jpeg",965.5,638.5,1052.434,"framenr_86_framevid_June09_01",168
47,"Batch15:framenr_86_framevid_June09_02.jpeg",796.5,573.5,1247.212,"framenr_86_framevid_June09_02",198
48,"Batch15:framenr_86_framevid_June12_02.jpeg",131.5,85.5,65.973,"framenr_86_framevid_June12_02",10
49,"Batch15:framenr_86_framevid_June12_03.jpeg",131.5,85.5,65.973,"framenr_86_framevid_June12_03",10
50,"Batch15:framenr_86_framevid_June16_02.jpeg",1046,624,1030.442,"framenr_86_framevid_June16_02",164
1,"Batch1:framenr_1_framevid_June09_01.jpeg",1132,402,1237.788,"framenr_1_framevid_June09_01",197
2,"Batch1:framenr_1_framevid_June09_02.jpeg",671,539,835.664,"framenr_1_framevid_June09_02",133
3,"Batch1:framenr_1_framevid_June09_03.jpeg",82.5,60.5,28.274,"framenr_1_framevid_June09_03",4
4,"Batch1:framenr_1_framevid_June12_01.jpeg",1059.5,584.5,719.425,"framenr_1_framevid_June12_01",115
5,"Batch1:framenr_1_framevid_June12_02.jpeg",61.5,31.5,9.425,"framenr_1_framevid_June12_02",2
6,"Batch1:framenr_1_framevid_June12_03.jpeg",572,919,911.062,"framenr_1_framevid_June12_03",145
7,"Batch1:framenr_1_framevid_June16_02.jpeg",1060,543,1061.858,"framenr_1_framevid_June16_02",169
8,"Batch1:framenr_1_framevid_June16_07.jpeg",1238,537,898.495,"framenr_1_framevid_June16_07",143
9,"Batch1:framenr_1_framevid_June16_20.jpeg",951,583,1011.593,"framenr_1_framevid_June16_20",161
10,"Batch1:framenr_2_framevid_June09_01.jpeg",1143.5,394.5,1247.212,"framenr_2_framevid_June09_01",198
11,"Batch1:framenr_2_framevid_June09_02.jpeg",653,478,923.628,"framenr_2_framevid_June09_02",147
12,"Batch1:framenr_2_framevid_June09_03.jpeg",72,55,31.416,"framenr_2_framevid_June09_03",5
13,"Batch1:framenr_2_framevid_June12_01.jpeg",1086.5,580.5,882.788,"framenr_2_framevid_June12_01",141
14,"Batch1:framenr_2_framevid_June12_02.jpeg",46.5,40.5,34.558,"framenr_2_framevid_June12_02",6
15,"Batch1:framenr_2_framevid_June12_03.jpeg",614,898,948.761,"framenr_2_framevid_June12_03",151
16,"Batch1:framenr_2_framevid_June16_02.jpeg",1059,557,1030.442,"framenr_2_framevid_June16_02",164
17,"Batch1:framenr_2_framevid_June16_07.jpeg",1229.5,529.5,882.788,"framenr_2_framevid_June16_07",141
18,"Batch1:framenr_2_framevid_June16_20.jpeg",947.5,578.5,1039.867,"framenr_2_framevid_June16_20",165
19,"Batch1:framenr_3_framevid_June09_01.jpeg",1163,403,1181.239,"framenr_3_framevid_June09_01",188
20,"Batch1:framenr_3_framevid_June09_02.jpeg",669,453,1068.142,"framenr_3_framevid_June09_02",170
21,"Batch1:framenr_3_framevid_June09_03.jpeg",273,534,999.026,"framenr_3_framevid_June09_03",159
22,"Batch1:framenr_3_framevid_June12_01.jpeg",1075,587,810.531,"framenr_3_framevid_June12_01",129
23,"Batch1:framenr_3_framevid_June12_02.jpeg",75.5,30.5,21.991,"framenr_3_framevid_June12_02",3
24,"Batch1:framenr_3_framevid_June12_03.jpeg",655,878,967.611,"framenr_3_framevid_June12_03",154
25,"Batch1:framenr_3_framevid_June16_02.jpeg",1045.5,574.5,958.186,"framenr_3_framevid_June16_02",153
1,"Batch2:framenr_3_framevid_June16_07.jpeg",1231.5,503.5,901.637,"framenr_3_framevid_June16_07",143
2,"Batch2:framenr_3_framevid_June16_20.jpeg",933.5,600.5,907.92,"framenr_3_framevid_June16_20",144
3,"Batch2:framenr_4_framevid_June09_01.jpeg",1157,399,1256.637,"framenr_4_framevid_June09_01",200
4,"Batch2:framenr_4_framevid_June09_02.jpeg",679,477,1043.009,"framenr_4_framevid_June09_02",166
5,"Batch2:framenr_4_framevid_June09_03.jpeg",302,536,942.478,"framenr_4_framevid_June09_03",150
6,"Batch2:framenr_4_framevid_June12_01.jpeg",1082.5,584.5,832.522,"framenr_4_framevid_June12_01",132
7,"Batch2:framenr_4_framevid_June12_02.jpeg",53,33,31.416,"framenr_4_framevid_June12_02",5
8,"Batch2:framenr_4_framevid_June12_03.jpeg",703,868,929.911,"framenr_4_framevid_June12_03",148
9,"Batch2:framenr_4_framevid_June16_02.jpeg",1050,574,980.177,"framenr_4_framevid_June16_02",156
10,"Batch2:framenr_4_framevid_June16_07.jpeg",1230.5,493.5,989.602,"framenr_4_framevid_June16_07",158
11,"Batch2:framenr_4_framevid_June16_20.jpeg",938,585,1005.31,"framenr_4_framevid_June16_20",160
12,"Batch2:framenr_5_framevid_June09_01.jpeg",1158,393,1294.336,"framenr_5_framevid_June09_01",206
13,"Batch2:framenr_5_framevid_June09_02.jpeg",655.5,455.5,1058.717,"framenr_5_framevid_June09_02",169
14,"Batch2:framenr_5_framevid_June09_03.jpeg",305.5,502.5,939.336,"framenr_5_framevid_June09_03",149
15,"Batch2:framenr_5_framevid_June12_01.jpeg",1094.5,572.5,907.92,"framenr_5_framevid_June12_01",144
16,"Batch2:framenr_5_framevid_June12_02.jpeg",59.5,35.5,34.558,"framenr_5_framevid_June12_02",6
17,"Batch2:framenr_5_framevid_June12_03.jpeg",747.5,852.5,876.504,"framenr_5_framevid_June12_03",139
18,"Batch2:framenr_5_framevid_June16_02.jpeg",1052.5,536.5,983.319,"framenr_5_framevid_June16_02",157
19,"Batch2:framenr_5_framevid_June16_07.jpeg",1223,475,1030.442,"framenr_5_framevid_June16_07",164
20,"Batch2:framenr_5_framevid_June16_20.jpeg",931,569,1068.142,"framenr_5_framevid_June16_20",170
21,"Batch2:framenr_6_framevid_June09_01.jpeg",1183.5,417.5,1146.681,"framenr_6_framevid_June09_01",182
22,"Batch2:framenr_6_framevid_June09_02.jpeg",670,447,1218.938,"framenr_6_framevid_June09_02",194
23,"Batch2:framenr_6_framevid_June09_03.jpeg",309,491,929.911,"framenr_6_framevid_June09_03",148
24,"Batch2:framenr_6_framevid_June12_01.jpeg",1091,573,892.212,"framenr_6_framevid_June12_01",142
25,"Batch2:framenr_6_framevid_June12_02.jpeg",75.5,49.5,53.407,"framenr_6_framevid_June12_02",8
26,"Batch2:framenr_6_framevid_June12_03.jpeg",786.5,809.5,958.186,"framenr_6_framevid_June12_03",153
27,"Batch2:framenr_6_framevid_June16_02.jpeg",1061,543,1036.726,"framenr_6_framevid_June16_02",165
28,"Batch2:framenr_6_framevid_June16_07.jpeg",1209.5,471.5,951.903,"framenr_6_framevid_June16_07",152
29,"Batch2:framenr_6_framevid_June16_20.jpeg",948.5,582.5,1027.301,"framenr_6_framevid_June16_20",164
30,"Batch2:framenr_7_framevid_June09_01.jpeg",1176,412,1225.221,"framenr_7_framevid_June09_01",195
31,"Batch2:framenr_7_framevid_June09_02.jpeg",656,468,1130.973,"framenr_7_framevid_June09_02",180
32,"Batch2:framenr_7_framevid_June09_03.jpeg",338.5,432.5,907.92,"framenr_7_framevid_June09_03",144
33,"Batch2:framenr_7_framevid_June12_01.jpeg",1057,578,678.584,"framenr_7_framevid_June12_01",108
34,"Batch2:framenr_7_framevid_June12_02.jpeg",88.5,58.5,28.274,"framenr_7_framevid_June12_02",4
35,"Batch2:framenr_7_framevid_June12_03.jpeg",806.5,782.5,939.336,"framenr_7_framevid_June12_03",149
36,"Batch2:framenr_7_framevid_June16_02.jpeg",1069.5,541.5,1083.849,"framenr_7_framevid_June16_02",172
37,"Batch2:framenr_7_framevid_June16_07.jpeg",1195,469,929.911,"framenr_7_framevid_June16_07",148
38,"Batch2:framenr_7_framevid_June16_20.jpeg",938.5,562.5,1077.566,"framenr_7_framevid_June16_20",171
39,"Batch2:framenr_8_framevid_June09_01.jpeg",1180.5,400.5,1272.345,"framenr_8_framevid_June09_01",202
40,"Batch2:framenr_8_framevid_June09_02.jpeg",685,465,1401.15,"framenr_8_framevid_June09_02",223
41,"Batch2:framenr_8_framevid_June09_03.jpeg",380,431,785.398,"framenr_8_framevid_June09_03",125
42,"Batch2:framenr_8_framevid_June12_01.jpeg",1073.5,579.5,801.106,"framenr_8_framevid_June12_01",127
43,"Batch2:framenr_8_framevid_June12_02.jpeg",69.5,45.5,34.558,"framenr_8_framevid_June12_02",6
44,"Batch2:framenr_8_framevid_June12_03.jpeg",825.5,753.5,895.354,"framenr_8_framevid_June12_03",143
45,"Batch2:framenr_8_framevid_June16_02.jpeg",1055,532,980.177,"framenr_8_framevid_June16_02",156
46,"Batch2:framenr_8_framevid_June16_07.jpeg",1188.5,476.5,964.469,"framenr_8_framevid_June16_07",154
47,"Batch2:framenr_8_framevid_June16_20.jpeg",939.5,562.5,1065,"framenr_8_framevid_June16_20",170
48,"Batch2:framenr_9_framevid_June09_01.jpeg",1190,418,1212.655,"framenr_9_framevid_June09_01",193
49,"Batch2:framenr_9_framevid_June09_02.jpeg",652,479,1338.318,"framenr_9_framevid_June09_02",213
50,"Batch2:framenr_9_framevid_June09_03.jpeg",413.5,427.5,763.407,"framenr_9_framevid_June09_03",121
1,"Batch3:framenr_9_framevid_June12_01.jpeg",1074.5,573.5,794.823,"framenr_9_framevid_June12_01",127
2,"Batch3:framenr_9_framevid_June12_02.jpeg",73,43,12.566,"framenr_9_framevid_June12_02",2
3,"Batch3:framenr_9_framevid_June12_03.jpeg",828,703,1005.31,"framenr_9_framevid_June12_03",160
4,"Batch3:framenr_9_framevid_June16_02.jpeg",1059.5,540.5,989.602,"framenr_9_framevid_June16_02",158
5,"Batch3:framenr_9_framevid_June16_07.jpeg",1178.5,488.5,920.487,"framenr_9_framevid_June16_07",147
6,"Batch3:framenr_9_framevid_June16_20.jpeg",940,566,1017.876,"framenr_9_framevid_June16_20",162
7,"Batch3:framenr_10_framevid_June09_01.jpeg",1191,421,1200.088,"framenr_10_framevid_June09_01",191
8,"Batch3:framenr_10_framevid_June09_02.jpeg",635.5,499.5,1247.212,"framenr_10_framevid_June09_02",198
9,"Batch3:framenr_10_framevid_June09_03.jpeg",434.5,347.5,914.203,"framenr_10_framevid_June09_03",145
10,"Batch3:framenr_10_framevid_June12_01.jpeg",1079.5,576.5,851.372,"framenr_10_framevid_June12_01",136
11,"Batch3:framenr_10_framevid_June12_02.jpeg",65.5,48.5,34.558,"framenr_10_framevid_June12_02",6
12,"Batch3:framenr_10_framevid_June12_03.jpeg",831.5,677.5,970.752,"framenr_10_framevid_June12_03",154
13,"Batch3:framenr_10_framevid_June16_02.jpeg",1047.5,544.5,920.487,"framenr_10_framevid_June16_02",147
14,"Batch3:framenr_10_framevid_June16_07.jpeg",1149,495,816.814,"framenr_10_framevid_June16_07",130
15,"Batch3:framenr_10_framevid_June16_20.jpeg",938.5,564.5,1065,"framenr_10_framevid_June16_20",170
16,"Batch3:framenr_11_framevid_June09_01.jpeg",1172,412,1269.203,"framenr_11_framevid_June09_01",202
17,"Batch3:framenr_11_framevid_June09_02.jpeg",649,526,1388.584,"framenr_11_framevid_June09_02",221
18,"Batch3:framenr_11_framevid_June09_03.jpeg",457.5,334.5,1058.717,"framenr_11_framevid_June09_03",169
19,"Batch3:framenr_11_framevid_June12_01.jpeg",1072,562,797.965,"framenr_11_framevid_June12_01",127
20,"Batch3:framenr_11_framevid_June12_02.jpeg",83,51,50.265,"framenr_11_framevid_June12_02",8
21,"Batch3:framenr_11_framevid_June12_03.jpeg",835.5,667.5,907.92,"framenr_11_framevid_June12_03",144
22,"Batch3:framenr_11_framevid_June16_02.jpeg",1075,530,1061.858,"framenr_11_framevid_June16_02",169
23,"Batch3:framenr_11_framevid_June16_07.jpeg",1144.5,492.5,819.956,"framenr_11_framevid_June16_07",131
24,"Batch3:framenr_11_framevid_June16_20.jpeg",924,557,1068.142,"framenr_11_framevid_June16_20",170
25,"Batch3:framenr_12_framevid_June09_01.jpeg",1184.5,423.5,1209.513,"framenr_12_framevid_June09_01",192
26,"Batch3:framenr_12_framevid_June09_02.jpeg",645.5,546.5,1379.159,"framenr_12_framevid_June09_02",219
27,"Batch3:framenr_12_framevid_June09_03.jpeg",512,312,942.478,"framenr_12_framevid_June09_03",150
28,"Batch3:framenr_12_framevid_June12_01.jpeg",1075,566,804.248,"framenr_12_framevid_June12_01",128
29,"Batch3:framenr_12_framevid_June12_02.jpeg",98.5,46.5,53.407,"framenr_12_framevid_June12_02",8
30,"Batch3:framenr_12_framevid_June12_03.jpeg",843.5,620.5,1021.018,"framenr_12_framevid_June12_03",163
31,"Batch3:framenr_12_framevid_June16_02.jpeg",1063,534,973.894,"framenr_12_framevid_June16_02",155
32,"Batch3:framenr_12_framevid_June16_07.jpeg",1152,488,917.345,"framenr_12_framevid_June16_07",146
33,"Batch3:framenr_12_framevid_June16_20.jpeg",928.5,571.5,1039.867,"framenr_12_framevid_June16_20",165
34,"Batch3:framenr_13_framevid_June09_01.jpeg",1177.5,422.5,1209.513,"framenr_13_framevid_June09_01",192
35,"Batch3:framenr_13_framevid_June09_02.jpeg",667,570,1520.531,"framenr_13_framevid_June09_02",242
36,"Batch3:framenr_13_framevid_June09_03.jpeg",544.5,337.5,983.319,"framenr_13_framevid_June09_03",157
37,"Batch3:framenr_13_framevid_June12_01.jpeg",1074,566,797.965,"framenr_13_framevid_June12_01",127
38,"Batch3:framenr_13_framevid_June12_02.jpeg",73,52,62.832,"framenr_13_framevid_June12_02",10
39,"Batch3:framenr_13_framevid_June12_03.jpeg",828,606,973.894,"framenr_13_framevid_June12_03",155
40,"Batch3:framenr_13_framevid_June16_02.jpeg",1093.5,528.5,1152.965,"framenr_13_framevid_June16_02",184
41,"Batch3:framenr_13_framevid_June16_07.jpeg",1133.5,479.5,857.655,"framenr_13_framevid_June16_07",137
42,"Batch3:framenr_13_framevid_June16_20.jpeg",925.5,578.5,989.602,"framenr_13_framevid_June16_20",158
43,"Batch3:framenr_14_framevid_June09_01.jpeg",1172.5,420.5,1203.23,"framenr_14_framevid_June09_01",192
44,"Batch3:framenr_14_framevid_June09_02.jpeg",672.5,589.5,1561.372,"framenr_14_framevid_June09_02",249
45,"Batch3:framenr_14_framevid_June09_03.jpeg",580,419,1049.292,"framenr_14_framevid_June09_03",167
46,"Batch3:framenr_14_framevid_June12_01.jpeg",1071,550,785.398,"framenr_14_framevid_June12_01",125
47,"Batch3:framenr_14_framevid_June12_02.jpeg",73,36,31.416,"framenr_14_framevid_June12_02",5
48,"Batch3:framenr_14_framevid_June12_03.jpeg",827,558,1080.708,"framenr_14_framevid_June12_03",172
49,"Batch3:framenr_14_framevid_June16_02.jpeg",1078.5,515.5,1065,"framenr_14_framevid_June16_02",170
50,"Batch3:framenr_14_framevid_June16_07.jpeg",1133.5,479.5,933.053,"framenr_14_framevid_June16_07",148
1,"Batch4:framenr_4_framevid_June09_02.jpeg",41,47,31.416,"framenr_4_framevid_June09_02",5
2,"Batch4:framenr_4_framevid_June12_03.jpeg",41,47,31.416,"framenr_4_framevid_June12_03",5
3,"Batch4:framenr_5_framevid_June09_02.jpeg",41,47,31.416,"framenr_5_framevid_June09_02",5
4,"Batch4:framenr_5_framevid_June12_03.jpeg",41,47,31.416,"framenr_5_framevid_June12_03",5
5,"Batch4:framenr_6_framevid_June12_03.jpeg",41,47,31.416,"framenr_6_framevid_June12_03",5
6,"Batch4:framenr_7_framevid_June12_01.jpeg",1091.5,568.5,914.203,"framenr_7_framevid_June12_01",145
7,"Batch4:framenr_7_framevid_June12_03.jpeg",62.5,42.5,28.274,"framenr_7_framevid_June12_03",4
8,"Batch4:framenr_8_framevid_June12_03.jpeg",62.5,42.5,28.274,"framenr_8_framevid_June12_03",4
9,"Batch4:framenr_8_framevid_June16_02.jpeg",1080.5,536.5,1171.814,"framenr_8_framevid_June16_02",186
10,"Batch4:framenr_9_framevid_June09_03.jpeg",417.5,406.5,1021.018,"framenr_9_framevid_June09_03",163
11,"Batch4:framenr_9_framevid_June12_03.jpeg",76,55,43.982,"framenr_9_framevid_June12_03",7
12,"Batch4:framenr_10_framevid_June09_03.jpeg",449.5,346.5,1146.681,"framenr_10_framevid_June09_03",182
13,"Batch4:framenr_10_framevid_June12_03.jpeg",60.5,46.5,53.407,"framenr_10_framevid_June12_03",8
14,"Batch4:framenr_11_framevid_June09_03.jpeg",478.5,314.5,1165.531,"framenr_11_framevid_June09_03",186
15,"Batch4:framenr_11_framevid_June12_03.jpeg",57.5,42.5,47.124,"framenr_11_framevid_June12_03",8
16,"Batch4:framenr_12_framevid_June12_03.jpeg",57.5,42.5,47.124,"framenr_12_framevid_June12_03",8
17,"Batch4:framenr_13_framevid_June09_03.jpeg",573,342,1118.407,"framenr_13_framevid_June09_03",178
18,"Batch4:framenr_14_framevid_June09_03.jpeg",610.5,417.5,1178.097,"framenr_14_framevid_June09_03",187
19,"Batch4:framenr_14_framevid_June12_03.jpeg",73,52,43.982,"framenr_14_framevid_June12_03",7
20,"Batch4:framenr_14_framevid_June16_20.jpeg",939,587,1017.876,"framenr_14_framevid_June16_20",162
21,"Batch4:framenr_15_framevid_June09_01.jpeg",1153.5,420.5,1278.628,"framenr_15_framevid_June09_01",203
22,"Batch4:framenr_15_framevid_June09_02.jpeg",663,605,1539.38,"framenr_15_framevid_June09_02",245
23,"Batch4:framenr_15_framevid_June09_03.jpeg",623,463,1206.372,"framenr_15_framevid_June09_03",192
24,"Batch4:framenr_15_framevid_June12_01.jpeg",1102,548,992.743,"framenr_15_framevid_June12_01",158
25,"Batch4:framenr_15_framevid_June12_02.jpeg",84,46,31.416,"framenr_15_framevid_June12_02",5
26,"Batch4:framenr_15_framevid_June12_03.jpeg",84,46,31.416,"framenr_15_framevid_June12_03",5
27,"Batch4:framenr_15_framevid_June16_02.jpeg",1104.5,512.5,1253.495,"framenr_15_framevid_June16_02",199
28,"Batch4:framenr_15_framevid_June16_07.jpeg",1159.5,462.5,1152.965,"framenr_15_framevid_June16_07",184
29,"Batch4:framenr_15_framevid_June16_20.jpeg",956,578,1112.124,"framenr_15_framevid_June16_20",177
30,"Batch4:framenr_16_framevid_June09_01.jpeg",1159.5,410.5,1215.796,"framenr_16_framevid_June09_01",193
31,"Batch4:framenr_16_framevid_June09_02.jpeg",662,610,1564.513,"framenr_16_framevid_June09_02",249
32,"Batch4:framenr_16_framevid_June09_03.jpeg",658,504,1187.522,"framenr_16_framevid_June09_03",189
33,"Batch4:framenr_16_framevid_June12_01.jpeg",1084.5,551.5,882.788,"framenr_16_framevid_June12_01",141
34,"Batch4:framenr_16_framevid_June12_02.jpeg",56.5,39.5,28.274,"framenr_16_framevid_June12_02",4
35,"Batch4:framenr_16_framevid_June12_03.jpeg",56.5,39.5,28.274,"framenr_16_framevid_June12_03",4
36,"Batch4:framenr_16_framevid_June16_02.jpeg",1102,511,1244.071,"framenr_16_framevid_June16_02",198
37,"Batch4:framenr_16_framevid_June16_07.jpeg",71.5,54.5,21.991,"framenr_16_framevid_June16_07",3
38,"Batch4:framenr_16_framevid_June16_20.jpeg",955,591,1030.442,"framenr_16_framevid_June16_20",164
39,"Batch4:framenr_17_framevid_June09_01.jpeg",1145,420,1200.088,"framenr_17_framevid_June09_01",191
40,"Batch4:framenr_17_framevid_June09_02.jpeg",661.5,613.5,1605.354,"framenr_17_framevid_June09_02",256
41,"Batch4:framenr_17_framevid_June09_03.jpeg",682.5,540.5,1171.814,"framenr_17_framevid_June09_03",186
42,"Batch4:framenr_17_framevid_June12_01.jpeg",1096,544,948.761,"framenr_17_framevid_June12_01",151
43,"Batch4:framenr_17_framevid_June12_02.jpeg",75.5,51.5,34.558,"framenr_17_framevid_June12_02",6
44,"Batch4:framenr_17_framevid_June12_03.jpeg",75.5,51.5,34.558,"framenr_17_framevid_June12_03",6
45,"Batch4:framenr_17_framevid_June16_02.jpeg",1101,517,1218.938,"framenr_17_framevid_June16_02",194
46,"Batch4:framenr_17_framevid_June16_07.jpeg",1138,461,1231.504,"framenr_17_framevid_June16_07",196
47,"Batch4:framenr_17_framevid_June16_20.jpeg",954,579,1055.575,"framenr_17_framevid_June16_20",168
48,"Batch4:framenr_18_framevid_June09_01.jpeg",1114,413,1376.018,"framenr_18_framevid_June09_01",219
49,"Batch4:framenr_18_framevid_June09_02.jpeg",646.5,633.5,1479.69,"framenr_18_framevid_June09_02",235
50,"Batch4:framenr_18_framevid_June09_03.jpeg",735.5,552.5,1253.495,"framenr_18_framevid_June09_03",199
1,"Batch5:framenr_18_framevid_June12_01.jpeg",1070,558,785.398,"framenr_18_framevid_June12_01",125
2,"Batch5:framenr_18_framevid_June12_02.jpeg",90,40,25.133,"framenr_18_framevid_June12_02",4
3,"Batch5:framenr_18_framevid_June12_03.jpeg",90,40,25.133,"framenr_18_framevid_June12_03",4
4,"Batch5:framenr_18_framevid_June16_02.jpeg",1108,519,1256.637,"framenr_18_framevid_June16_02",200
5,"Batch5:framenr_18_framevid_June16_07.jpeg",1121,462,1181.239,"framenr_18_framevid_June16_07",188
6,"Batch5:framenr_18_framevid_June16_20.jpeg",964.5,576.5,1027.301,"framenr_18_framevid_June16_20",164
7,"Batch5:framenr_19_framevid_June09_01.jpeg",1103.5,403.5,1410.575,"framenr_19_framevid_June09_01",224
8,"Batch5:framenr_19_framevid_June09_02.jpeg",661.5,624.5,1599.071,"framenr_19_framevid_June09_02",255
9,"Batch5:framenr_19_framevid_June09_03.jpeg",801,581,1350.885,"framenr_19_framevid_June09_03",215
10,"Batch5:framenr_19_framevid_June12_01.jpeg",1097,560,948.761,"framenr_19_framevid_June12_01",151
11,"Batch5:framenr_19_framevid_June12_02.jpeg",94.5,59.5,47.124,"framenr_19_framevid_June12_02",8
12,"Batch5:framenr_19_framevid_June12_03.jpeg",94.5,59.5,47.124,"framenr_19_framevid_June12_03",8
13,"Batch5:framenr_19_framevid_June16_02.jpeg",1095,523,1193.805,"framenr_19_framevid_June16_02",190
14,"Batch5:framenr_19_framevid_June16_07.jpeg",1128,462,1256.637,"framenr_19_framevid_June16_07",200
15,"Batch5:framenr_19_framevid_June16_20.jpeg",977,562,1093.274,"framenr_19_framevid_June16_20",174
16,"Batch5:framenr_20_framevid_June09_01.jpeg",1112,424,1288.053,"framenr_20_framevid_June09_01",205
17,"Batch5:framenr_20_framevid_June09_02.jpeg",652,623,1558.23,"framenr_20_framevid_June09_02",248
18,"Batch5:framenr_20_framevid_June09_03.jpeg",821.5,607.5,1266.062,"framenr_20_framevid_June09_03",202
19,"Batch5:framenr_20_framevid_June12_01.jpeg",1078.5,561.5,863.938,"framenr_20_framevid_June12_01",138
20,"Batch5:framenr_20_framevid_June12_02.jpeg",81.5,43.5,40.841,"framenr_20_framevid_June12_02",7
21,"Batch5:framenr_20_framevid_June12_03.jpeg",81.5,43.5,40.841,"framenr_20_framevid_June12_03",7
22,"Batch5:framenr_20_framevid_June16_02.jpeg",1077,537,1137.257,"framenr_20_framevid_June16_02",181
23,"Batch5:framenr_20_framevid_June16_07.jpeg",1118,458,1262.92,"framenr_20_framevid_June16_07",201
24,"Batch5:framenr_20_framevid_June16_20.jpeg",974.5,558.5,1127.832,"framenr_20_framevid_June16_20",180
25,"Batch5:framenr_21_framevid_June09_01.jpeg",1104,417,1313.186,"framenr_21_framevid_June09_01",209
26,"Batch5:framenr_21_framevid_June09_02.jpeg",642.5,618.5,1523.672,"framenr_21_framevid_June09_02",242
27,"Batch5:framenr_21_framevid_June09_03.jpeg",857,628,1363.451,"framenr_21_framevid_June09_03",217
28,"Batch5:framenr_21_framevid_June12_01.jpeg",1085,574,898.495,"framenr_21_framevid_June12_01",143
29,"Batch5:framenr_21_framevid_June12_02.jpeg",67.5,59.5,53.407,"framenr_21_framevid_June12_02",8
30,"Batch5:framenr_21_framevid_June12_03.jpeg",67.5,59.5,53.407,"framenr_21_framevid_June12_03",8
31,"Batch5:framenr_21_framevid_June16_02.jpeg",1048,557,1086.991,"framenr_21_framevid_June16_02",173
32,"Batch5:framenr_21_framevid_June16_07.jpeg",1118.5,473.5,1297.478,"framenr_21_framevid_June16_07",207
33,"Batch5:framenr_21_framevid_June16_20.jpeg",979.5,561.5,1090.133,"framenr_21_framevid_June16_20",174
34,"Batch5:framenr_22_framevid_June09_01.jpeg",1111,426,1225.221,"framenr_22_framevid_June09_01",195
35,"Batch5:framenr_22_framevid_June09_02.jpeg",648,613,1558.23,"framenr_22_framevid_June09_02",248
36,"Batch5:framenr_22_framevid_June09_03.jpeg",898,642,1319.469,"framenr_22_framevid_June09_03",210
37,"Batch5:framenr_22_framevid_June12_01.jpeg",1099,576,955.044,"framenr_22_framevid_June12_01",152
38,"Batch5:framenr_22_framevid_June12_02.jpeg",99,41,50.265,"framenr_22_framevid_June12_02",8
39,"Batch5:framenr_22_framevid_June12_03.jpeg",99,41,50.265,"framenr_22_framevid_June12_03",8
40,"Batch5:framenr_22_framevid_June16_02.jpeg",1041.5,586.5,1134.115,"framenr_22_framevid_June16_02",181
41,"Batch5:framenr_22_framevid_June16_07.jpeg",1109.5,474.5,1322.611,"framenr_22_framevid_June16_07",211
42,"Batch5:framenr_22_framevid_June16_20.jpeg",973,574,992.743,"framenr_22_framevid_June16_20",158
43,"Batch5:framenr_23_framevid_June09_01.jpeg",1114,425,1206.372,"framenr_23_framevid_June09_01",192
44,"Batch5:framenr_23_framevid_June09_02.jpeg",652.5,599.5,1592.787,"framenr_23_framevid_June09_02",253
45,"Batch5:framenr_23_framevid_June09_03.jpeg",913.5,657.5,1328.894,"framenr_23_framevid_June09_03",212
46,"Batch5:framenr_23_framevid_June12_01.jpeg",1088,579,898.495,"framenr_23_framevid_June12_01",143
47,"Batch5:framenr_23_framevid_June12_02.jpeg",112,44,37.699,"framenr_23_framevid_June12_02",6
48,"Batch5:framenr_23_framevid_June12_03.jpeg",112,44,37.699,"framenr_23_framevid_June12_03",6
49,"Batch5:framenr_23_framevid_June16_02.jpeg",1019.5,627.5,1058.717,"framenr_23_framevid_June16_02",169
50,"Batch5:framenr_23_framevid_June16_07.jpeg",1105,483,1338.318,"framenr_23_framevid_June16_07",213
1,"Batch6:framenr_23_framevid_June16_20.jpeg",975.5,562.5,1033.584,"framenr_23_framevid_June16_20",165
2,"Batch6:framenr_24_framevid_June09_01.jpeg",1078.5,420.5,1379.159,"framenr_24_framevid_June09_01",219
3,"Batch6:framenr_24_framevid_June09_02.jpeg",650.5,594.5,1573.938,"framenr_24_framevid_June09_02",251
4,"Batch6:framenr_24_framevid_June09_03.jpeg",931,662,1250.354,"framenr_24_framevid_June09_03",199
5,"Batch6:framenr_24_framevid_June12_01.jpeg",1108.5,582.5,1002.168,"framenr_24_framevid_June12_01",159
6,"Batch6:framenr_24_framevid_June12_02.jpeg",86,45.5,16.363,"framenr_24_framevid_June12_02",3
7,"Batch6:framenr_24_framevid_June12_03.jpeg",86,45.5,16.363,"framenr_24_framevid_June12_03",3
8,"Batch6:framenr_24_framevid_June16_02.jpeg",1017,641,1112.124,"framenr_24_framevid_June16_02",177
9,"Batch6:framenr_24_framevid_June16_07.jpeg",1092,496,1306.903,"framenr_24_framevid_June16_07",208
10,"Batch6:framenr_24_framevid_June16_20.jpeg",975,540,1124.69,"framenr_24_framevid_June16_20",179
11,"Batch6:framenr_25_framevid_June09_01.jpeg",1091.5,431.5,1266.062,"framenr_25_framevid_June09_01",202
12,"Batch6:framenr_25_framevid_June09_02.jpeg",645,587,1501.681,"framenr_25_framevid_June09_02",239
13,"Batch6:framenr_25_framevid_June09_03.jpeg",948.5,665.5,1278.628,"framenr_25_framevid_June09_03",203
14,"Batch6:framenr_25_framevid_June12_01.jpeg",1101.5,592.5,939.336,"framenr_25_framevid_June12_01",149
