,frame,x,y,r,name,sample_rate
0,1,1276,386,129,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
1,2,536,712,100,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
2,3,1418,766,175,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
3,4,1386,432,133,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
4,5,1456,770,155,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
5,6,600,754,111,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
6,7,600,744,126,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
7,8,648,696,181,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
8,9,634,750,122,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
9,10,648,740,129,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
10,11,656,736,129,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
11,12,660,736,125,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_47_10_10_fajar,25.0
