,frame,x,y,r,name,sample_rate
0,1,198,756,190,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
1,2,192,822,171,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
2,3,380,602,244,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
3,4,256,280,223,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
4,5,268,768,234,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
5,6,576,862,198,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
6,7,1012,294,162,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
7,8,420,898,179,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
8,9,1002,324,166,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
9,10,382,454,237,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
10,11,220,798,204,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
11,12,594,816,247,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
12,13,1004,334,175,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
13,14,1056,374,111,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
14,15,1008,270,227,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
15,16,1012,330,176,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
16,17,1000,348,171,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
17,18,1010,348,172,framenr_18_framevid__Opp_June_16_Session_1_zoom_syncedboom_77_40_18_fajar,25.0
