,frame,x,y,r,name,sample_rate
0,1,1020,586,242,framenr_1_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
1,2,1474,672,249,framenr_2_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
2,3,1416,432,230,framenr_3_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
3,4,934,670,147,framenr_4_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
4,5,1422,444,230,framenr_5_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
5,6,944,680,156,framenr_6_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
6,7,912,714,142,framenr_7_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
7,8,942,684,149,framenr_8_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
8,9,908,674,155,framenr_9_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
9,10,1478,718,249,framenr_10_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
10,11,972,684,186,framenr_11_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
11,12,898,670,216,framenr_12_framevid__Opp_June_15_Session_1_zoom_syncedboom_1_1_fajar,25.0
