,frame,x,y,r,name,sample_rate
0,1,1686,470,196,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
1,2,1658,578,180,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
2,3,1674,588,169,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
3,4,1674,606,156,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
4,5,1548,182,104,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
5,6,1526,206,135,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
6,7,832,570,115,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
7,8,838,568,116,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
8,9,844,552,130,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
9,10,1546,270,151,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
10,11,850,544,134,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
11,12,840,532,151,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
12,13,830,554,136,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_15_10_fajar,25.0
