,frame,x,y,r,name,sample_rate
0,1,1524,746,198,framenr_1_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
1,2,1518,736,202,framenr_2_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
2,3,1214,690,213,framenr_3_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
3,4,1564,776,225,framenr_4_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
4,5,1524,744,200,framenr_5_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
5,6,1564,800,209,framenr_6_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
6,7,1456,242,213,framenr_7_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
7,8,1564,788,215,framenr_8_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
8,9,1494,162,232,framenr_9_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
9,10,1420,184,163,framenr_10_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
10,11,1558,736,228,framenr_11_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
11,12,1350,178,220,framenr_12_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
12,13,1580,804,213,framenr_13_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
13,14,1546,812,184,framenr_14_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
14,15,1534,780,182,framenr_15_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
15,16,1478,478,242,framenr_16_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
16,17,1100,208,58,framenr_17_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
17,18,1256,670,233,framenr_18_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
18,19,1254,636,202,framenr_19_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
19,20,1492,366,224,framenr_20_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
20,21,1274,644,215,framenr_21_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
21,22,1268,664,221,framenr_22_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
22,23,1270,672,223,framenr_23_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
23,24,1282,680,215,framenr_24_framevid__Opp_August_29_Session_1_zoom_syncedboom_23_1_1_Roger,50.0
