,frame,x,y,r,name,sample_rate
0,1,974,338,205,framenr_1_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
1,2,806,460,221,framenr_2_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
2,3,954,476,246,framenr_3_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
3,4,850,410,243,framenr_4_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
4,5,1418,906,155,framenr_5_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
5,6,628,898,171,framenr_6_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
6,7,1156,632,228,framenr_7_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
7,8,838,392,248,framenr_8_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
8,9,798,392,247,framenr_9_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
9,10,754,434,246,framenr_10_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
10,11,652,682,213,framenr_11_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
11,12,764,422,249,framenr_12_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
12,13,650,546,226,framenr_13_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
13,14,1328,794,249,framenr_14_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
14,15,1428,284,246,framenr_15_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
15,16,924,356,227,framenr_16_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
16,17,892,382,232,framenr_17_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
17,18,830,386,235,framenr_18_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
18,19,1032,318,230,framenr_19_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
19,20,902,546,237,framenr_20_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
20,21,784,402,233,framenr_21_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
21,22,1160,702,243,framenr_22_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
22,23,788,538,240,framenr_23_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
23,24,1150,726,240,framenr_24_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
24,25,682,394,245,framenr_25_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
25,26,764,392,249,framenr_26_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
26,27,834,558,249,framenr_27_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
27,28,804,394,249,framenr_28_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
28,29,682,286,235,framenr_29_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
29,30,748,464,184,framenr_30_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
30,31,826,438,240,framenr_31_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
31,32,762,840,218,framenr_32_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
32,33,1152,786,227,framenr_33_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
33,34,674,362,245,framenr_34_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
34,35,722,440,235,framenr_35_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
35,36,698,392,222,framenr_36_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
36,37,748,378,237,framenr_37_framevid__Opp_August_29_Session_1_zoom_syncedboom_21_8_5_Fajar,50.0
