,frame,x,y,r,name,sample_rate
0,1,1576,760,131,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
1,2,876,506,194,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
2,3,1628,486,211,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
3,4,1582,162,225,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
4,5,1470,376,134,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
5,6,1610,782,154,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
6,7,786,534,186,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
7,8,1566,954,116,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
8,9,1586,776,178,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
9,10,1704,804,98,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
10,11,1596,520,212,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_13_10_fajar,25.0
