,frame,x,y,r,name,sample_rate
0,1,1066,438,82,framenr_1_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
1,2,1066,438,82,framenr_2_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
2,3,1066,438,82,framenr_3_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
3,4,1066,438,82,framenr_4_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
4,5,1066,438,82,framenr_5_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
5,6,1066,438,82,framenr_6_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
6,7,1066,438,82,framenr_7_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
7,8,1066,438,82,framenr_8_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
8,9,1066,438,82,framenr_9_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
9,10,1066,438,82,framenr_10_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
10,11,1066,438,82,framenr_11_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
11,12,1066,438,82,framenr_12_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
12,13,1066,438,82,framenr_13_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
13,14,1066,438,82,framenr_14_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
14,15,1066,438,82,framenr_15_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
15,16,1050,500,83,framenr_16_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
16,17,1050,500,83,framenr_17_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
17,18,1050,500,83,framenr_18_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
18,19,1050,500,83,framenr_19_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
19,20,1050,500,83,framenr_20_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
20,21,1050,500,83,framenr_21_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
21,22,1050,500,83,framenr_22_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
22,23,1050,500,83,framenr_23_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
23,24,1050,500,83,framenr_24_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
24,25,1050,500,83,framenr_25_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
25,26,1050,500,83,framenr_26_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
26,27,1032,544,42,framenr_27_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
27,28,1038,520,77,framenr_28_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
28,29,1032,520,47,framenr_29_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
29,30,1058,516,20,framenr_30_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
30,31,1058,516,20,framenr_31_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
31,32,1058,516,20,framenr_32_framevid__Opp_August_20_Session_1_zoom_syncedboom_4_3_Pelangi,50.0
