,frame,x,y,r,name,sample_rate
0,1,342,178,161,framenr_1_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
1,2,702,826,245,framenr_2_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
2,3,284,804,234,framenr_3_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
3,4,920,762,205,framenr_4_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
4,5,1164,680,111,framenr_5_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
5,6,918,760,206,framenr_6_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
6,7,686,808,226,framenr_7_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
7,8,1032,708,218,framenr_8_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
8,9,276,824,220,framenr_9_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
9,10,654,818,190,framenr_10_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
10,11,896,764,200,framenr_11_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
11,12,884,772,196,framenr_12_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
12,13,694,788,235,framenr_13_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
13,14,970,664,160,framenr_14_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
14,15,1688,330,208,framenr_15_framevid__Opp_August_18_Session_1_zoom_syncedboom_9_5_5_Fajar,50.0
