,frame,x,y,r,name,sample_rate
0,1,258,234,240,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
1,2,304,804,149,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
2,3,368,654,190,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
3,4,376,806,214,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
4,5,386,810,227,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
5,6,568,928,221,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
6,7,368,818,221,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
7,8,360,624,245,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
8,9,318,768,241,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
9,10,370,820,218,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
10,11,1046,364,157,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
11,12,1030,348,181,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
12,13,1022,340,185,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
13,14,1050,374,151,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
14,15,1034,372,163,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
15,16,1018,362,181,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
16,17,1014,368,180,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
17,18,1012,370,181,framenr_18_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
18,19,1010,378,178,framenr_19_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
19,20,1026,396,155,framenr_20_framevid__Opp_June_16_Session_1_zoom_syncedboom_79_42_18_fajar,25.0
