,frame,x,y,r,name,sample_rate
0,1,978,288,235,framenr_1_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
1,2,1016,266,191,framenr_2_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
2,3,968,298,249,framenr_3_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
3,4,968,298,248,framenr_4_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
4,5,982,286,231,framenr_5_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
5,6,344,628,243,framenr_6_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
6,7,1016,268,192,framenr_7_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
7,8,884,380,242,framenr_8_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
8,9,986,286,226,framenr_9_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
9,10,988,284,225,framenr_10_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
10,11,970,298,247,framenr_11_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
11,12,986,286,227,framenr_12_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
12,13,986,284,227,framenr_13_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
13,14,292,592,188,framenr_14_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
14,15,286,588,182,framenr_15_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
15,16,318,628,232,framenr_16_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
16,17,1006,272,204,framenr_17_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
17,18,992,284,223,framenr_18_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
18,19,282,590,176,framenr_19_framevid__Opp_August_26_Session_1_zoom_syncedboom_1_1_Roger,50.0
