,frame,x,y,r,name,sample_rate
0,1,1316,564,104,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
1,2,1170,246,204,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
2,3,1464,862,92,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
3,4,1464,864,90,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
4,5,1312,824,245,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
5,6,1096,278,131,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
6,7,1262,508,103,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
7,8,1202,870,237,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
8,9,1224,846,245,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
9,10,1238,514,125,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
10,11,1172,828,204,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
11,12,1122,684,173,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
12,13,1352,892,188,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
13,14,1460,858,94,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
14,15,1244,508,120,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_46_9_10_fajar,25.0
