,frame,x,y,r,name,sample_rate
0,1,812,386,200,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
1,2,1746,554,95,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
2,3,778,364,192,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
3,4,1700,634,114,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
4,5,1420,292,196,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
5,6,792,430,161,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
6,7,784,448,148,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
7,8,780,440,164,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
8,9,816,434,200,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
9,10,794,450,170,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
10,11,824,438,205,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
11,12,804,456,181,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
12,13,824,460,205,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
13,14,818,488,184,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
14,15,794,520,154,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
15,16,804,520,170,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
16,17,822,502,199,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_17_10_fajar,25.0
