,frame,x,y,r,name,sample_rate
0,1,918,736,169,framenr_1_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
1,2,918,736,169,framenr_2_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
2,3,918,736,169,framenr_3_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
3,4,918,736,169,framenr_4_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
4,5,918,736,169,framenr_5_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
5,6,918,736,169,framenr_6_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
6,7,918,736,169,framenr_7_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
7,8,918,736,169,framenr_8_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
8,9,918,736,169,framenr_9_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
9,10,918,736,169,framenr_10_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
10,11,918,736,169,framenr_11_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
11,12,918,736,169,framenr_12_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
12,13,918,736,169,framenr_13_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
13,14,918,736,169,framenr_14_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
14,15,918,736,169,framenr_15_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
15,16,918,736,169,framenr_16_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
16,17,918,736,169,framenr_17_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
17,18,918,736,169,framenr_18_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
18,19,918,736,169,framenr_19_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
19,20,918,736,169,framenr_20_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
20,21,918,736,169,framenr_21_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
21,22,918,736,169,framenr_22_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
22,23,918,736,169,framenr_23_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
23,24,918,736,169,framenr_24_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
24,25,1066,444,28,framenr_25_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
25,26,1040,466,58,framenr_26_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
26,27,1066,438,82,framenr_27_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
27,28,1066,438,82,framenr_28_framevid__Opp_August_20_Session_1_zoom_syncedboom_3_3_Pelangi,50.0
