,frame,x,y,r,name,sample_rate
0,1,350,456,188,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
1,2,1008,374,168,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
2,3,1016,400,146,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
3,4,538,924,102,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
4,5,1014,384,147,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
5,6,400,610,233,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
6,7,354,782,206,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
7,8,238,800,200,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
8,9,648,834,236,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
9,10,226,828,171,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
10,11,880,712,94,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
11,12,364,802,232,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
12,13,368,814,221,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
13,14,288,248,219,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
14,15,246,678,246,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
15,16,636,876,200,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_78_41_18_fajar,25.0
