,frame,x,y,r,name,sample_rate
0,1,1076,310,183,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
1,2,1072,632,221,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
2,3,1068,636,225,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
3,4,1048,700,179,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
4,5,1072,644,225,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
5,6,1072,312,179,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
6,7,1000,264,178,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
7,8,1080,358,209,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
8,9,1056,372,180,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
9,10,1036,306,198,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
10,11,1010,368,158,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
11,12,1008,372,157,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
12,13,776,886,143,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
13,14,1008,386,148,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
14,15,1062,140,186,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
15,16,1114,358,244,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_73_36_17_fajar,25.0
