,frame,x,y,r,name,sample_rate
0,1,1676,798,215,framenr_1_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
1,2,1676,798,215,framenr_2_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
2,3,1676,798,215,framenr_3_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
3,4,1676,798,215,framenr_4_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
4,5,1676,798,215,framenr_5_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
5,6,1676,798,215,framenr_6_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
6,7,1676,798,215,framenr_7_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
7,8,1676,798,215,framenr_8_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
8,9,1676,798,215,framenr_9_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
9,10,1676,798,215,framenr_10_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
10,11,1676,798,215,framenr_11_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
11,12,1676,798,215,framenr_12_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
12,13,1676,798,215,framenr_13_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
13,14,1676,798,215,framenr_14_framevid__Opp_August_14_Session_1_zoom_syncedboom_2_3_2_Fajar,50.0
