,frame,x,y,r,name,sample_rate
0,1,1136,202,246,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
1,2,1352,702,164,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
2,3,1034,342,151,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
3,4,1204,880,249,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
4,5,1176,632,172,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
5,6,1300,802,157,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
6,7,1270,936,165,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
7,8,1272,938,160,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
8,9,1224,830,225,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
9,10,1254,436,240,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_38_17_fajar,25.0
