,frame,x,y,r,name,sample_rate
0,1,1474,886,195,framenr_1_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
1,2,1446,930,249,framenr_2_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
2,3,1470,902,214,framenr_3_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
3,4,1484,916,227,framenr_4_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
4,5,1676,512,222,framenr_5_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
5,6,1510,934,216,framenr_6_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
6,7,1660,272,240,framenr_7_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
7,8,1710,548,244,framenr_8_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
8,9,1696,324,226,framenr_9_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
9,10,1300,510,247,framenr_10_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
10,11,1284,592,228,framenr_11_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
11,12,1336,498,213,framenr_12_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
12,13,1322,504,228,framenr_13_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
13,14,1322,558,227,framenr_14_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
14,15,1274,580,249,framenr_15_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
15,16,1262,586,237,framenr_16_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
16,17,1264,602,247,framenr_17_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
17,18,1264,614,249,framenr_18_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
18,19,1256,600,238,framenr_19_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
19,20,1288,596,245,framenr_20_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
20,21,1244,636,219,framenr_21_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
21,22,1330,518,225,framenr_22_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
22,23,1252,628,249,framenr_23_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
23,24,1240,644,217,framenr_24_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
24,25,1324,528,210,framenr_25_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
25,26,1238,630,238,framenr_26_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
26,27,1316,534,220,framenr_27_framevid__Opp_August_29_Session_1_zoom_syncedboom_22_3_2_Roger,50.0
