,frame,x,y,r,name,sample_rate
0,1,310,340,225,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
1,2,862,374,243,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
2,3,280,752,208,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
3,4,278,760,208,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
4,5,290,654,176,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
5,6,276,352,202,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
6,7,262,358,191,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
7,8,674,790,243,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
8,9,344,654,244,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
9,10,332,608,243,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
10,11,498,728,216,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
11,12,340,656,242,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
12,13,332,646,236,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
13,14,234,364,173,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
14,15,266,360,205,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
15,16,624,438,124,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
16,17,664,742,196,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_87_50_21_fajar,25.0
