,frame,x,y,r,name,sample_rate
0,1,910,744,116,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
1,2,962,814,206,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
2,3,650,276,194,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
3,4,842,688,188,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
4,5,660,324,195,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
5,6,674,784,182,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
6,7,672,332,210,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
7,8,674,260,168,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
8,9,736,178,166,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
9,10,832,586,201,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
10,11,646,274,194,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
11,12,898,674,249,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
12,13,698,278,247,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
13,14,668,328,209,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_69_32_17_fajar,25.0
