,frame,x,y,r,name,sample_rate
0,1,1348,548,74,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
1,2,1224,522,147,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
2,3,1232,518,138,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
3,4,1194,262,202,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
4,5,1318,568,105,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
5,6,1358,906,158,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
6,7,1242,514,126,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
7,8,1102,286,138,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
8,9,1118,286,125,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
9,10,1248,512,122,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
10,11,1286,894,171,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_8_10_fajar,25.0
