,frame,x,y,r,name,sample_rate
0,1,260,670,240,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
1,2,440,574,247,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
2,3,640,406,245,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
3,4,702,442,184,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
4,5,720,434,180,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
5,6,700,426,205,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
6,7,690,424,221,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
7,8,688,422,231,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
8,9,700,442,219,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
9,10,704,448,212,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
10,11,714,448,204,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
11,12,730,462,181,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
12,13,746,464,162,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
13,14,716,442,194,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_89_52_23_fajar,25.0
