,frame,x,y,r,name,sample_rate
0,1,1640,638,168,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
1,2,1562,564,162,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
2,3,1598,670,105,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
3,4,1598,288,129,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
4,5,1652,628,160,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
5,6,1684,504,189,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
6,7,1530,212,105,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
7,8,1672,512,203,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
8,9,830,538,113,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
9,10,1654,638,160,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
10,11,1408,156,79,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
11,12,842,552,123,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
12,13,1598,320,130,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
13,14,1656,660,166,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_49_12_10_fajar,25.0
