,frame,x,y,r,name,sample_rate
0,1,120,274,173,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
1,2,344,804,235,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
2,3,554,756,222,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
3,4,558,778,247,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
4,5,496,872,169,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
5,6,194,816,92,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
6,7,414,884,221,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
7,8,628,934,111,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
8,9,428,860,184,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
9,10,166,722,195,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
10,11,618,960,93,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
11,12,610,952,75,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
12,13,1550,812,48,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
13,14,1568,846,84,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
14,15,162,308,133,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
15,16,728,998,93,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_48_21_fajar,25.0
