,frame,x,y,r,name,sample_rate
0,1,1386,334,163,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
1,2,798,506,177,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
2,3,864,510,238,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
3,4,840,552,188,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
4,5,1610,518,235,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
5,6,880,520,216,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
6,7,1534,252,115,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
7,8,870,516,228,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
8,9,864,522,220,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
9,10,874,522,226,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
10,11,862,532,215,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
11,12,872,532,225,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_58_21_11_roger,25.0
