,frame,x,y,r,name,sample_rate
0,1,182,860,144,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
1,2,356,910,153,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
2,3,814,460,215,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
3,4,316,686,232,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
4,5,314,726,232,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
5,6,766,458,212,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
6,7,226,726,62,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
7,8,248,960,79,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
8,9,180,46,90,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
9,10,670,554,121,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
10,11,808,492,219,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
11,12,184,714,116,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
12,13,314,660,242,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
13,14,310,658,249,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
14,15,816,448,219,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
15,16,774,478,161,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_84_47_20_fajar,25.0
