,frame,x,y,r,name,sample_rate
0,1,1162,240,189,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
1,2,1168,236,195,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
2,3,1204,272,233,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
3,4,1124,282,129,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
4,5,1242,508,131,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
5,6,1294,800,233,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
6,7,1272,558,152,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
7,8,1116,282,130,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
8,9,1344,576,171,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
9,10,1118,284,130,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
10,11,1124,288,127,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
11,12,1144,270,173,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
12,13,962,582,159,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
13,14,1274,570,155,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
14,15,1124,284,127,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_6_10_fajar,25.0
