,frame,x,y,r,name,sample_rate
0,1,622,296,245,framenr_1_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
1,2,616,282,240,framenr_2_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
2,3,628,316,235,framenr_3_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
3,4,598,252,235,framenr_4_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
4,5,626,324,235,framenr_5_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
5,6,630,314,249,framenr_6_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
6,7,584,206,181,framenr_7_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
7,8,624,320,247,framenr_8_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
8,9,578,224,171,framenr_9_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
9,10,562,256,230,framenr_10_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
10,11,596,306,224,framenr_11_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
11,12,848,300,120,framenr_12_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
12,13,602,272,245,framenr_13_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
13,14,580,288,216,framenr_14_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
14,15,1010,686,143,framenr_15_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
15,16,560,234,216,framenr_16_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
16,17,852,308,111,framenr_17_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
17,18,852,310,110,framenr_18_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
18,19,550,224,210,framenr_19_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
19,20,1646,456,179,framenr_20_framevid__Opp_August_20_Session_1_zoom_syncedboom_9_7_Pelangi,50.0
