,frame,x,y,r,name,sample_rate
0,1,518,836,247,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
1,2,486,284,227,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
2,3,578,344,242,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
3,4,536,838,228,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
4,5,524,292,192,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
5,6,558,508,191,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
6,7,540,304,208,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
7,8,632,314,236,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
8,9,568,850,200,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
9,10,522,836,244,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
10,11,570,812,219,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
11,12,560,844,204,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
12,13,556,838,208,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
13,14,536,306,208,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
14,15,548,824,234,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
15,16,556,830,208,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
16,17,526,828,233,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
17,18,526,308,193,framenr_18_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
18,19,534,850,210,framenr_19_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
19,20,530,314,193,framenr_20_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
20,21,638,316,236,framenr_21_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
21,22,538,846,210,framenr_22_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
22,23,558,308,220,framenr_23_framevid__Opp_June_16_Session_1_zoom_syncedboom_5_10_fajar,25.0
