,frame,x,y,r,name,sample_rate
0,1,280,756,213,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
1,2,372,634,242,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
2,3,406,722,230,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
3,4,680,782,246,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
4,5,306,734,212,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
5,6,310,730,213,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
6,7,738,750,214,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
7,8,772,790,239,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
8,9,240,450,169,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
9,10,494,88,200,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
10,11,406,734,129,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
11,12,740,730,189,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
12,13,730,748,210,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
13,14,374,312,249,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
14,15,710,764,238,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
15,16,718,768,235,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_86_49_21_fajar,25.0
