,frame,x,y,r,name,sample_rate
0,1,706,402,162,framenr_1_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
1,2,706,402,162,framenr_2_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
2,3,706,402,162,framenr_3_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
3,4,706,402,162,framenr_4_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
4,5,706,402,162,framenr_5_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
5,6,706,402,162,framenr_6_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
6,7,706,402,162,framenr_7_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
7,8,706,402,162,framenr_8_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
8,9,706,402,162,framenr_9_framevid__Opp_June_13_Session_1_zoom_syncedboom_35_8_4_Baju,25.0
