,frame,x,y,r,name,sample_rate
0,1,758,396,229,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
1,2,810,438,168,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
2,3,1190,504,247,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
3,4,1202,520,234,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
4,5,778,824,186,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
5,6,798,436,177,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
6,7,1192,544,236,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
7,8,1198,516,231,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
8,9,1200,540,225,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
9,10,1174,558,249,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
10,11,1186,560,238,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_71_34_17_fajar,25.0
