,frame,x,y,r,name,sample_rate
0,1,146,812,157,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
1,2,966,196,154,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
2,3,144,664,148,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
3,4,138,834,161,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
4,5,260,370,159,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
5,6,494,768,249,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
6,7,168,838,137,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
7,8,162,786,132,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
8,9,152,820,173,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
9,10,448,628,190,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
10,11,218,896,205,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
11,12,184,864,161,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
12,13,172,802,164,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
13,14,878,272,235,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
14,15,436,774,171,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_39_18_fajar,25.0
