,frame,x,y,r,name,sample_rate
0,1,430,864,214,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
1,2,434,140,244,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
2,3,302,584,152,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
3,4,434,264,241,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
4,5,408,870,223,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
5,6,370,864,197,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
6,7,686,556,248,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
7,8,456,294,136,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
8,9,694,578,242,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
9,10,410,342,116,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
10,11,546,572,213,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
11,12,656,672,154,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
12,13,330,618,156,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
13,14,442,234,211,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_41_4_8_fajar,25.0
