"radius,""x"",""y"",""frame_number"",""videofile"",""normalization_value"",""norm_radius"""
"94.3982644892973,""782.860798129019"",""705.272944023249"",""79"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.1423546403663"
"93.1242701558419,""787.579936707096"",""703.734580674974"",""80"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.12693747834011"
"94.9479362936567,""786.062352559262"",""700.084434181139"",""81"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.14900645901769"
"93.9365521417659,""789.426310836771"",""698.712863735488"",""82"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.13676725753071"
"95.8623386396907,""788.138714881142"",""698.321513078541"",""83"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.16007204130148"
"92.7759497050594,""789.659295978417"",""698.325014283618"",""84"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.12272230038701"
"94.8336624579612,""787.834550924176"",""694.532026961071"",""85"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.14762358140669"
"94.7931134863769,""787.615697730267"",""693.111885049048"",""86"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.14713288058606"
"92.9540189637205,""789.831627309765"",""694.140476775146"",""87"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.12487719428298"
"93.3042044533809,""789.651755198625"",""695.76994165208"",""88"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.12911494188636"
"95.0366701439979,""789.178261572458"",""695.470139849366"",""89"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.15008026610772"
"94.8742988055997,""790.083426095939"",""698.213062444797"",""90"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.14811533960313"
"93.8881246802868,""789.252965833186"",""701.071809040939"",""91"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.13618121566182"
"93.614885145422,""788.601964357317"",""702.226365706634"",""92"",""example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv"",82.6348151035024,1.13287462467444"
