,x,y,r,inputfile
0,927.0045517355387,763.0230447695789,255.98943434085157,framenr_1_framevid_example5
1,935.5941543707987,759.4184286575332,264.01951194818236,framenr_2_framevid_example5
2,933.5028829502942,757.8493054075022,260.71002144439933,framenr_3_framevid_example5
3,933.69811636246,760.3608264440531,257.17139227168144,framenr_4_framevid_example5
4,936.3601118514576,756.778463366191,263.85774694150456,framenr_5_framevid_example5
5,923.8844233194591,742.4768640689815,266.7797805545812,framenr_6_framevid_example5
6,908.1126396770237,736.7315791842938,264.5587538857983,framenr_7_framevid_example5
7,912.7149081196585,741.7795605392685,274.0777191341447,framenr_8_framevid_example5
8,921.2764491757388,741.1486293983363,275.0571912076349,framenr_9_framevid_example5
9,910.2924383099268,759.5601093801569,245.98547371906375,framenr_10_framevid_example5
10,892.9816044699642,797.2345646221162,226.0694593022314,framenr_11_framevid_example5
11,888.266917508972,774.9010178686937,241.98147523903577,framenr_12_framevid_example5
12,889.272895643584,696.8949374161523,255.3582723284486,framenr_13_framevid_example5
13,880.8680526184314,653.8915350595071,242.13054540775366,framenr_14_framevid_example5
14,873.4097893760593,637.9450448767665,235.08188556775133,framenr_15_framevid_example5
15,888.0533016791534,642.0271159336613,258.5073829325987,framenr_16_framevid_example5
16,901.9313052709932,706.0874474674289,277.27465111326285,framenr_17_framevid_example5
17,880.951394009749,722.9860534970423,253.075884402417,framenr_18_framevid_example5
18,851.0319983761017,610.0650965495256,217.58588853062238,framenr_19_framevid_example5
19,845.3065628135892,512.4248188624335,217.31382984915217,framenr_20_framevid_example5
20,847.691200598835,531.8243703293203,229.80422079064553,framenr_21_framevid_example5
21,846.2766252182784,603.2955777815099,224.57572931721225,framenr_22_framevid_example5
22,854.948592310656,662.0459411367809,232.06857286333488,framenr_23_framevid_example5
23,878.3342143660634,666.5770758660668,258.763387349854,framenr_24_framevid_example5
24,904.6159562454325,627.6970159171731,252.68836766988696,framenr_25_framevid_example5
25,906.1071161554258,637.3068192880444,227.0431126890125,framenr_26_framevid_example5
26,866.153356450465,703.71453543332,244.1842825627687,framenr_27_framevid_example5
27,833.2838678474637,745.9906080487701,268.368868882018,framenr_28_framevid_example5
28,858.4790440720667,765.7090578653389,244.42360773672274,framenr_29_framevid_example5
29,879.72880138834,769.9946726404055,226.93448218020015,framenr_30_framevid_example5
30,831.6034553958236,709.618302753288,254.55807363718813,framenr_31_framevid_example5
31,793.9845211622813,643.1961118496209,277.97796131443437,framenr_32_framevid_example5
32,833.7288978790497,673.6465367719208,276.2764136719421,framenr_33_framevid_example5
33,879.6583931334026,759.248705827203,263.7062237599073,framenr_34_framevid_example5
34,880.6278026034661,777.7840752789197,252.00297544274187,framenr_35_framevid_example5
35,853.2389985491897,681.7035929769448,274.61024261028905,framenr_36_framevid_example5
36,809.1853306761013,590.3773063257133,309.3702474514585,framenr_37_framevid_example5
37,793.6946205101481,650.036386677635,281.3303331561679,framenr_38_framevid_example5
38,838.5572070069964,762.3890834654638,229.72303848434564,framenr_39_framevid_example5
39,883.0122560596612,761.2130571702664,240.18105575755038,framenr_40_framevid_example5
40,884.1629250682179,718.4967189255267,269.1048665404749,framenr_41_framevid_example5
41,876.1315158375355,729.9129289176174,265.02005035201626,framenr_42_framevid_example5
42,874.7032827144517,740.3418241732934,261.76559856263253,framenr_43_framevid_example5
43,862.4761392609622,741.837168833991,251.4586543874339,framenr_44_framevid_example5
44,845.4835750718446,768.8736678004764,217.16794892291907,framenr_45_framevid_example5
45,843.269047446815,773.9250603183979,216.3169159451179,framenr_46_framevid_example5
46,845.6519640847589,750.4498343520272,244.15553746348482,framenr_47_framevid_example5
47,830.7943883925202,759.6775727286814,228.10933851224058,framenr_48_framevid_example5
48,821.6806902354377,772.0978491542314,210.60316484321197,framenr_49_framevid_example5
49,841.8139743216547,738.4527751440639,252.41694256419578,framenr_50_framevid_example5
50,849.9169807971706,723.0935011519574,269.21831923894734,framenr_51_framevid_example5
51,832.4587782011946,751.9508335687331,232.8246584151726,framenr_52_framevid_example5
52,836.9435532234526,747.4444704489148,243.84773566853715,framenr_53_framevid_example5
53,848.6444929145637,717.9931722578359,274.65071800410396,framenr_54_framevid_example5
54,827.2220472566723,740.3056334462183,235.40104150208958,framenr_55_framevid_example5
55,806.0933245309667,788.5762530130164,193.33968466365627,framenr_56_framevid_example5
56,807.062565242214,786.5641838491721,203.90483330468783,framenr_57_framevid_example5
57,811.7850631456672,720.1940138123988,213.7468640705159,framenr_58_framevid_example5
58,822.6370668433839,642.54421285503,223.22749451598182,framenr_59_framevid_example5
59,825.3182501197623,627.8138224710065,244.53246233763937,framenr_60_framevid_example5
60,806.4166721115294,657.8322890524249,231.98594453950975,framenr_61_framevid_example5
61,804.8894431712096,642.2893104514454,202.94560279411093,framenr_62_framevid_example5
62,825.5337590675501,622.0666610235204,209.1006661386741,framenr_63_framevid_example5
63,819.1693991851738,699.131415263488,219.14372421826212,framenr_64_framevid_example5
64,793.8227803405055,793.0930529460667,204.44335151337586,framenr_65_framevid_example5
65,800.555650292333,790.285754884256,204.78132533162633,framenr_66_framevid_example5
66,828.9836978436186,758.4146563151695,226.14495448978056,framenr_67_framevid_example5
67,834.4915279323867,768.0031243764221,230.04367514892078,framenr_68_framevid_example5
68,827.3087647791008,775.5230687176868,217.87395518451865,framenr_69_framevid_example5
69,836.512633231246,769.2117441709685,206.4352067620026,framenr_70_framevid_example5
70,839.2804377406144,777.5377578548412,193.31188885791246,framenr_71_framevid_example5
71,821.3778471239539,781.8575023953118,192.2135698941148,framenr_72_framevid_example5
72,821.8908655151114,768.5751273400876,209.77041005198544,framenr_73_framevid_example5
73,840.0048393912373,762.9210935529106,221.52173227380516,framenr_74_framevid_example5
74,829.8235015067404,764.098104188716,226.84215179896748,framenr_75_framevid_example5
75,812.2055224290226,751.9989023794213,241.9105170093768,framenr_76_framevid_example5
