,x,y,r,inputfile
0,1090.9863332398145,595.9736458294994,164.02568120629354,framenr_1_framevid_example7
1,1093.8957565152655,587.8824901804134,170.77447454160838,framenr_2_framevid_example7
2,1096.413766074128,582.3618423192066,175.97519884758736,framenr_3_framevid_example7
3,1098.383584423617,581.0364396343904,178.8470969866109,framenr_4_framevid_example7
4,1099.977408158665,584.0597198446238,179.72238035449308,framenr_5_framevid_example7
5,1101.5720217243343,590.2035145684667,179.79456106028906,framenr_6_framevid_example7
6,1103.4728713052443,597.5023532321043,180.38734830114936,framenr_7_framevid_example7
7,1105.6434501702877,604.1345640725917,182.12972549559896,framenr_8_framevid_example7
8,1107.60587395892,609.1284393639701,184.4866960865556,framenr_9_framevid_example7
9,1108.5935855491412,612.5847883287427,185.92494048492713,framenr_10_framevid_example7
10,1107.9009649462064,615.3529340562013,184.67093727746848,framenr_11_framevid_example7
11,1105.2597454274037,618.3634828392687,179.7073568766183,framenr_12_framevid_example7
12,1101.042574974512,621.9787642227897,171.51059596523268,framenr_13_framevid_example7
13,1096.1703823076082,625.6975304712229,162.13430341519395,framenr_14_framevid_example7
14,1091.7467928775827,628.3616233689224,154.5453328712226,framenr_15_framevid_example7
15,1088.5849911909827,628.7559314670256,151.47509306327282,framenr_16_framevid_example7
16,1086.8550591444248,626.2963277402134,154.28819989073907,framenr_17_framevid_example7
17,1086.0275428012428,621.4578291021866,162.37591013612726,framenr_18_framevid_example7
18,1085.1459377263116,615.7235061774011,173.3509546351452,framenr_19_framevid_example7
19,1083.2989652556255,611.0668457536119,183.9627405048411,framenr_20_framevid_example7
20,1080.0654871027891,609.201464418431,191.3352874136181,framenr_21_framevid_example7
21,1075.7204063139036,610.9368380059667,193.9995262848262,framenr_22_framevid_example7
22,1071.109867661522,615.9215307712246,192.3008093101796,framenr_23_framevid_example7
23,1067.2659925627565,622.8699815782037,188.05281275463545,framenr_24_framevid_example7
24,1064.9528696805244,630.1482599079037,183.64078861663515,framenr_25_framevid_example7
25,1064.3576337911568,636.4431990955266,180.9985619535236,framenr_26_framevid_example7
26,1065.0573906250916,641.2239346387413,180.90191121731826,framenr_27_framevid_example7
27,1066.2523533209828,644.8229992355591,182.84175215573168,framenr_28_framevid_example7
28,1067.1316772327025,648.1506630983185,185.45966297937392,framenr_29_framevid_example7
29,1067.1910674513565,652.2182094268691,187.28152428514403,framenr_30_framevid_example7
30,1066.3663818037237,657.7089417193447,187.38250059643232,framenr_31_framevid_example7
31,1064.9527070709933,664.7788715682101,185.6930538620279,framenr_32_framevid_example7
32,1063.3840918924868,673.1312553014394,182.859407055444,framenr_33_framevid_example7
33,1062.002304519101,682.2665296578044,179.7948329566049,framenr_34_framevid_example7
34,1060.9244209809058,691.7347702803471,177.19119453896138,framenr_35_framevid_example7
35,1060.0494079011798,701.2447655881623,175.24574094647647,framenr_36_framevid_example7
36,1059.1675872989542,710.5903037495285,173.7153601442942,framenr_37_framevid_example7
37,1058.0949329391833,719.4767342103016,172.2216292327976,framenr_38_framevid_example7
38,1056.7620552136866,727.3986325347007,170.59655250931152,framenr_39_framevid_example7
39,1055.230626364555,733.692778142865,169.04920665883753,framenr_40_framevid_example7
40,1053.6558026217645,737.7827253705609,168.0486027866393,framenr_41_framevid_example7
41,1052.2341734878673,739.5018451416745,167.99215721715996,framenr_42_framevid_example7
42,1051.1657774047353,739.306129082323,168.86482787370895,framenr_43_framevid_example7
43,1050.6308912280913,738.21614516362,170.1139013383521,framenr_44_framevid_example7
44,1050.7623408101601,737.4546183339112,170.85317392376302,framenr_45_framevid_example7
45,1051.5984178044394,737.9116561859383,170.32419770301968,framenr_46_framevid_example7
46,1053.0269962231098,739.6861162592692,168.38145468712494,framenr_47_framevid_example7
47,1054.757846702289,741.9497992855078,165.72432025187427,framenr_48_framevid_example7
48,1056.3642094268541,743.2488273990332,163.70469229192602,framenr_49_framevid_example7
49,1057.4067731702826,742.1495493583923,163.7493117969908,framenr_50_framevid_example7
50,1057.605383039969,737.9543091146979,166.64549849300266,framenr_51_framevid_example7
51,1056.9839686590742,731.1502358931959,172.03738583652608,framenr_52_framevid_example7
52,1055.9095319712135,723.3525841517593,178.40757237892055,framenr_53_framevid_example7
53,1054.9857444093745,716.725660732068,183.60222235169417,framenr_54_framevid_example7
54,1054.8295866120664,713.1082406186489,185.69721553337422,framenr_55_framevid_example7
55,1055.8213247011424,713.2199720018377,183.82663265574396,framenr_56_framevid_example7
56,1057.9400384671742,716.3053219819475,178.59303457842162,framenr_57_framevid_example7
57,1060.7642124684548,720.3862866772203,171.85842504855663,framenr_58_framevid_example7
58,1063.6430303631255,723.0275723156341,165.99369362074967,framenr_59_framevid_example7
59,1065.9643841987804,722.2912708688792,162.91155094713724,framenr_60_framevid_example7
60,1067.3995710512993,717.4763993921893,163.30666803341828,framenr_61_framevid_example7
61,1068.015313028412,709.3381297393565,166.43089083837404,framenr_62_framevid_example7
62,1068.2062422221265,699.7140138259686,170.48726460909714,framenr_63_framevid_example7
63,1068.4850727100054,690.7419534043348,173.4493015118895,framenr_64_framevid_example7
64,1069.2328694622465,684.0208313723795,173.92966896945055,framenr_65_framevid_example7
65,1070.5273280821423,680.069035421288,171.7160398355095,framenr_66_framevid_example7
66,1072.1263397309763,678.2841728840691,167.7583111288968,framenr_67_framevid_example7
67,1073.6077726542487,677.3749465699699,163.64831615478795,framenr_68_framevid_example7
68,1074.5914227435396,676.0316923469503,160.85952010685637,framenr_69_framevid_example7
