,x,y,r,inputfile
0,858.0153423154999,580.0246788312751,288.0300294957949,framenr_1_framevid_example2
1,838.5950942903493,585.7925768937612,272.98439251638735,framenr_2_framevid_example2
2,827.6455032871935,536.9590302658341,278.1121625436605,framenr_3_framevid_example2
3,818.8747763147521,518.5524372094138,281.55140052421075,framenr_4_framevid_example2
4,828.0060470297865,617.6516041654606,255.63906584536437,framenr_5_framevid_example2
5,841.3400821134838,672.8011490622059,244.15224130797068,framenr_6_framevid_example2
6,827.0643820364697,595.5928556930212,274.3856909939544,framenr_7_framevid_example2
7,818.9112425569675,598.9795176760148,277.3063699105798,framenr_8_framevid_example2
8,838.2484320128972,680.4320217591438,243.20941900822334,framenr_9_framevid_example2
9,844.5306241059506,627.5934087885473,247.57924416240132,framenr_10_framevid_example2
10,828.3228515940904,524.256099103227,273.59216828185237,framenr_11_framevid_example2
11,807.2848956295375,512.8465476284445,264.6819059672877,framenr_12_framevid_example2
12,790.0713949265765,530.7969620132744,257.36024337145903,framenr_13_framevid_example2
13,806.5126654300154,571.4856237471711,272.7348124445431,framenr_14_framevid_example2
14,855.030690697792,656.6291154686669,264.0447843960941,framenr_15_framevid_example2
15,866.8677253044951,687.1620785903689,236.40836467293053,framenr_16_framevid_example2
16,830.3777391919331,633.1720160264412,234.43416258985877,framenr_17_framevid_example2
17,833.6263399643428,624.8102298053881,255.92341395130973,framenr_18_framevid_example2
18,893.4977887033438,704.6353550658142,280.7653005230239,framenr_19_framevid_example2
19,907.2922099298274,707.8567146719247,288.6506833910005,framenr_20_framevid_example2
20,851.1849023654961,581.1647278749144,253.2387162489627,framenr_21_framevid_example2
21,820.4014823195818,504.61810161370806,200.99553107674686,framenr_22_framevid_example2
22,840.7208322299023,513.3842678902367,191.53012477660843,framenr_23_framevid_example2
23,851.2817125399955,509.2691610344717,217.64670535717224,framenr_24_framevid_example2
24,836.8078542395955,580.6614141375048,229.66048568434934,framenr_25_framevid_example2
25,825.0530440164715,740.0018279063927,221.97873790835212,framenr_26_framevid_example2
26,825.7342863153073,751.6290981240631,219.13333147644144,framenr_27_framevid_example2
27,832.3246960367086,589.4844665284493,227.1362645738297,framenr_28_framevid_example2
28,833.423795901313,501.25243894527847,231.96730326548482,framenr_29_framevid_example2
29,824.0922169965227,587.7531282385312,221.9301169802539,framenr_30_framevid_example2
30,812.6624856641915,742.1670362524341,205.1583184065306,framenr_31_framevid_example2
31,805.9961542698092,811.1861725134821,199.13977527763467,framenr_32_framevid_example2
32,806.739240365672,722.4673070403395,206.4435252285394,framenr_33_framevid_example2
33,814.4258196595022,626.2379369153854,217.83608394972333,framenr_34_framevid_example2
34,818.6158239230277,698.325035750013,225.5419672560513,framenr_35_framevid_example2
35,816.71078077356,806.8173664262788,222.08640776009779,framenr_36_framevid_example2
36,818.845051714748,732.4760324787736,215.2881944901016,framenr_37_framevid_example2
37,820.706933717729,571.9837781385181,227.92887322632032,framenr_38_framevid_example2
38,817.8905352908816,540.9508207103831,240.35122304755598,framenr_39_framevid_example2
39,823.7976716341976,567.6290765785318,212.22614175793507,framenr_40_framevid_example2
40,826.291463865778,502.4112446732447,188.2414051143515,framenr_41_framevid_example2
41,801.5309645234004,482.3246593596007,227.0539525850851,framenr_42_framevid_example2
42,789.8598630371155,597.3414234894005,262.6947902616579,framenr_43_framevid_example2
43,833.3477141399406,653.0764986187086,227.5472801502638,framenr_44_framevid_example2
44,869.5696919558908,650.4576917441096,189.65924786302963,framenr_45_framevid_example2
45,847.5616491652295,736.5153512798813,205.8373948665564,framenr_46_framevid_example2
46,842.034959274706,732.6428996126549,216.16441656772025,framenr_47_framevid_example2
47,885.9248277958055,569.5511523985043,191.65278143382685,framenr_48_framevid_example2
48,888.100735695814,556.8872331724161,195.56108175134406,framenr_49_framevid_example2
49,834.7799767075055,722.3237297543824,232.667357411891,framenr_50_framevid_example2
50,812.5742626739006,793.3363452937208,238.72452356619553,framenr_51_framevid_example2
51,827.8039288566113,748.7746244680293,229.8993297531136,framenr_52_framevid_example2
52,838.0199389447487,736.1832812809794,238.0783087100362,framenr_53_framevid_example2
53,835.9793328007939,801.6682653981804,199.1905538990502,framenr_54_framevid_example2
54,805.4501890394536,841.5361980041738,123.807646103335,framenr_55_framevid_example2
55,803.0338165508336,734.4595565423801,138.63281192056968,framenr_56_framevid_example2
56,953.7193307719606,611.9674043624624,234.23931971961463,framenr_57_framevid_example2
57,1148.3069491726374,625.6514663895605,287.0519719597981,framenr_58_framevid_example2
58,1112.1568189840268,635.080039926313,287.29261554155767,framenr_59_framevid_example2
59,902.8429288114046,609.2668615462272,273.4819139602924,framenr_60_framevid_example2
60,817.4229284827139,701.5187621771881,231.759497967519,framenr_61_framevid_example2
61,865.8887951883889,806.827298524809,192.41855520944338,framenr_62_framevid_example2
62,874.7423627319,783.203590211202,200.42765490352082,framenr_63_framevid_example2
63,858.634434636619,752.8795371543761,214.9396898680206,framenr_64_framevid_example2
64,888.9359716055578,776.5815445994945,196.8639296741156,framenr_65_framevid_example2
65,920.5266773845652,772.2342080563043,178.5409455605851,framenr_66_framevid_example2
66,923.12836230987,749.4430084173985,182.20339003290817,framenr_67_framevid_example2
67,924.8552005466692,748.2324697817892,189.2336939353678,framenr_68_framevid_example2
68,932.0811683855283,746.0155208446542,188.87338933705817,framenr_69_framevid_example2
69,937.6985015556729,735.2323768793875,186.11770809639432,framenr_70_framevid_example2
70,942.129318988758,727.2530970233582,185.84337632294978,framenr_71_framevid_example2
71,940.8498078807128,720.0861203288205,190.60959373699873,framenr_72_framevid_example2
72,935.3654393333858,717.5385458184155,195.6492168578556,framenr_73_framevid_example2
73,933.9203874541042,720.6006138553311,194.3281964404414,framenr_74_framevid_example2
74,934.8429881125912,718.9024952041614,191.32777064994892,framenr_75_framevid_example2
75,934.5276488471673,715.6912111085175,191.22693290308462,framenr_76_framevid_example2
76,935.6768435811778,720.0625999482713,187.63335446554072,framenr_77_framevid_example2
77,934.8423819558294,721.8639454305295,182.63147552165265,framenr_78_framevid_example2
78,926.0668066711115,712.2786514117361,188.61351940574107,framenr_79_framevid_example2
79,916.9807062293199,705.5650334867007,199.4465563185744,framenr_80_framevid_example2
80,916.5250771878158,710.569836181753,198.88312381226396,framenr_81_framevid_example2
81,919.3064932948741,713.481681874131,192.16290428223107,framenr_82_framevid_example2
82,921.6709409950325,710.5523308546352,188.1289412324132,framenr_83_framevid_example2
83,924.1211261886499,712.3085134653563,183.27985975284173,framenr_84_framevid_example2
84,914.9587763195467,710.3624120633921,187.77633019962676,framenr_85_framevid_example2
85,899.6289832448434,701.5526776308253,201.19244241766043,framenr_86_framevid_example2
86,908.3929044188914,707.9450400721264,192.0597554209883,framenr_87_framevid_example2
87,921.7887852872234,710.7956798740622,180.24902602425217,framenr_88_framevid_example2
88,892.9039617636096,668.4265065644144,219.12286707091658,framenr_89_framevid_example2
89,861.6936433487475,622.8245905819904,260.34369989270255,framenr_90_framevid_example2
90,885.6188356225709,633.3215408660317,234.7521426134334,framenr_91_framevid_example2
91,917.9674594788195,658.770215806557,199.71978936830826,framenr_92_framevid_example2
92,911.6734701083767,649.6164044891575,211.56843790490905,framenr_93_framevid_example2
93,902.8614238201906,631.6575974972512,223.1029481807672,framenr_94_framevid_example2
94,909.3207516171638,624.7739119746569,211.75111503197667,framenr_95_framevid_example2
95,907.1768711091923,615.3666186582208,211.18770743119842,framenr_96_framevid_example2
96,899.1858198512934,606.1153587582809,220.4125204358239,framenr_97_framevid_example2
97,897.419800587225,604.9518834697855,220.76546761593278,framenr_98_framevid_example2
98,898.6680040212757,606.4333834639933,218.87025526357863,framenr_99_framevid_example2
99,907.3398930965367,608.3319492958465,218.74591307560596,framenr_100_framevid_example2
100,920.9693487010634,606.331592493785,219.01727692742918,framenr_101_framevid_example2
101,919.8168763170306,592.271278425236,228.2073952085666,framenr_102_framevid_example2
102,907.2810973918754,577.5600006877636,239.1077998520644,framenr_103_framevid_example2
