,x,y,r,inputfile
0,928.9690329828957,596.0087343484139,184.01945786444458,framenr_1_framevid_example8
1,919.6399168238481,663.1218211145577,236.25289482974452,framenr_2_framevid_example8
2,916.9600144677762,705.0800754201323,232.23623289311925,framenr_3_framevid_example8
3,922.7241125871346,713.679339347266,195.12206983584468,framenr_4_framevid_example8
4,924.4684657736692,689.2056057340247,181.40611314596296,framenr_5_framevid_example8
5,902.7291962889988,633.9357251324564,192.8390895358091,framenr_6_framevid_example8
6,861.5324893202883,570.9732635941341,189.85257963517594,framenr_7_framevid_example8
7,838.1463649545327,547.2204254081248,169.10764449716237,framenr_8_framevid_example8
8,859.6313677157399,583.5786987608477,166.36169151981005,framenr_9_framevid_example8
9,899.239784127782,632.7842503701081,189.93087288733574,framenr_10_framevid_example8
10,907.6680760028472,629.1216676617862,210.11379798812527,framenr_11_framevid_example8
11,885.3360815896355,582.0978152377883,216.1915971850109,framenr_12_framevid_example8
12,882.580217237175,570.9321317718652,226.97376907733806,framenr_13_framevid_example8
13,916.6892431847649,625.6627830503136,238.2132379104431,framenr_14_framevid_example8
14,935.9173009662604,667.9511616401965,220.46827567181433,framenr_15_framevid_example8
15,899.1998888114578,620.454269373338,185.299872064511,framenr_16_framevid_example8
16,851.021233493545,535.7873569743776,188.454528923428,framenr_17_framevid_example8
17,862.6842506762902,540.4192297723534,235.89756634776856,framenr_18_framevid_example8
18,919.5648108303515,655.7411464531549,251.20990519264438,framenr_19_framevid_example8
19,931.7467625848301,756.2778538134593,186.32766279074818,framenr_20_framevid_example8
20,863.7907842007884,734.6349689531492,109.41639614992035,framenr_21_framevid_example8
21,793.1150496488766,637.9251874389125,117.10237904989346,framenr_22_framevid_example8
22,805.6513055905696,585.4055333457346,198.52122083579007,framenr_23_framevid_example8
23,874.8576166088013,602.7767127595794,259.7139952048778,framenr_24_framevid_example8
24,894.9953447438321,616.4148507136689,258.8074671228967,framenr_25_framevid_example8
25,823.0712711491835,590.9079247894302,238.06879706575918,framenr_26_framevid_example8
26,738.0816034589387,583.5865009682939,229.53427023006716,framenr_27_framevid_example8
27,743.3290923991896,642.8956527855149,212.5030747656478,framenr_28_framevid_example8
28,843.4640055365817,725.3932714162602,180.96181479511603,framenr_29_framevid_example8
29,948.5875277041124,758.7750748520554,176.54669103053553,framenr_30_framevid_example8
30,984.2192651511104,739.7078572791438,216.5952395432579,framenr_31_framevid_example8
31,960.0533398064937,716.647894707015,248.56812907010627,framenr_32_framevid_example8
32,927.7384301023977,706.1145373024647,224.82719641738768,framenr_33_framevid_example8
33,909.4648536546331,685.074428151064,180.51990743146985,framenr_34_framevid_example8
34,892.8771847287416,654.6290045057327,181.97369436619948,framenr_35_framevid_example8
35,872.1554964543027,649.4878183275978,223.96329827402377,framenr_36_framevid_example8
36,859.2099446797189,673.7116180223006,239.2860407971314,framenr_37_framevid_example8
37,858.7605453194044,680.7852970196556,204.55227398119723,framenr_38_framevid_example8
