,x,y,r,inputfile
0,999.9821794781556,720.9862040561428,160.02243042002013,framenr_1_framevid_example10
1,996.4681454340679,724.7851926061185,156.86279523871588,framenr_2_framevid_example10
2,992.6952941656718,728.6069757410388,154.09881006083728,framenr_3_framevid_example10
3,988.5455714455444,732.4231993549222,152.00448758224928,framenr_4_framevid_example10
4,984.1485763878819,736.1543281636724,150.62397663214017,framenr_5_framevid_example10
5,979.8832033224264,739.7064914995697,149.7501121003127,framenr_6_framevid_example10
6,976.2778716768917,743.028132096434,148.98812998467298,framenr_7_framevid_example10
7,973.8396561515879,746.1429151163096,147.88849293226667,framenr_8_framevid_example10
8,972.8684003845322,749.1234912477363,146.11037327498585,framenr_9_framevid_example10
9,973.3197324198196,752.0054344476238,143.56448265552746,framenr_10_framevid_example10
10,974.7685588780066,754.6838435759788,140.48451695779622,framenr_11_framevid_example10
11,976.4954157400473,756.8608045736863,137.39221496700995,framenr_12_framevid_example10
12,977.6795395361112,758.100824548871,134.95076320298278,framenr_13_framevid_example10
13,977.6449806479643,758.0026676620189,133.73961940600282,framenr_14_framevid_example10
14,976.0810262961204,756.4303061249782,134.02010483279608,framenr_15_framevid_example10
15,973.1560927029092,753.6963190290854,135.58071009009836,framenr_16_framevid_example10
16,969.4708492679086,750.5878662889545,137.74032042968636,framenr_17_framevid_example10
17,965.848497535244,748.1784192010789,139.54132739320266,framenr_18_framevid_example10
18,963.0233330806246,747.4603616450984,140.09263027744873,framenr_19_framevid_example10
19,961.3393141210862,748.9250080535589,138.9502738344956,framenr_20_framevid_example10
20,960.5836161550991,752.2631849221651,136.38414229628648,framenr_21_framevid_example10
21,960.0420205139783,756.333172640866,133.398924378001,framenr_22_framevid_example10
22,958.7801253889077,759.4468532503624,131.46024455685247,framenr_23_framevid_example10
23,956.0561556017275,759.8956370205219,131.99637640969505,framenr_24_framevid_example10
24,951.7002501161738,756.5302241339512,135.85316824002706,framenr_25_framevid_example10
25,946.2889317790548,749.1722115709882,142.9227345167429,framenr_26_framevid_example10
26,941.0145145238898,738.6918982951879,152.1158305200917,framenr_27_framevid_example10
27,937.2746718016327,726.7159439012329,161.7152296982785,framenr_28_framevid_example10
28,936.1351585879811,715.0775706389877,169.98528855538754,framenr_29_framevid_example10
29,937.8891496408745,705.2263969618947,175.79364803582237,framenr_30_framevid_example10
30,941.911228971399,697.8281966056572,178.98369230229486,framenr_31_framevid_example10
31,946.8863315724224,692.7000590984461,180.3363176562342,framenr_32_framevid_example10
32,951.331871934725,689.0806841708638,181.1372794637307,framenr_33_framevid_example10
33,954.1974706303741,686.0937347034413,182.5428810346493,framenr_34_framevid_example10
34,955.2847396919799,683.1873902086196,185.02958590249838,framenr_35_framevid_example10
35,955.3028493510233,680.3576023606848,188.1763140621729,framenr_36_framevid_example10
36,955.5339179273484,678.07228413317,190.87613298608943,framenr_37_framevid_example10
37,957.2544994808037,676.9558419961039,191.87650988497504,framenr_38_framevid_example10
38,961.1665013365617,677.4013642761022,190.39673847145252,framenr_39_framevid_example10
39,967.0834768653913,679.3026599886242,186.5382490015584,framenr_40_framevid_example10
40,974.0007545227214,682.0321662704804,181.30263187449196,framenr_41_framevid_example10
41,980.5060444844779,684.6688521804396,176.2145912152617,framenr_42_framevid_example10
42,985.3409541523721,686.3629108117525,172.725161833107,framenr_43_framevid_example10
43,987.8687283565039,686.666386383467,171.66134435882026,framenr_44_framevid_example10
44,988.2598298427596,685.6844779233727,172.95352082208865,framenr_45_framevid_example10
45,987.3421677157739,683.9932999370116,175.73488358589745,framenr_46_framevid_example10
46,986.2099220708103,682.378419270363,178.73817905573077,framenr_47_framevid_example10
47,985.7768445170319,681.5219950939763,180.79496058330665,framenr_48_framevid_example10
48,986.4612677112688,681.7738875227507,181.22194389446105,framenr_49_framevid_example10
49,988.1110738134026,683.0876869474743,179.9564225912929,framenr_50_framevid_example10
50,990.1634291307605,685.1197397077148,177.4300565729314,framenr_51_framevid_example10
51,991.9411414673333,687.4208221794465,174.28203850656422,framenr_52_framevid_example10
52,992.9513155489306,689.6256532157867,171.0600872194744,framenr_53_framevid_example10
53,993.0758924432079,691.5678392100242,168.03123465102928,framenr_54_framevid_example10
54,992.6030592540712,693.2960406249218,165.1518360745556,framenr_55_framevid_example10
55,992.1096763011265,695.0113880201138,162.1719655896584,framenr_56_framevid_example10
56,992.2447122518114,696.9660027632522,158.80751804043152,framenr_57_framevid_example10
57,993.4787111371099,699.3566376685557,154.91168794495155,framenr_58_framevid_example10
58,995.8850029651851,702.2307444603025,150.59967118200223,framenr_59_framevid_example10
59,999.0150721328534,705.4126489561373,146.302721591781,framenr_60_framevid_example10
60,1001.9223789029687,708.4625535059982,142.7375854463535,framenr_61_framevid_example10
61,1003.3645690101438,710.692870456937,140.78101308965884,framenr_62_framevid_example10
62,1002.1636835864899,711.2679475458862,141.25318588672891,framenr_63_framevid_example10
63,997.6345404925518,709.392046770167,144.6483252728468,framenr_64_framevid_example10
64,989.9315555852777,704.5496795066542,150.8951281481242,framenr_65_framevid_example10
65,980.1531533523574,696.7220647439957,159.25511916029703,framenr_66_framevid_example10
66,970.1067811979898,686.4896292618978,168.4436685809442,framenr_67_framevid_example10
67,961.7672265208158,674.9589107481409,176.97858910583966,framenr_68_framevid_example10
68,956.6064548618434,663.5166493705157,183.65235223701782,framenr_69_framevid_example10
69,955.0625555739006,653.4864086926425,187.9405413587875,framenr_70_framevid_example10
70,956.3910180208885,645.8079977122118,190.15486370589124,framenr_71_framevid_example10
71,958.9955885615379,640.8530309395127,191.2436376876526,framenr_72_framevid_example10
72,961.1234365010963,638.432513842722,192.30344826146583,framenr_73_framevid_example10
73,961.6284138793501,637.9716562747059,194.01705010732564,framenr_74_framevid_example10
74,960.4515912006673,638.7623589166195,196.2922944765848,framenr_75_framevid_example10
75,958.5807650845912,640.1852562091267,198.30096114670863,framenr_76_framevid_example10
76,957.4895106100776,641.8263115035251,198.92872044835053,framenr_77_framevid_example10
77,958.3122515101375,643.4763012381544,197.43466348582382,framenr_78_framevid_example10
78,961.1572813526051,645.0594119868931,193.99025395051774,framenr_79_framevid_example10
79,964.913552988583,646.5598247407416,189.79863192742582,framenr_80_framevid_example10
80,967.6799901010157,647.994785924569,186.68402474837254,framenr_81_framevid_example10
81,967.6414384071703,649.4365170008736,186.3027165573289,framenr_82_framevid_example10
82,963.9821558423935,651.0443203187511,189.3321335636767,framenr_83_framevid_example10
83,957.3868646783199,653.0581570651249,195.03396357094212,framenr_84_framevid_example10
84,949.8603915317399,655.7312113019308,201.43042491635396,framenr_85_framevid_example10
85,943.9185726078034,659.2238546699779,206.04849487291722,framenr_86_framevid_example10
86,941.5101869172724,663.5154216072649,206.91220236663708,framenr_87_framevid_example10
87,943.1692742687521,668.390073863763,203.33562351244635,framenr_88_framevid_example10
88,947.7963302234048,673.5163456926132,196.156329805901,framenr_89_framevid_example10
89,953.1713830505211,678.5870657435933,187.311265101029,framenr_90_framevid_example10
90,956.9553660619433,683.4486160068267,178.9661899129974,framenr_91_framevid_example10
91,957.7083139996578,688.1496389985501,172.61347019668506,framenr_92_framevid_example10
92,955.4543659873192,692.8808681242506,168.55207998726513,framenr_93_framevid_example10
93,951.5502839531325,697.8373260478427,165.9630012749062,framenr_94_framevid_example10
94,947.9505953896037,703.0777772475849,163.49777322575594,framenr_95_framevid_example10
95,946.2413804096897,708.4581528688232,160.05764298197627,framenr_96_framevid_example10
96,946.9026592973576,713.6733311752746,155.37252724663367,framenr_97_framevid_example10
97,949.1225836011231,718.378549999638,150.11779111051572,framenr_98_framevid_example10
98,951.2044789209152,722.314316045979,145.55621171347752,framenr_99_framevid_example10
99,951.3275090777341,725.3557878675094,142.92826829269015,framenr_100_framevid_example10
