,frame,x,y,r,name,sample_rate
0,1,NA,NA,NA,framenr_1_framevid_June16_20,25.0
1,2,NA,NA,NA,framenr_2_framevid_June16_20,25.0
2,3,NA,NA,NA,framenr_3_framevid_June16_20,25.0
3,4,NA,NA,NA,framenr_4_framevid_June16_20,25.0
4,5,NA,NA,NA,framenr_5_framevid_June16_20,25.0
5,6,NA,NA,NA,framenr_6_framevid_June16_20,25.0
6,7,NA,NA,NA,framenr_7_framevid_June16_20,25.0
7,8,NA,NA,NA,framenr_8_framevid_June16_20,25.0
8,9,NA,NA,NA,framenr_9_framevid_June16_20,25.0
9,10,NA,NA,NA,framenr_10_framevid_June16_20,25.0
10,11,NA,NA,NA,framenr_11_framevid_June16_20,25.0
11,12,NA,NA,NA,framenr_12_framevid_June16_20,25.0
12,13,NA,NA,NA,framenr_13_framevid_June16_20,25.0
13,14,NA,NA,NA,framenr_14_framevid_June16_20,25.0
14,15,NA,NA,NA,framenr_15_framevid_June16_20,25.0
15,16,NA,NA,NA,framenr_16_framevid_June16_20,25.0
16,17,NA,NA,NA,framenr_17_framevid_June16_20,25.0
17,18,NA,NA,NA,framenr_18_framevid_June16_20,25.0
18,19,NA,NA,NA,framenr_19_framevid_June16_20,25.0
19,20,NA,NA,NA,framenr_20_framevid_June16_20,25.0
20,21,NA,NA,NA,framenr_21_framevid_June16_20,25.0
21,22,NA,NA,NA,framenr_22_framevid_June16_20,25.0
22,23,NA,NA,NA,framenr_23_framevid_June16_20,25.0
23,24,NA,NA,NA,framenr_24_framevid_June16_20,25.0
24,25,NA,NA,NA,framenr_25_framevid_June16_20,25.0
25,26,NA,NA,NA,framenr_26_framevid_June16_20,25.0
26,27,NA,NA,NA,framenr_27_framevid_June16_20,25.0
27,28,NA,NA,NA,framenr_28_framevid_June16_20,25.0
28,29,NA,NA,NA,framenr_29_framevid_June16_20,25.0
29,30,NA,NA,NA,framenr_30_framevid_June16_20,25.0
30,31,NA,NA,NA,framenr_31_framevid_June16_20,25.0
31,32,NA,NA,NA,framenr_32_framevid_June16_20,25.0
32,33,NA,NA,NA,framenr_33_framevid_June16_20,25.0
33,34,NA,NA,NA,framenr_34_framevid_June16_20,25.0
34,35,NA,NA,NA,framenr_35_framevid_June16_20,25.0
35,36,NA,NA,NA,framenr_36_framevid_June16_20,25.0
36,37,NA,NA,NA,framenr_37_framevid_June16_20,25.0
37,38,NA,NA,NA,framenr_38_framevid_June16_20,25.0
38,39,NA,NA,NA,framenr_39_framevid_June16_20,25.0
39,40,NA,NA,NA,framenr_40_framevid_June16_20,25.0
40,41,NA,NA,NA,framenr_41_framevid_June16_20,25.0
41,42,NA,NA,NA,framenr_42_framevid_June16_20,25.0
42,43,NA,NA,NA,framenr_43_framevid_June16_20,25.0
43,44,NA,NA,NA,framenr_44_framevid_June16_20,25.0
44,45,NA,NA,NA,framenr_45_framevid_June16_20,25.0
