,frame,x,y,r,name,sample_rate
34,35,842,520,178,framenr_35_framevid_June16_20_bounded,25.0
35,36,824,514,161,framenr_36_framevid_June16_20_bounded,25.0
36,37,1294,586,48,framenr_37_framevid_June16_20_bounded,25.0
37,38,854,590,142,framenr_38_framevid_June16_20_bounded,25.0
38,39,1474,630,41,framenr_39_framevid_June16_20_bounded,25.0
39,40,808,520,162,framenr_40_framevid_June16_20_bounded,25.0
40,41,988,418,178,framenr_41_framevid_June16_20_bounded,25.0
41,42,1398,336,148,framenr_42_framevid_June16_20_bounded,25.0
42,43,1550,402,142,framenr_43_framevid_June16_20_bounded,25.0
43,44,1214,132,132,framenr_44_framevid_June16_20_bounded,25.0
44,45,806,502,180,framenr_45_framevid_June16_20_bounded,25.0
45,46,808,452,184,framenr_46_framevid_June16_20_bounded,25.0
46,47,1268,868,138,framenr_47_framevid_June16_20_bounded,25.0
47,48,966,652,151,framenr_48_framevid_June16_20_bounded,25.0
48,49,964,578,221,framenr_49_framevid_June16_20_bounded,25.0
49,50,934,648,160,framenr_50_framevid_June16_20_bounded,25.0
50,51,702,472,245,framenr_51_framevid_June16_20_bounded,25.0
51,52,758,442,227,framenr_52_framevid_June16_20_bounded,25.0
52,53,1304,244,81,framenr_53_framevid_June16_20_bounded,25.0
53,54,692,482,248,framenr_54_framevid_June16_20_bounded,25.0
54,55,728,454,249,framenr_55_framevid_June16_20_bounded,25.0
55,56,564,440,244,framenr_56_framevid_June16_20_bounded,25.0
56,57,1484,430,171,framenr_57_framevid_June16_20_bounded,25.0
57,58,624,560,249,framenr_58_framevid_June16_20_bounded,25.0
58,59,540,626,164,framenr_59_framevid_June16_20_bounded,25.0
59,60,770,674,243,framenr_60_framevid_June16_20_bounded,25.0
60,61,438,336,217,framenr_61_framevid_June16_20_bounded,25.0
61,62,1480,468,184,framenr_62_framevid_June16_20_bounded,25.0
62,63,1496,466,188,framenr_63_framevid_June16_20_bounded,25.0
63,64,1034,274,181,framenr_64_framevid_June16_20_bounded,25.0
64,65,1460,332,218,framenr_65_framevid_June16_20_bounded,25.0
65,66,1470,344,235,framenr_66_framevid_June16_20_bounded,25.0
66,67,1176,610,171,framenr_67_framevid_June16_20_bounded,25.0
67,68,1568,694,152,framenr_68_framevid_June16_20_bounded,25.0
68,69,888,442,124,framenr_69_framevid_June16_20_bounded,25.0
69,70,1092,242,119,framenr_70_framevid_June16_20_bounded,25.0
70,71,1106,216,144,framenr_71_framevid_June16_20_bounded,25.0
71,72,874,466,133,framenr_72_framevid_June16_20_bounded,25.0
72,73,1532,444,209,framenr_73_framevid_June16_20_bounded,25.0
73,74,1538,446,195,framenr_74_framevid_June16_20_bounded,25.0
74,75,528,484,219,framenr_75_framevid_June16_20_bounded,25.0
75,76,542,490,222,framenr_76_framevid_June16_20_bounded,25.0
76,77,1148,272,238,framenr_77_framevid_June16_20_bounded,25.0
77,78,1476,372,121,framenr_78_framevid_June16_20_bounded,25.0
78,79,1326,252,236,framenr_79_framevid_June16_20_bounded,25.0
79,80,1486,308,215,framenr_80_framevid_June16_20_bounded,25.0
80,81,802,386,164,framenr_81_framevid_June16_20_bounded,25.0
81,82,1486,324,225,framenr_82_framevid_June16_20_bounded,25.0
82,83,968,646,177,framenr_83_framevid_June16_20_bounded,25.0
83,84,488,464,128,framenr_84_framevid_June16_20_bounded,25.0
84,85,850,476,151,framenr_85_framevid_June16_20_bounded,25.0
85,86,1496,302,212,framenr_86_framevid_June16_20_bounded,25.0
86,87,920,408,184,framenr_87_framevid_June16_20_bounded,25.0
87,88,1494,788,69,framenr_88_framevid_June16_20_bounded,25.0
88,89,1394,172,65,framenr_89_framevid_June16_20_bounded,25.0
89,90,664,468,126,framenr_90_framevid_June16_20_bounded,25.0
90,91,622,526,176,framenr_91_framevid_June16_20_bounded,25.0
91,92,664,402,200,framenr_92_framevid_June16_20_bounded,25.0
92,93,876,360,121,framenr_93_framevid_June16_20_bounded,25.0
93,94,1148,268,59,framenr_94_framevid_June16_20_bounded,25.0
94,95,1438,860,170,framenr_95_framevid_June16_20_bounded,25.0
95,96,1436,364,131,framenr_96_framevid_June16_20_bounded,25.0
96,97,1414,368,112,framenr_97_framevid_June16_20_bounded,25.0
97,98,1492,802,90,framenr_98_framevid_June16_20_bounded,25.0
98,99,1270,222,75,framenr_99_framevid_June16_20_bounded,25.0
99,100,1290,226,55,framenr_100_framevid_June16_20_bounded,25.0
100,101,1262,174,118,framenr_101_framevid_June16_20_bounded,25.0
101,102,1272,210,143,framenr_102_framevid_June16_20_bounded,25.0
102,103,1456,386,159,framenr_103_framevid_June16_20_bounded,25.0
103,104,850,380,100,framenr_104_framevid_June16_20_bounded,25.0
104,105,1300,226,94,framenr_105_framevid_June16_20_bounded,25.0
105,106,1342,818,73,framenr_106_framevid_June16_20_bounded,25.0
106,107,1584,842,46,framenr_107_framevid_June16_20_bounded,25.0
107,108,1524,262,126,framenr_108_framevid_June16_20_bounded,25.0
108,109,1554,824,94,framenr_109_framevid_June16_20_bounded,25.0
109,110,1368,562,161,framenr_110_framevid_June16_20_bounded,25.0
110,111,1664,926,45,framenr_111_framevid_June16_20_bounded,25.0
111,112,1510,292,119,framenr_112_framevid_June16_20_bounded,25.0
112,113,1000,478,82,framenr_113_framevid_June16_20_bounded,25.0
113,114,1012,498,110,framenr_114_framevid_June16_20_bounded,25.0
114,115,1662,938,38,framenr_115_framevid_June16_20_bounded,25.0
115,116,1018,322,78,framenr_116_framevid_June16_20_bounded,25.0
116,117,1524,772,44,framenr_117_framevid_June16_20_bounded,25.0
117,118,1588,832,47,framenr_118_framevid_June16_20_bounded,25.0
118,119,1472,738,51,framenr_119_framevid_June16_20_bounded,25.0
119,120,1416,656,28,framenr_120_framevid_June16_20_bounded,25.0
120,121,1226,568,178,framenr_121_framevid_June16_20_bounded,25.0
121,122,1008,454,69,framenr_122_framevid_June16_20_bounded,25.0
122,123,1554,912,70,framenr_123_framevid_June16_20_bounded,25.0
123,124,1410,650,29,framenr_124_framevid_June16_20_bounded,25.0
124,125,1568,868,88,framenr_125_framevid_June16_20_bounded,25.0
125,126,1178,274,33,framenr_126_framevid_June16_20_bounded,25.0
126,127,892,368,46,framenr_127_framevid_June16_20_bounded,25.0
127,128,1100,108,60,framenr_128_framevid_June16_20_bounded,25.0
128,129,1322,268,30,framenr_129_framevid_June16_20_bounded,25.0
129,130,948,366,47,framenr_130_framevid_June16_20_bounded,25.0
130,131,876,334,152,framenr_131_framevid_June16_20_bounded,25.0
131,132,944,390,141,framenr_132_framevid_June16_20_bounded,25.0
132,133,952,392,134,framenr_133_framevid_June16_20_bounded,25.0
133,134,1084,120,88,framenr_134_framevid_June16_20_bounded,25.0
134,135,890,322,113,framenr_135_framevid_June16_20_bounded,25.0
135,136,928,386,108,framenr_136_framevid_June16_20_bounded,25.0
136,137,912,386,112,framenr_137_framevid_June16_20_bounded,25.0
137,138,1482,226,118,framenr_138_framevid_June16_20_bounded,25.0
138,139,1488,618,169,framenr_139_framevid_June16_20_bounded,25.0
139,140,1242,280,204,framenr_140_framevid_June16_20_bounded,25.0
140,141,1230,280,218,framenr_141_framevid_June16_20_bounded,25.0
141,142,1258,192,153,framenr_142_framevid_June16_20_bounded,25.0
