"","radius","frame","videofile","normalization_value","norm_radius"
"1","128.134561759733","1","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.55061231273091
"2","116.478827535168","2","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.40956118059047
"3","121.288233155053","3","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.46776189918421
"4",NA,"4","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"5","120.731360567164","5","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.46102294070537
"6","114.905022944982","6","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.39051588366308
"7","118.460608083737","7","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.4335435728314
"8","111.074965501569","8","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.34416668522153
"9",NA,"9","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"10","119.227681950558","10","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.44282626882171
"11",NA,"11","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"12",NA,"12","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"13","112.68108815002","13","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.36360307709146
"14",NA,"14","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"15",NA,"15","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"16",NA,"16","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"17",NA,"17","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"18",NA,"18","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"19","112.742761298324","19","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.36434941080355
"20",NA,"20","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"21","120.015505218784","21","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.45236006238365
"22",NA,"22","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"23",NA,"23","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"24",NA,"24","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"25","119.09281097288","25","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.44119413619687
"26",NA,"26","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"27",NA,"27","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"28",NA,"28","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"29","110.744251521299","29","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.34016457086022
"30",NA,"30","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"31","132.064643676955","31","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.59817195102985
"32",NA,"32","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"33","100.028801302118","33","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.21049222627084
"34","112.647056611009","34","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.36319124656981
"35",NA,"35","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"36","114.660818579976","36","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.38756065995138
"37",NA,"37","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"38","114.716993746075","38","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.38824046017879
"39","117.988102818468","39","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.42782558018294
"40","118.553038511979","40","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.43466211382561
"41","114.073369089034","41","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.38045167700991
"42","108.298275212737","42","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.31056474292452
"43","110.71818709064","43","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.33984915379749
"44","111.353069885873","44","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.34753214787738
"45","108.304695222764","45","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.3106424342707
"46","103.445981897373","46","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.25184502159053
"47",NA,"47","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"48",NA,"48","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"49","117.897440211616","49","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.42672843236772
"50","100.804846805426","50","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.21988349195391
"51","124.50813541054","51","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.50672734312517
"52",NA,"52","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"53",NA,"53","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"54","108.557998268777","54","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.31370776509641
"55",NA,"55","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"56",NA,"56","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"57",NA,"57","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"58","101.372708126348","58","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.22675542989206
"59","108.262128145802","59","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.3101273114752
"60",NA,"60","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"61",NA,"61","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"62","119.367216519887","62","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.4445148376066
"63",NA,"63","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"64","120.528406432125","64","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.45856690404837
"65","113.243117726061","65","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.37040444253697
"66","122.197709960423","66","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.47876787534851
"67","110.932284356352","67","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.34244003834711
"68","94.917223294436","68","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.14863478759588
"69",NA,"69","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,NA
"70","97.0084078154782","70","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.17394112510535
"71","101.807153811093","71","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.2320128469287
"72","94.1783685852331","72","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.13969358396061
"73","93.1597966724505","73","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.12736740023881
"74","93.4781664245531","74","example8DLC_resnet101_Deep_AirSacTrackingV1Jan1shuffle1_500000.csv",82.6348151035024,1.13122013170198
