,frame,x,y,r,namefr,sample_rate
514,515,776,734,160,framenr_515_framevid_example8,50.0
515,516,766,742,162,framenr_516_framevid_example8,50.0
516,517,762,750,152,framenr_517_framevid_example8,50.0
517,518,780,732,162,framenr_518_framevid_example8,50.0
518,519,764,756,148,framenr_519_framevid_example8,50.0
519,520,782,744,156,framenr_520_framevid_example8,50.0
520,521,764,766,141,framenr_521_framevid_example8,50.0
521,522,812,714,196,framenr_522_framevid_example8,50.0
522,523,786,746,156,framenr_523_framevid_example8,50.0
523,524,784,754,150,framenr_524_framevid_example8,50.0
524,525,782,754,151,framenr_525_framevid_example8,50.0
525,526,762,774,138,framenr_526_framevid_example8,50.0
526,527,780,756,149,framenr_527_framevid_example8,50.0
527,528,792,740,170,framenr_528_framevid_example8,50.0
528,529,792,742,170,framenr_529_framevid_example8,50.0
529,530,790,740,170,framenr_530_framevid_example8,50.0
530,531,776,756,150,framenr_531_framevid_example8,50.0
531,532,786,740,171,framenr_532_framevid_example8,50.0
532,533,780,746,166,framenr_533_framevid_example8,50.0
533,534,764,758,150,framenr_534_framevid_example8,50.0
534,535,700,594,253,framenr_535_framevid_example8,50.0
535,536,766,752,163,framenr_536_framevid_example8,50.0
536,537,764,754,162,framenr_537_framevid_example8,50.0
537,538,732,782,133,framenr_538_framevid_example8,50.0
538,539,748,764,145,framenr_539_framevid_example8,50.0
539,540,748,762,145,framenr_540_framevid_example8,50.0
540,541,746,760,146,framenr_541_framevid_example8,50.0
541,542,758,752,161,framenr_542_framevid_example8,50.0
542,543,742,764,143,framenr_543_framevid_example8,50.0
543,544,756,750,162,framenr_544_framevid_example8,50.0
544,545,754,756,158,framenr_545_framevid_example8,50.0
545,546,756,750,162,framenr_546_framevid_example8,50.0
546,547,756,742,167,framenr_547_framevid_example8,50.0
547,548,742,768,139,framenr_548_framevid_example8,50.0
548,549,758,754,159,framenr_549_framevid_example8,50.0
549,550,758,758,156,framenr_550_framevid_example8,50.0
550,551,760,744,167,framenr_551_framevid_example8,50.0
551,552,760,750,160,framenr_552_framevid_example8,50.0
552,553,692,604,251,framenr_553_framevid_example8,50.0
553,554,700,598,260,framenr_554_framevid_example8,50.0
554,555,764,756,154,framenr_555_framevid_example8,50.0
555,556,752,760,142,framenr_556_framevid_example8,50.0
556,557,766,750,156,framenr_557_framevid_example8,50.0
557,558,766,752,154,framenr_558_framevid_example8,50.0
558,559,770,742,160,framenr_559_framevid_example8,50.0
559,560,764,742,163,framenr_560_framevid_example8,50.0
560,561,770,750,153,framenr_561_framevid_example8,50.0
561,562,770,746,154,framenr_562_framevid_example8,50.0
562,563,770,748,154,framenr_563_framevid_example8,50.0
563,564,756,754,138,framenr_564_framevid_example8,50.0
564,565,770,736,162,framenr_565_framevid_example8,50.0
565,566,768,750,152,framenr_566_framevid_example8,50.0
566,567,808,774,108,framenr_567_framevid_example8,50.0
567,568,742,768,133,framenr_568_framevid_example8,50.0
568,569,768,732,163,framenr_569_framevid_example8,50.0
569,570,696,600,252,framenr_570_framevid_example8,50.0
570,571,784,788,106,framenr_571_framevid_example8,50.0
571,572,766,746,151,framenr_572_framevid_example8,50.0
572,573,692,592,205,framenr_573_framevid_example8,50.0
573,574,766,750,148,framenr_574_framevid_example8,50.0
574,575,768,740,156,framenr_575_framevid_example8,50.0
575,576,708,604,260,framenr_576_framevid_example8,50.0
576,577,640,530,169,framenr_577_framevid_example8,50.0
577,578,742,768,130,framenr_578_framevid_example8,50.0
578,579,742,762,130,framenr_579_framevid_example8,50.0
579,580,768,740,152,framenr_580_framevid_example8,50.0
580,581,786,764,120,framenr_581_framevid_example8,50.0
581,582,696,596,253,framenr_582_framevid_example8,50.0
582,583,754,744,136,framenr_583_framevid_example8,50.0
583,584,708,592,202,framenr_584_framevid_example8,50.0
584,585,702,598,256,framenr_585_framevid_example8,50.0
585,586,768,732,153,framenr_586_framevid_example8,50.0
586,587,770,724,160,framenr_587_framevid_example8,50.0
587,588,796,770,108,framenr_588_framevid_example8,50.0
588,589,714,604,263,framenr_589_framevid_example8,50.0
589,590,770,724,157,framenr_590_framevid_example8,50.0
590,591,772,718,162,framenr_591_framevid_example8,50.0
591,592,760,730,144,framenr_592_framevid_example8,50.0
592,593,760,734,154,framenr_593_framevid_example8,50.0
593,594,702,596,256,framenr_594_framevid_example8,50.0
594,595,762,728,143,framenr_595_framevid_example8,50.0
595,596,800,760,106,framenr_596_framevid_example8,50.0
596,597,764,730,139,framenr_597_framevid_example8,50.0
597,598,776,712,158,framenr_598_framevid_example8,50.0
598,599,776,720,149,framenr_599_framevid_example8,50.0
599,600,768,730,148,framenr_600_framevid_example8,50.0
600,601,802,754,102,framenr_601_framevid_example8,50.0
601,602,1466,308,76,framenr_602_framevid_example8,50.0
602,603,618,598,82,framenr_603_framevid_example8,50.0
603,604,612,592,90,framenr_604_framevid_example8,50.0
604,605,622,594,80,framenr_605_framevid_example8,50.0
605,606,750,726,131,framenr_606_framevid_example8,50.0
606,607,752,726,131,framenr_607_framevid_example8,50.0
607,608,628,602,77,framenr_608_framevid_example8,50.0
608,609,776,706,147,framenr_609_framevid_example8,50.0
609,610,606,592,95,framenr_610_framevid_example8,50.0
610,611,628,598,75,framenr_611_framevid_example8,50.0
611,612,622,588,84,framenr_612_framevid_example8,50.0
612,613,772,708,138,framenr_613_framevid_example8,50.0
613,614,774,704,142,framenr_614_framevid_example8,50.0
614,615,752,726,126,framenr_615_framevid_example8,50.0
615,616,768,714,143,framenr_616_framevid_example8,50.0
616,617,754,722,126,framenr_617_framevid_example8,50.0
617,618,724,594,263,framenr_618_framevid_example8,50.0
618,619,764,708,141,framenr_619_framevid_example8,50.0
619,620,756,712,133,framenr_620_framevid_example8,50.0
620,621,684,558,210,framenr_621_framevid_example8,50.0
621,622,640,584,84,framenr_622_framevid_example8,50.0
622,623,632,584,77,framenr_623_framevid_example8,50.0
623,624,722,594,262,framenr_624_framevid_example8,50.0
624,625,632,582,77,framenr_625_framevid_example8,50.0
625,626,638,584,82,framenr_626_framevid_example8,50.0
626,627,724,592,263,framenr_627_framevid_example8,50.0
627,628,778,688,147,framenr_628_framevid_example8,50.0
628,629,760,562,265,framenr_629_framevid_example8,50.0
629,630,720,586,263,framenr_630_framevid_example8,50.0
630,631,762,706,136,framenr_631_framevid_example8,50.0
631,632,634,580,78,framenr_632_framevid_example8,50.0
632,633,768,700,128,framenr_633_framevid_example8,50.0
633,634,774,740,116,framenr_634_framevid_example8,50.0
634,635,636,582,80,framenr_635_framevid_example8,50.0
635,636,654,580,96,framenr_636_framevid_example8,50.0
636,637,686,550,209,framenr_637_framevid_example8,50.0
637,638,688,550,210,framenr_638_framevid_example8,50.0
638,639,732,594,268,framenr_639_framevid_example8,50.0
639,640,688,550,211,framenr_640_framevid_example8,50.0
640,641,640,582,80,framenr_641_framevid_example8,50.0
641,642,640,586,77,framenr_642_framevid_example8,50.0
642,643,636,574,78,framenr_643_framevid_example8,50.0
643,644,762,710,113,framenr_644_framevid_example8,50.0
644,645,650,576,88,framenr_645_framevid_example8,50.0
645,646,646,576,85,framenr_646_framevid_example8,50.0
646,647,644,554,178,framenr_647_framevid_example8,50.0
647,648,642,574,82,framenr_648_framevid_example8,50.0
648,649,642,570,82,framenr_649_framevid_example8,50.0
649,650,638,570,78,framenr_650_framevid_example8,50.0
650,651,638,574,82,framenr_651_framevid_example8,50.0
651,652,642,558,173,framenr_652_framevid_example8,50.0
652,653,640,570,84,framenr_653_framevid_example8,50.0
653,654,664,562,107,framenr_654_framevid_example8,50.0
654,655,638,560,84,framenr_655_framevid_example8,50.0
655,656,846,540,136,framenr_656_framevid_example8,50.0
656,657,808,714,55,framenr_657_framevid_example8,50.0
657,658,1404,458,95,framenr_658_framevid_example8,50.0
658,659,792,728,76,framenr_659_framevid_example8,50.0
659,660,770,546,217,framenr_660_framevid_example8,50.0
660,661,766,470,144,framenr_661_framevid_example8,50.0
661,662,738,480,153,framenr_662_framevid_example8,50.0
662,663,606,494,58,framenr_663_framevid_example8,50.0
663,664,810,552,178,framenr_664_framevid_example8,50.0
664,665,598,482,86,framenr_665_framevid_example8,50.0
665,666,812,556,178,framenr_666_framevid_example8,50.0
666,667,770,470,150,framenr_667_framevid_example8,50.0
667,668,1296,464,136,framenr_668_framevid_example8,50.0
668,669,768,476,157,framenr_669_framevid_example8,50.0
669,670,768,476,158,framenr_670_framevid_example8,50.0
670,671,1310,450,184,framenr_671_framevid_example8,50.0
671,672,814,544,174,framenr_672_framevid_example8,50.0
672,673,1310,458,190,framenr_673_framevid_example8,50.0
673,674,768,552,238,framenr_674_framevid_example8,50.0
674,675,826,562,178,framenr_675_framevid_example8,50.0
675,676,788,522,131,framenr_676_framevid_example8,50.0
676,677,656,514,70,framenr_677_framevid_example8,50.0
677,678,636,482,104,framenr_678_framevid_example8,50.0
678,679,768,488,188,framenr_679_framevid_example8,50.0
679,680,682,548,94,framenr_680_framevid_example8,50.0
680,681,808,554,164,framenr_681_framevid_example8,50.0
681,682,736,558,165,framenr_682_framevid_example8,50.0
682,683,756,566,153,framenr_683_framevid_example8,50.0
683,684,778,620,99,framenr_684_framevid_example8,50.0
684,685,780,640,88,framenr_685_framevid_example8,50.0
685,686,784,658,77,framenr_686_framevid_example8,50.0
686,687,800,668,81,framenr_687_framevid_example8,50.0
687,688,806,680,77,framenr_688_framevid_example8,50.0
688,689,1082,784,175,framenr_689_framevid_example8,50.0
689,690,836,680,76,framenr_690_framevid_example8,50.0
690,691,852,658,121,framenr_691_framevid_example8,50.0
691,692,822,710,66,framenr_692_framevid_example8,50.0
692,693,828,718,69,framenr_693_framevid_example8,50.0
693,694,838,722,73,framenr_694_framevid_example8,50.0
694,695,840,728,73,framenr_695_framevid_example8,50.0
695,696,864,738,90,framenr_696_framevid_example8,50.0
696,697,854,732,80,framenr_697_framevid_example8,50.0
697,698,850,742,72,framenr_698_framevid_example8,50.0
698,699,840,742,62,framenr_699_framevid_example8,50.0
699,700,842,746,64,framenr_700_framevid_example8,50.0
700,701,850,744,66,framenr_701_framevid_example8,50.0
701,702,852,740,70,framenr_702_framevid_example8,50.0
702,703,842,740,58,framenr_703_framevid_example8,50.0
703,704,852,742,62,framenr_704_framevid_example8,50.0
704,705,962,532,132,framenr_705_framevid_example8,50.0
705,706,892,758,97,framenr_706_framevid_example8,50.0
706,707,864,746,62,framenr_707_framevid_example8,50.0
707,708,916,682,127,framenr_708_framevid_example8,50.0
708,709,878,752,67,framenr_709_framevid_example8,50.0
709,710,950,670,134,framenr_710_framevid_example8,50.0
710,711,886,754,65,framenr_711_framevid_example8,50.0
711,712,892,754,65,framenr_712_framevid_example8,50.0
712,713,878,624,221,framenr_713_framevid_example8,50.0
713,714,900,756,66,framenr_714_framevid_example8,50.0
714,715,890,606,203,framenr_715_framevid_example8,50.0
715,716,904,760,64,framenr_716_framevid_example8,50.0
716,717,894,522,104,framenr_717_framevid_example8,50.0
717,718,898,598,195,framenr_718_framevid_example8,50.0
718,719,944,692,142,framenr_719_framevid_example8,50.0
719,720,906,762,61,framenr_720_framevid_example8,50.0
720,721,966,702,128,framenr_721_framevid_example8,50.0
721,722,910,766,63,framenr_722_framevid_example8,50.0
722,723,910,764,64,framenr_723_framevid_example8,50.0
723,724,946,646,230,framenr_724_framevid_example8,50.0
724,725,948,764,86,framenr_725_framevid_example8,50.0
725,726,684,618,210,framenr_726_framevid_example8,50.0
726,727,910,530,127,framenr_727_framevid_example8,50.0
727,728,908,766,62,framenr_728_framevid_example8,50.0
728,729,684,620,209,framenr_729_framevid_example8,50.0
729,730,912,768,68,framenr_730_framevid_example8,50.0
730,731,908,770,66,framenr_731_framevid_example8,50.0
731,732,872,570,76,framenr_732_framevid_example8,50.0
732,733,922,530,139,framenr_733_framevid_example8,50.0
733,734,872,570,77,framenr_734_framevid_example8,50.0
734,735,904,770,65,framenr_735_framevid_example8,50.0
735,736,888,564,158,framenr_736_framevid_example8,50.0
736,737,898,630,225,framenr_737_framevid_example8,50.0
737,738,898,774,62,framenr_738_framevid_example8,50.0
738,739,950,728,113,framenr_739_framevid_example8,50.0
739,740,1326,458,203,framenr_740_framevid_example8,50.0
740,741,958,562,140,framenr_741_framevid_example8,50.0
741,742,926,558,131,framenr_742_framevid_example8,50.0
742,743,944,720,128,framenr_743_framevid_example8,50.0
743,744,898,632,225,framenr_744_framevid_example8,50.0
744,745,882,570,85,framenr_745_framevid_example8,50.0
745,746,882,568,85,framenr_746_framevid_example8,50.0
746,747,914,624,200,framenr_747_framevid_example8,50.0
747,748,926,626,194,framenr_748_framevid_example8,50.0
748,749,946,728,121,framenr_749_framevid_example8,50.0
749,750,896,608,205,framenr_750_framevid_example8,50.0
750,751,1326,450,201,framenr_751_framevid_example8,50.0
751,752,886,564,88,framenr_752_framevid_example8,50.0
752,753,900,552,107,framenr_753_framevid_example8,50.0
753,754,898,562,98,framenr_754_framevid_example8,50.0
754,755,950,548,140,framenr_755_framevid_example8,50.0
755,756,950,548,140,framenr_756_framevid_example8,50.0
756,757,886,564,88,framenr_757_framevid_example8,50.0
757,758,974,648,201,framenr_758_framevid_example8,50.0
758,759,994,662,200,framenr_759_framevid_example8,50.0
759,760,954,792,217,framenr_760_framevid_example8,50.0
760,761,946,544,140,framenr_761_framevid_example8,50.0
761,762,978,546,160,framenr_762_framevid_example8,50.0
762,763,934,762,146,framenr_763_framevid_example8,50.0
763,764,1152,564,147,framenr_764_framevid_example8,50.0
764,765,904,548,112,framenr_765_framevid_example8,50.0
765,766,892,606,207,framenr_766_framevid_example8,50.0
766,767,952,546,138,framenr_767_framevid_example8,50.0
767,768,716,632,184,framenr_768_framevid_example8,50.0
768,769,938,630,205,framenr_769_framevid_example8,50.0
769,770,890,604,209,framenr_770_framevid_example8,50.0
770,771,948,524,120,framenr_771_framevid_example8,50.0
771,772,1530,196,236,framenr_772_framevid_example8,50.0
772,773,1320,438,199,framenr_773_framevid_example8,50.0
773,774,942,522,128,framenr_774_framevid_example8,50.0
774,775,954,742,68,framenr_775_framevid_example8,50.0
775,776,940,760,59,framenr_776_framevid_example8,50.0
776,777,948,758,60,framenr_777_framevid_example8,50.0
777,778,1156,782,92,framenr_778_framevid_example8,50.0
778,779,968,752,63,framenr_779_framevid_example8,50.0
779,780,986,530,58,framenr_780_framevid_example8,50.0
780,781,1326,446,167,framenr_781_framevid_example8,50.0
781,782,994,740,64,framenr_782_framevid_example8,50.0
782,783,1328,442,209,framenr_783_framevid_example8,50.0
783,784,1324,438,162,framenr_784_framevid_example8,50.0
784,785,1022,726,65,framenr_785_framevid_example8,50.0
785,786,1030,720,68,framenr_786_framevid_example8,50.0
786,787,1034,706,56,framenr_787_framevid_example8,50.0
787,788,1036,716,61,framenr_788_framevid_example8,50.0
788,789,1258,434,123,framenr_789_framevid_example8,50.0
789,790,1306,412,174,framenr_790_framevid_example8,50.0
790,791,1306,372,188,framenr_791_framevid_example8,50.0
791,792,1288,414,192,framenr_792_framevid_example8,50.0
792,793,1316,348,200,framenr_793_framevid_example8,50.0
793,794,1314,334,205,framenr_794_framevid_example8,50.0
794,795,1400,380,145,framenr_795_framevid_example8,50.0
795,796,1100,678,77,framenr_796_framevid_example8,50.0
796,797,1334,436,174,framenr_797_framevid_example8,50.0
797,798,1312,442,209,framenr_798_framevid_example8,50.0
798,799,1114,674,85,framenr_799_framevid_example8,50.0
799,800,1180,684,228,framenr_800_framevid_example8,50.0
800,801,1290,466,168,framenr_801_framevid_example8,50.0
801,802,1184,648,127,framenr_802_framevid_example8,50.0
802,803,1332,432,173,framenr_803_framevid_example8,50.0
803,804,1314,442,120,framenr_804_framevid_example8,50.0
804,805,1206,560,35,framenr_805_framevid_example8,50.0
805,806,1330,432,173,framenr_806_framevid_example8,50.0
806,807,1308,460,166,framenr_807_framevid_example8,50.0
807,808,1330,424,167,framenr_808_framevid_example8,50.0
808,809,1124,626,87,framenr_809_framevid_example8,50.0
809,810,1324,418,163,framenr_810_framevid_example8,50.0
810,811,1336,424,175,framenr_811_framevid_example8,50.0
811,812,1386,392,75,framenr_812_framevid_example8,50.0
812,813,1314,440,168,framenr_813_framevid_example8,50.0
813,814,1332,410,165,framenr_814_framevid_example8,50.0
814,815,1306,440,162,framenr_815_framevid_example8,50.0
815,816,1326,416,163,framenr_816_framevid_example8,50.0
816,817,1324,416,202,framenr_817_framevid_example8,50.0
817,818,1190,630,145,framenr_818_framevid_example8,50.0
818,819,1310,394,137,framenr_819_framevid_example8,50.0
819,820,1312,450,167,framenr_820_framevid_example8,50.0
820,821,1188,624,142,framenr_821_framevid_example8,50.0
821,822,1192,618,145,framenr_822_framevid_example8,50.0
822,823,1314,444,168,framenr_823_framevid_example8,50.0
823,824,1578,208,175,framenr_824_framevid_example8,50.0
824,825,1354,638,82,framenr_825_framevid_example8,50.0
825,826,1316,314,119,framenr_826_framevid_example8,50.0
826,827,1184,624,137,framenr_827_framevid_example8,50.0
827,828,1326,398,154,framenr_828_framevid_example8,50.0
828,829,1192,618,144,framenr_829_framevid_example8,50.0
829,830,1188,834,114,framenr_830_framevid_example8,50.0
830,831,1352,350,127,framenr_831_framevid_example8,50.0
831,832,1276,346,122,framenr_832_framevid_example8,50.0
832,833,1306,432,162,framenr_833_framevid_example8,50.0
833,834,1150,590,95,framenr_834_framevid_example8,50.0
834,835,1334,408,166,framenr_835_framevid_example8,50.0
835,836,1314,380,174,framenr_836_framevid_example8,50.0
836,837,1328,402,158,framenr_837_framevid_example8,50.0
837,838,1338,402,167,framenr_838_framevid_example8,50.0
838,839,572,296,166,framenr_839_framevid_example8,50.0
839,840,1336,404,210,framenr_840_framevid_example8,50.0
840,841,1338,400,167,framenr_841_framevid_example8,50.0
841,842,1034,676,127,framenr_842_framevid_example8,50.0
842,843,1320,426,168,framenr_843_framevid_example8,50.0
843,844,590,392,55,framenr_844_framevid_example8,50.0
844,845,1108,578,46,framenr_845_framevid_example8,50.0
845,846,1272,410,217,framenr_846_framevid_example8,50.0
846,847,1296,378,201,framenr_847_framevid_example8,50.0
847,848,1256,422,203,framenr_848_framevid_example8,50.0
848,849,1324,354,179,framenr_849_framevid_example8,50.0
849,850,1298,384,141,framenr_850_framevid_example8,50.0
850,851,1364,330,152,framenr_851_framevid_example8,50.0
851,852,1306,386,146,framenr_852_framevid_example8,50.0
852,853,1340,338,135,framenr_853_framevid_example8,50.0
853,854,1318,376,188,framenr_854_framevid_example8,50.0
854,855,1276,402,176,framenr_855_framevid_example8,50.0
855,856,1336,336,166,framenr_856_framevid_example8,50.0
856,857,1332,388,164,framenr_857_framevid_example8,50.0
857,858,1212,868,213,framenr_858_framevid_example8,50.0
858,859,592,396,64,framenr_859_framevid_example8,50.0
859,860,1280,336,130,framenr_860_framevid_example8,50.0
860,861,1192,818,116,framenr_861_framevid_example8,50.0
861,862,1130,814,49,framenr_862_framevid_example8,50.0
862,863,1280,344,133,framenr_863_framevid_example8,50.0
863,864,1294,410,146,framenr_864_framevid_example8,50.0
864,865,1324,388,156,framenr_865_framevid_example8,50.0
865,866,1314,392,193,framenr_866_framevid_example8,50.0
866,867,1182,836,103,framenr_867_framevid_example8,50.0
867,868,1344,334,131,framenr_868_framevid_example8,50.0
868,869,1334,340,167,framenr_869_framevid_example8,50.0
869,870,1338,340,164,framenr_870_framevid_example8,50.0
870,871,598,396,67,framenr_871_framevid_example8,50.0
871,872,1334,394,167,framenr_872_framevid_example8,50.0
872,873,1086,548,81,framenr_873_framevid_example8,50.0
873,874,592,392,63,framenr_874_framevid_example8,50.0
874,875,1340,378,163,framenr_875_framevid_example8,50.0
875,876,1190,816,116,framenr_876_framevid_example8,50.0
876,877,1298,390,189,framenr_877_framevid_example8,50.0
877,878,1042,544,52,framenr_878_framevid_example8,50.0
878,879,1136,740,106,framenr_879_framevid_example8,50.0
879,880,1072,528,88,framenr_880_framevid_example8,50.0
880,881,1308,404,184,framenr_881_framevid_example8,50.0
881,882,1310,406,166,framenr_882_framevid_example8,50.0
882,883,1330,378,160,framenr_883_framevid_example8,50.0
883,884,1340,378,168,framenr_884_framevid_example8,50.0
884,885,1042,524,108,framenr_885_framevid_example8,50.0
885,886,1314,416,169,framenr_886_framevid_example8,50.0
886,887,1304,406,185,framenr_887_framevid_example8,50.0
887,888,1066,408,83,framenr_888_framevid_example8,50.0
888,889,1306,408,182,framenr_889_framevid_example8,50.0
889,890,1302,420,181,framenr_890_framevid_example8,50.0
890,891,1006,516,52,framenr_891_framevid_example8,50.0
891,892,1016,470,87,framenr_892_framevid_example8,50.0
892,893,1200,736,183,framenr_893_framevid_example8,50.0
893,894,1018,496,76,framenr_894_framevid_example8,50.0
894,895,1340,324,167,framenr_895_framevid_example8,50.0
895,896,1004,490,70,framenr_896_framevid_example8,50.0
896,897,1196,736,184,framenr_897_framevid_example8,50.0
897,898,1288,378,210,framenr_898_framevid_example8,50.0
898,899,1014,468,98,framenr_899_framevid_example8,50.0
899,900,1320,374,195,framenr_900_framevid_example8,50.0
900,901,1034,504,107,framenr_901_framevid_example8,50.0
901,902,1014,504,89,framenr_902_framevid_example8,50.0
902,903,1006,456,68,framenr_903_framevid_example8,50.0
903,904,1264,324,119,framenr_904_framevid_example8,50.0
904,905,966,464,200,framenr_905_framevid_example8,50.0
905,906,1174,814,112,framenr_906_framevid_example8,50.0
906,907,986,504,74,framenr_907_framevid_example8,50.0
907,908,964,456,194,framenr_908_framevid_example8,50.0
908,909,996,458,63,framenr_909_framevid_example8,50.0
909,910,1176,816,115,framenr_910_framevid_example8,50.0
910,911,994,456,62,framenr_911_framevid_example8,50.0
911,912,968,498,63,framenr_912_framevid_example8,50.0
912,913,966,502,66,framenr_913_framevid_example8,50.0
913,914,1162,814,109,framenr_914_framevid_example8,50.0
914,915,1002,470,104,framenr_915_framevid_example8,50.0
915,916,1000,504,105,framenr_916_framevid_example8,50.0
916,917,958,402,127,framenr_917_framevid_example8,50.0
917,918,966,502,114,framenr_918_framevid_example8,50.0
918,919,970,498,149,framenr_919_framevid_example8,50.0
919,920,926,504,247,framenr_920_framevid_example8,50.0
920,921,946,496,65,framenr_921_framevid_example8,50.0
921,922,968,514,95,framenr_922_framevid_example8,50.0
922,923,1300,386,196,framenr_923_framevid_example8,50.0
923,924,980,496,133,framenr_924_framevid_example8,50.0
924,925,922,496,238,framenr_925_framevid_example8,50.0
925,926,944,502,111,framenr_926_framevid_example8,50.0
926,927,1152,818,110,framenr_927_framevid_example8,50.0
927,928,962,514,85,framenr_928_framevid_example8,50.0
928,929,946,504,227,framenr_929_framevid_example8,50.0
929,930,952,512,90,framenr_930_framevid_example8,50.0
930,931,898,468,186,framenr_931_framevid_example8,50.0
931,932,1274,424,180,framenr_932_framevid_example8,50.0
932,933,1064,702,166,framenr_933_framevid_example8,50.0
933,934,1252,692,122,framenr_934_framevid_example8,50.0
934,935,906,496,157,framenr_935_framevid_example8,50.0
935,936,926,484,84,framenr_936_framevid_example8,50.0
936,937,904,488,228,framenr_937_framevid_example8,50.0
937,938,914,508,107,framenr_938_framevid_example8,50.0
938,939,910,484,176,framenr_939_framevid_example8,50.0
939,940,1042,712,170,framenr_940_framevid_example8,50.0
940,941,904,474,214,framenr_941_framevid_example8,50.0
941,942,1056,704,163,framenr_942_framevid_example8,50.0
942,943,898,478,218,framenr_943_framevid_example8,50.0
943,944,888,486,228,framenr_944_framevid_example8,50.0
944,945,932,486,121,framenr_945_framevid_example8,50.0
945,946,884,486,226,framenr_946_framevid_example8,50.0
946,947,888,458,198,framenr_947_framevid_example8,50.0
947,948,864,458,197,framenr_948_framevid_example8,50.0
948,949,866,484,227,framenr_949_framevid_example8,50.0
949,950,850,456,200,framenr_950_framevid_example8,50.0
950,951,838,438,184,framenr_951_framevid_example8,50.0
951,952,856,440,186,framenr_952_framevid_example8,50.0
952,953,848,440,186,framenr_953_framevid_example8,50.0
953,954,810,400,114,framenr_954_framevid_example8,50.0
954,955,818,494,239,framenr_955_framevid_example8,50.0
955,956,810,490,235,framenr_956_framevid_example8,50.0
956,957,796,484,228,framenr_957_framevid_example8,50.0
957,958,996,724,154,framenr_958_framevid_example8,50.0
958,959,748,420,128,framenr_959_framevid_example8,50.0
959,960,708,432,162,framenr_960_framevid_example8,50.0
960,961,722,484,109,framenr_961_framevid_example8,50.0
961,962,698,448,202,framenr_962_framevid_example8,50.0
962,963,664,458,192,framenr_963_framevid_example8,50.0
963,964,738,492,239,framenr_964_framevid_example8,50.0
964,965,688,470,177,framenr_965_framevid_example8,50.0
965,966,752,396,144,framenr_966_framevid_example8,50.0
966,967,684,414,129,framenr_967_framevid_example8,50.0
967,968,688,436,105,framenr_968_framevid_example8,50.0
968,969,710,468,149,framenr_969_framevid_example8,50.0
969,970,614,462,72,framenr_970_framevid_example8,50.0
970,971,626,468,92,framenr_971_framevid_example8,50.0
971,972,596,456,72,framenr_972_framevid_example8,50.0
972,973,866,702,174,framenr_973_framevid_example8,50.0
973,974,614,464,131,framenr_974_framevid_example8,50.0
974,975,578,462,149,framenr_975_framevid_example8,50.0
975,976,682,652,235,framenr_976_framevid_example8,50.0
976,977,672,696,175,framenr_977_framevid_example8,50.0
977,978,428,446,143,framenr_978_framevid_example8,50.0
978,979,398,450,213,framenr_979_framevid_example8,50.0
979,980,376,438,143,framenr_980_framevid_example8,50.0
980,981,354,434,198,framenr_981_framevid_example8,50.0
981,982,318,478,246,framenr_982_framevid_example8,50.0
982,983,494,668,214,framenr_983_framevid_example8,50.0
983,984,484,672,208,framenr_984_framevid_example8,50.0
984,985,282,448,177,framenr_985_framevid_example8,50.0
985,986,470,672,205,framenr_986_framevid_example8,50.0
986,987,258,410,183,framenr_987_framevid_example8,50.0
987,988,278,420,161,framenr_988_framevid_example8,50.0
988,989,278,394,178,framenr_989_framevid_example8,50.0
989,990,250,408,187,framenr_990_framevid_example8,50.0
990,991,278,384,172,framenr_991_framevid_example8,50.0
991,992,278,378,168,framenr_992_framevid_example8,50.0
992,993,264,410,171,framenr_993_framevid_example8,50.0
993,994,460,684,188,framenr_994_framevid_example8,50.0
994,995,250,408,182,framenr_995_framevid_example8,50.0
995,996,446,668,208,framenr_996_framevid_example8,50.0
996,997,458,680,190,framenr_997_framevid_example8,50.0
997,998,276,356,157,framenr_998_framevid_example8,50.0
998,999,276,356,158,framenr_999_framevid_example8,50.0
999,1000,276,372,174,framenr_1000_framevid_example8,50.0
1000,1001,316,530,97,framenr_1001_framevid_example8,50.0
1001,1002,454,686,188,framenr_1002_framevid_example8,50.0
1002,1003,588,640,211,framenr_1003_framevid_example8,50.0
1003,1004,390,650,119,framenr_1004_framevid_example8,50.0
1004,1005,360,476,263,framenr_1005_framevid_example8,50.0
1005,1006,442,692,191,framenr_1006_framevid_example8,50.0
1006,1007,440,678,201,framenr_1007_framevid_example8,50.0
1007,1008,332,602,192,framenr_1008_framevid_example8,50.0
1008,1009,252,584,140,framenr_1009_framevid_example8,50.0
1009,1010,232,576,141,framenr_1010_framevid_example8,50.0
1010,1011,434,684,195,framenr_1011_framevid_example8,50.0
1011,1012,466,712,152,framenr_1012_framevid_example8,50.0
1012,1013,262,348,156,framenr_1013_framevid_example8,50.0
1013,1014,276,550,118,framenr_1014_framevid_example8,50.0
1014,1015,274,536,104,framenr_1015_framevid_example8,50.0
1015,1016,290,538,84,framenr_1016_framevid_example8,50.0
1016,1017,276,548,117,framenr_1017_framevid_example8,50.0
1017,1018,268,534,102,framenr_1018_framevid_example8,50.0
1018,1019,726,368,58,framenr_1019_framevid_example8,50.0
1019,1020,768,286,10,framenr_1020_framevid_example8,50.0
1020,1021,278,312,105,framenr_1021_framevid_example8,50.0
1021,1022,724,382,174,framenr_1022_framevid_example8,50.0
1022,1023,298,296,80,framenr_1023_framevid_example8,50.0
