,frame,x,y,r,name,sample_rate
0,1,768,758,201,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
1,2,828,288,178,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
2,3,834,500,234,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
3,4,808,464,211,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
4,5,1008,416,231,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
5,6,902,324,244,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
6,7,932,332,244,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
7,8,1016,574,218,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
8,9,1232,672,117,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
9,10,1008,348,249,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
10,11,272,878,180,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
11,12,1286,678,134,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
12,13,644,222,212,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_33_17_fajar,25.0
