,frame,x,y,r,name,sample_rate
0,1,1676,798,215,framenr_1_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
1,2,1676,798,215,framenr_2_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
2,3,1676,798,215,framenr_3_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
3,4,1676,798,215,framenr_4_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
4,5,1676,798,215,framenr_5_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
5,6,1676,798,215,framenr_6_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
6,7,1676,798,215,framenr_7_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
7,8,1676,798,215,framenr_8_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
8,9,1676,798,215,framenr_9_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
9,10,1676,798,215,framenr_10_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
10,11,1676,798,215,framenr_11_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
11,12,1676,798,215,framenr_12_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
12,13,1676,798,215,framenr_13_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
13,14,1676,798,215,framenr_14_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
14,15,1676,798,215,framenr_15_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
15,16,1676,798,215,framenr_16_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
16,17,1676,798,215,framenr_17_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
17,18,1676,798,215,framenr_18_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
18,19,1676,798,215,framenr_19_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
19,20,1676,798,215,framenr_20_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
20,21,1676,798,215,framenr_21_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
21,22,1676,798,215,framenr_22_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
22,23,1676,798,215,framenr_23_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
23,24,1676,798,215,framenr_24_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
24,25,1676,798,215,framenr_25_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
25,26,1676,798,215,framenr_26_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
26,27,1676,798,215,framenr_27_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
27,28,1676,798,215,framenr_28_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
28,29,1676,798,215,framenr_29_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
29,30,1676,798,215,framenr_30_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
30,31,1676,798,215,framenr_31_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
31,32,1676,798,215,framenr_32_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
32,33,1676,798,215,framenr_33_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
33,34,1676,798,215,framenr_34_framevid__Opp_August_14_Session_1_zoom_syncedboom_4_2_Fajar,50.0
