,frame,x,y,r,name,sample_rate
0,1,752,904,144,framenr_1_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
1,2,752,904,144,framenr_2_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
2,3,752,904,144,framenr_3_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
3,4,752,904,144,framenr_4_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
4,5,752,904,144,framenr_5_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
5,6,752,904,144,framenr_6_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
6,7,752,904,144,framenr_7_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
7,8,752,904,144,framenr_8_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
8,9,752,904,144,framenr_9_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
9,10,752,904,144,framenr_10_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
10,11,752,904,144,framenr_11_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
11,12,752,904,144,framenr_12_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
12,13,752,904,144,framenr_13_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
13,14,752,904,144,framenr_14_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
14,15,752,904,144,framenr_15_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
15,16,752,904,144,framenr_16_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
16,17,752,904,144,framenr_17_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
17,18,752,904,144,framenr_18_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
18,19,752,904,144,framenr_19_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
19,20,752,904,144,framenr_20_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
20,21,752,904,144,framenr_21_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
21,22,752,904,144,framenr_22_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
22,23,752,904,144,framenr_23_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
23,24,752,904,144,framenr_24_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
24,25,752,904,144,framenr_25_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
25,26,752,904,144,framenr_26_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
26,27,752,904,144,framenr_27_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
27,28,752,904,144,framenr_28_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
28,29,752,904,144,framenr_29_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
29,30,752,904,144,framenr_30_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
30,31,752,904,144,framenr_31_framevid__Opp_August_20_Session_1_zoom_syncedboom_7_5_Pelangi,50.0
