,frame,x,y,r,name,sample_rate
0,1,1320,466,153,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
1,2,1320,466,153,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
2,3,1550,148,9,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
3,4,1550,148,9,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
4,5,1550,148,9,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
5,6,1550,148,9,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
6,7,1550,148,9,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
7,8,248,962,174,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
8,9,566,742,148,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
9,10,696,734,159,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
10,11,756,746,124,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
11,12,494,364,240,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
12,13,276,370,205,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
13,14,286,674,198,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
14,15,452,262,158,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
15,16,426,306,118,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
16,17,338,236,196,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
17,18,318,248,182,framenr_18_framevid__Opp_June_16_Session_1_zoom_syncedboom_45_20_fajar,25.0
