,frame,x,y,r,name,sample_rate
0,1,790,514,149,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
1,2,806,500,177,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
2,3,810,496,194,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
3,4,778,562,128,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
4,5,780,566,136,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
5,6,796,570,123,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
6,7,806,572,115,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
7,8,796,562,125,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
8,9,1640,782,117,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
9,10,1538,260,174,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
10,11,778,466,170,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_16_10_fajar,25.0
