,frame,x,y,r,name,sample_rate
0,1,914,520,200,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
1,2,958,502,246,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
2,3,964,514,248,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
3,4,920,542,203,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
4,5,904,562,187,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
5,6,820,534,245,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
6,7,852,366,232,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
7,8,908,568,247,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
8,9,930,626,231,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
9,10,634,310,228,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
10,11,618,382,157,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
11,12,770,454,111,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_28_14_roger,25.0
