,frame,x,y,r,name,sample_rate
0,1,1242,622,224,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
1,2,1208,578,207,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
2,3,856,1080,222,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
3,4,1414,942,115,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
4,5,1244,652,222,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
5,6,1080,316,180,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
6,7,1346,914,192,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
7,8,1352,920,186,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
8,9,1122,308,118,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
9,10,1158,304,154,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
10,11,988,1006,220,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
11,12,1076,346,172,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
12,13,1168,644,234,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
13,14,1180,312,184,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
14,15,1134,128,153,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
15,16,958,994,207,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_35_17_fajar,25.0
