,frame,x,y,r,name,sample_rate
0,1,556,150,136,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
1,2,512,118,190,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
2,3,990,354,235,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
3,4,370,828,198,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
4,5,994,338,205,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
5,6,434,848,129,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
6,7,940,472,150,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
7,8,934,470,160,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
8,9,942,454,157,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
9,10,1046,270,142,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
10,11,164,732,162,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_43_18_fajar,25.0
